gopherus_agassizii ENSGAGG00000023752
chelonoidis_abingdonii ENSCABG00000018813
chrysemys_picta_bellii ENSCPBG00000011062
pelodiscus_sinensis ENSPSIG00000011455
crocodylus_porosus ENSCPRG00005002220
sphenodon_punctatus ENSSPUG00000017992
pogona_vitticeps ENSPVIG00000013792
anolis_carolinensis ENSACAG00000004581
salvator_merianae ENSSMRG00000012055
apteryx_haastii ENSAHAG00000007999
apteryx_owenii ENSAOWG00000002170
apteryx_rowi ENSARWG00000009647
dromaius_novaehollandiae ENSDNVG00000010089
nothoprocta_perdicaria ENSNPEG00000005418
meleagris_gallopavo ENSMGAG00000015725
gallus_gallus ENSGALG00000046649
numida_meleagris ENSNMEG00000007378
anser_brachyrhynchus ENSABRG00000020331
anas_platyrhynchos_platyrhynchos ENSAPLG00000002043
calidris_pygmaea ENSCPGG00000014554
calidris_pugnax ENSCPUG00000018245
manacus_vitellinus ENSMVIG00005012041
lepidothrix_coronata ENSLCOG00000008980
castor_canadensis ENSCCNG00000018551
dipodomys_ordii ENSDORG00000029089
mus_spicilegus ENSMSIG00000001392
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078552
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027508
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028860
rattus_norvegicus ENSRNOG00000048876
meriones_unguiculatus ENSMUGG00000003387
microtus_ochrogaster ENSMOCG00000006537
peromyscus_maniculatus_bairdii ENSPEMG00000024085
cricetulus_griseus_crigri_1.0 ENSCGRG00000008687
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018231
cricetulus_griseus_crigri-picr ENSCGRG00015009601
mesocricetus_auratus ENSMAUG00000018388
nannospalax_galili ENSNGAG00000012094
jaculus_jaculus ENSJJAG00000022479
chinchilla_lanigera ENSCLAG00000007816
octodon_degus ENSODEG00000003594
cavia_porcellus ENSCPOG00000033905
cavia_aperea ENSCAPG00000009105
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011118
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003059
fukomys_damarensis ENSFDAG00000015954
ictidomys_tridecemlineatus ENSSTOG00000022624
spermophilus_dauricus ENSSDAG00000012330
marmota_marmota_marmota ENSMMMG00000008994
urocitellus_parryii ENSUPAG00010005220
oryctolagus_cuniculus ENSOCUG00000022151
pan_troglodytes ENSPTRG00000039364
homo_sapiens ENSG00000222046
gorilla_gorilla ENSGGOG00000025307
nomascus_leucogenys ENSNLEG00000030909
piliocolobus_tephrosceles ENSPTEG00000024079
colobus_angolensis_palliatus ENSCANG00000039530
macaca_fascicularis ENSMFAG00000045797
macaca_nemestrina ENSMNEG00000033336
macaca_mulatta ENSMMUG00000040207
theropithecus_gelada ENSTGEG00000015399
papio_anubis ENSPANG00000033286
mandrillus_leucophaeus ENSMLEG00000006459
cercocebus_atys ENSCATG00000033156
rhinopithecus_bieti ENSRBIG00000039126
rhinopithecus_roxellana ENSRROG00000031886
pan_paniscus ENSPPAG00000043429
cebus_capucinus_imitator ENSCCAG00000029110
saimiri_boliviensis_boliviensis ENSSBOG00000021325
callithrix_jacchus ENSCJAG00000006772
aotus_nancymaae ENSANAG00000034477
carlito_syrichta ENSTSYG00000032740
prolemur_simus ENSPSMG00000020181
microcebus_murinus ENSMICG00000017798
propithecus_coquereli ENSPCOG00000014846
mustela_putorius_furo ENSMPUG00000015293
neovison_vison ENSNVIG00000024264
ursus_americanus ENSUAMG00000014284
ursus_maritimus ENSUMAG00000008441
ailuropoda_melanoleuca ENSAMEG00000007821
canis_lupus_dingo ENSCAFG00020025344
vulpes_vulpes ENSVVUG00000015092
canis_lupus_familiaris ENSCAFG00000023234
panthera_pardus ENSPPRG00000010723
panthera_tigris_altaica ENSPTIG00000016307
felis_catus ENSFCAG00000028015
equus_caballus ENSECAG00000014961
equus_asinus_asinus ENSEASG00005010951
bos_taurus ENSBTAG00000026696
bos_mutus ENSBMUG00000008764
bison_bison_bison ENSBBBG00000012503
ovis_aries ENSOARG00000000383
capra_hircus ENSCHIG00000015914
sus_scrofa ENSSSCG00000022014
myotis_lucifugus ENSMLUG00000017486
erinaceus_europaeus ENSEEUG00000002326
sorex_araneus ENSSARG00000013548
dasypus_novemcinctus ENSDNOG00000015203
sarcophilus_harrisii ENSSHAG00000008178
phascolarctos_cinereus ENSPCIG00000009085
monodelphis_domestica ENSMODG00000023309
ornithorhynchus_anatinus ENSOANG00000009740
xenopus_tropicalis ENSXETG00000005240
latimeria_chalumnae ENSLACG00000012120
lepisosteus_oculatus ENSLOCG00000002402
