choloepus_hoffmanni ENSCHOG00000010615
ornithorhynchus_anatinus ENSOANG00000001194
cercocebus_atys ENSCATG00000033802
piliocolobus_tephrosceles ENSPTEG00000012018
cebus_capucinus_imitator ENSCCAG00000020576
carlito_syrichta ENSTSYG00000026350
cricetulus_griseus_crigri-picr ENSCGRG00015004704
cricetulus_griseus_crigri_1.0 ENSCGRG00000015512
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012817
peromyscus_maniculatus_bairdii ENSPEMG00000023096
mus_spicilegus ENSMSIG00000031009
microtus_ochrogaster ENSMOCG00000015030
mesocricetus_auratus ENSMAUG00000014181
mus_spicilegus ENSMSIG00000024819
macaca_nemestrina ENSMNEG00000032538
papio_anubis ENSPANG00000033016
theropithecus_gelada ENSTGEG00000025532
rhinopithecus_roxellana ENSRROG00000033719
meriones_unguiculatus ENSMUGG00000003591
jaculus_jaculus ENSJJAG00000020881
jaculus_jaculus ENSJJAG00000004670
jaculus_jaculus ENSJJAG00000024255
mesocricetus_auratus ENSMAUG00000012719
microtus_ochrogaster ENSMOCG00000003171
peromyscus_maniculatus_bairdii ENSPEMG00000023227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018118
cricetulus_griseus_crigri-picr ENSCGRG00015009377
cricetulus_griseus_crigri_1.0 ENSCGRG00000008580
mus_spicilegus ENSMSIG00000001726
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026523
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027503
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028800
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028855
rattus_norvegicus ENSRNOG00000009568
ochotona_princeps ENSOPRG00000000851
tupaia_belangeri ENSTBEG00000017595
myotis_lucifugus ENSMLUG00000013837
myotis_lucifugus ENSMLUG00000028543
pteropus_vampyrus ENSPVAG00000013325
equus_caballus ENSECAG00000016082
equus_asinus_asinus ENSEASG00005011737
mustela_putorius_furo ENSMPUG00000015231
neovison_vison ENSNVIG00000007511
ailuropoda_melanoleuca ENSAMEG00000007608
canis_lupus_familiaris ENSCAFG00000010597
felis_catus ENSFCAG00000012483
panthera_pardus ENSPPRG00000012606
sorex_araneus ENSSARG00000006635
bison_bison_bison ENSBBBG00000012409
bos_mutus ENSBMUG00000008883
ovis_aries ENSOARG00000020951
sus_scrofa ENSSSCG00000003613
tursiops_truncatus ENSTTRG00000001613
loxodonta_africana ENSLAFG00000004870
procavia_capensis ENSPCAG00000005995
carlito_syrichta ENSTSYG00000026044
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014849
octodon_degus ENSODEG00000003745
dipodomys_ordii ENSDORG00000000206
marmota_marmota_marmota ENSMMMG00000002973
spermophilus_dauricus ENSSDAG00000007083
ictidomys_tridecemlineatus ENSSTOG00000012082
mesocricetus_auratus ENSMAUG00000014392
rhinopithecus_bieti ENSRBIG00000033125
nomascus_leucogenys ENSNLEG00000031289
spermophilus_dauricus ENSSDAG00000012185
urocitellus_parryii ENSUPAG00010005322
marmota_marmota_marmota ENSMMMG00000008831
castor_canadensis ENSCCNG00000006875
chinchilla_lanigera ENSCLAG00000010112
otolemur_garnettii ENSOGAG00000005709
fukomys_damarensis ENSFDAG00000008383
cavia_porcellus ENSCPOG00000007757
octodon_degus ENSODEG00000003773
