mola_mola ENSMMOG00000005176
neolamprologus_brichardi ENSNBRG00000016288
mastacembelus_armatus ENSMAMG00000016871
monopterus_albus ENSMALG00000006151
anabas_testudineus ENSATEG00000005122
seriola_lalandi_dorsalis ENSSLDG00000020545
seriola_dumerili ENSSDUG00000002661
gasterosteus_aculeatus ENSGACG00000012339
scophthalmus_maximus ENSSMAG00000019684
cynoglossus_semilaevis ENSCSEG00000006077
takifugu_rubripes ENSTRUG00000022033
amphiprion_ocellaris ENSAOCG00000010058
amphiprion_percula ENSAPEG00000017083
stegastes_partitus ENSSPAG00000002255
xiphophorus_maculatus ENSXMAG00000025670
gambusia_affinis ENSGAFG00000004145
poecilia_formosa ENSPFOG00000022266
esox_lucius ENSELUG00000017882
pygocentrus_nattereri ENSPNAG00000010216
astyanax_mexicanus ENSAMXG00000035212
ictalurus_punctatus ENSIPUG00000006673
danio_rerio ENSDARG00000069282
scleropages_formosus ENSSFOG00015006415
paramormyrops_kingsleyae ENSPKIG00000007058
