homo_sapiens ENSG00000187690
gorilla_gorilla ENSGGOG00000008248
pan_troglodytes ENSPTRG00000050031
pan_troglodytes ENSPTRG00000050633
pan_paniscus ENSPPAG00000005586
pongo_abelii ENSPPYG00000020356
nomascus_leucogenys ENSNLEG00000029212
theropithecus_gelada ENSTGEG00000001176
chlorocebus_sabaeus ENSCSAG00000012701
rhinopithecus_roxellana ENSRROG00000012592
piliocolobus_tephrosceles ENSPTEG00000030903
cebus_capucinus_imitator ENSCCAG00000023059
saimiri_boliviensis_boliviensis ENSSBOG00000026109
callithrix_jacchus ENSCJAG00000015933
aotus_nancymaae ENSANAG00000027291
carlito_syrichta ENSTSYG00000033516
propithecus_coquereli ENSPCOG00000017694
microcebus_murinus ENSMICG00000001475
prolemur_simus ENSPSMG00000017381
otolemur_garnettii ENSOGAG00000025585
otolemur_garnettii ENSOGAG00000028811
marmota_marmota_marmota ENSMMMG00000022357
spermophilus_dauricus ENSSDAG00000017343
urocitellus_parryii ENSUPAG00010010086
oryctolagus_cuniculus ENSOCUG00000026060
tursiops_truncatus ENSTTRG00000002856
sus_scrofa ENSSSCG00000033770
ovis_aries ENSOARG00000009360
bos_taurus ENSBTAG00000054170
equus_caballus ENSECAG00000033097
ailuropoda_melanoleuca ENSAMEG00000016946
ursus_americanus ENSUAMG00000009601
mustela_putorius_furo ENSMPUG00000014205
neovison_vison ENSNVIG00000018007
canis_lupus_familiaris ENSCAFG00000016056
canis_lupus_dingo ENSCAFG00020020049
vulpes_vulpes ENSVVUG00000005591
ursus_americanus ENSUAMG00000012740
pteropus_vampyrus ENSPVAG00000006820
dasypus_novemcinctus ENSDNOG00000040006
danio_rerio ENSDARG00000115571
danio_rerio ENSDARG00000113562
danio_rerio ENSDARG00000095671
danio_rerio ENSDARG00000111367
danio_rerio ENSDARG00000110807
danio_rerio ENSDARG00000114229
danio_rerio ENSDARG00000095420
danio_rerio ENSDARG00000093457
