anas_platyrhynchos_platyrhynchos ENSAPLG00000004449
anser_brachyrhynchus ENSABRG00000011179
numida_meleagris ENSNMEG00000006426
calidris_pugnax ENSCPUG00000008136
dromaius_novaehollandiae ENSDNVG00000005184
zonotrichia_albicollis ENSZALG00000016572
junco_hyemalis ENSJHYG00000013727
taeniopygia_guttata ENSTGUG00000015540
melopsittacus_undulatus ENSMUNG00000001894
crocodylus_porosus ENSCPRG00005016678
lonchura_striata_domestica ENSLSDG00000003275
chelonoidis_abingdonii ENSCABG00000010419
gopherus_agassizii ENSGAGG00000018298
chrysemys_picta_bellii ENSCPBG00000002373
chelonoidis_abingdonii ENSCABG00000010417
chrysemys_picta_bellii ENSCPBG00000011541
pelodiscus_sinensis ENSPSIG00000008359
sphenodon_punctatus ENSSPUG00000016903
notechis_scutatus ENSNSUG00000011610
apteryx_rowi ENSARWG00000004987
apteryx_owenii ENSAOWG00000010902
apteryx_haastii ENSAHAG00000002434
calidris_pygmaea ENSCPGG00000011361
numida_meleagris ENSNMEG00000006424
chelonoidis_abingdonii ENSCABG00000010418
ornithorhynchus_anatinus ENSOANG00000008317
chinchilla_lanigera ENSCLAG00000011233
octodon_degus ENSODEG00000017784
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017011
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016586
fukomys_damarensis ENSFDAG00000014137
cavia_porcellus ENSCPOG00000001487
cavia_aperea ENSCAPG00000005897
urocitellus_parryii ENSUPAG00010016071
ictidomys_tridecemlineatus ENSSTOG00000000149
spermophilus_dauricus ENSSDAG00000001605
marmota_marmota_marmota ENSMMMG00000020052
castor_canadensis ENSCCNG00000002177
dipodomys_ordii ENSDORG00000001588
mus_spicilegus ENSMSIG00000009846
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017396
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016560
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017691
rattus_norvegicus ENSRNOG00000007931
meriones_unguiculatus ENSMUGG00000010768
cricetulus_griseus_crigri-picr ENSCGRG00015011050
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008157
mesocricetus_auratus ENSMAUG00000020496
peromyscus_maniculatus_bairdii ENSPEMG00000010662
microtus_ochrogaster ENSMOCG00000016326
nannospalax_galili ENSNGAG00000022688
jaculus_jaculus ENSJJAG00000019441
oryctolagus_cuniculus ENSOCUG00000004872
ochotona_princeps ENSOPRG00000016246
pan_troglodytes ENSPTRG00000008720
pan_paniscus ENSPPAG00000038449
homo_sapiens ENSG00000132518
gorilla_gorilla ENSGGOG00000014330
pongo_abelii ENSPPYG00000007945
nomascus_leucogenys ENSNLEG00000009820
rhinopithecus_roxellana ENSRROG00000005382
rhinopithecus_bieti ENSRBIG00000038244
colobus_angolensis_palliatus ENSCANG00000039279
piliocolobus_tephrosceles ENSPTEG00000008921
papio_anubis ENSPANG00000023931
theropithecus_gelada ENSTGEG00000025841
cercocebus_atys ENSCATG00000012919
mandrillus_leucophaeus ENSMLEG00000041068
macaca_mulatta ENSMMUG00000017723
macaca_fascicularis ENSMFAG00000031931
macaca_nemestrina ENSMNEG00000031234
chlorocebus_sabaeus ENSCSAG00000011056
cebus_capucinus_imitator ENSCCAG00000024015
saimiri_boliviensis_boliviensis ENSSBOG00000034270
aotus_nancymaae ENSANAG00000033657
callithrix_jacchus ENSCJAG00000014688
carlito_syrichta ENSTSYG00000008254
propithecus_coquereli ENSPCOG00000026013
microcebus_murinus ENSMICG00000013617
prolemur_simus ENSPSMG00000018198
otolemur_garnettii ENSOGAG00000001946
tupaia_belangeri ENSTBEG00000014810
ursus_americanus ENSUAMG00000005366
ailuropoda_melanoleuca ENSAMEG00000002896
neovison_vison ENSNVIG00000004670
mustela_putorius_furo ENSMPUG00000008642
canis_lupus_dingo ENSCAFG00020007263
canis_lupus_familiaris ENSCAFG00000016906
vulpes_vulpes ENSVVUG00000028064
felis_catus ENSFCAG00000018062
panthera_pardus ENSPPRG00000006843
tursiops_truncatus ENSTTRG00000010309
sus_scrofa ENSSSCG00000025345
capra_hircus ENSCHIG00000014967
ovis_aries ENSOARG00000018476
bos_taurus ENSBTAG00000008773
bos_mutus ENSBMUG00000022071
bison_bison_bison ENSBBBG00000012428
pteropus_vampyrus ENSPVAG00000016355
myotis_lucifugus ENSMLUG00000017406
erinaceus_europaeus ENSEEUG00000010329
sorex_araneus ENSSARG00000007252
ursus_maritimus ENSUMAG00000017167
equus_caballus ENSECAG00000011645
equus_asinus_asinus ENSEASG00005019436
dasypus_novemcinctus ENSDNOG00000005768
loxodonta_africana ENSLAFG00000006345
procavia_capensis ENSPCAG00000016324
echinops_telfairi ENSETEG00000009266
phascolarctos_cinereus ENSPCIG00000023801
phascolarctos_cinereus ENSPCIG00000023800
notamacropus_eugenii ENSMEUG00000006321
monodelphis_domestica ENSMODG00000007621
sarcophilus_harrisii ENSSHAG00000013941
salvator_merianae ENSSMRG00000003504
pogona_vitticeps ENSPVIG00000005793
anolis_carolinensis ENSACAG00000005489
notechis_scutatus ENSNSUG00000011611
notechis_scutatus ENSNSUG00000007786
latimeria_chalumnae ENSLACG00000010494
oryzias_melastigma ENSOMEG00000019943
scleropages_formosus ENSSFOG00015010143
scleropages_formosus ENSSFOG00015010138
xenopus_tropicalis ENSXETG00000009074
eptatretus_burgeri ENSEBUG00000004130
