parus_major ENSPMJG00000010471
cyanistes_caeruleus ENSCCEG00000009042
ficedula_albicollis ENSFALG00000003852
junco_hyemalis ENSJHYG00000017271
zonotrichia_albicollis ENSZALG00000015961
serinus_canaria ENSSCAG00000011438
lonchura_striata_domestica ENSLSDG00000013855
taeniopygia_guttata ENSTGUG00000005243
lepidothrix_coronata ENSLCOG00000005899
manacus_vitellinus ENSMVIG00005004494
melopsittacus_undulatus ENSMUNG00000001755
calidris_pugnax ENSCPUG00000016829
calidris_pygmaea ENSCPGG00000018535
anser_brachyrhynchus ENSABRG00000022599
anas_platyrhynchos_platyrhynchos ENSAPLG00000004890
gallus_gallus ENSGALG00000040905
coturnix_japonica ENSCJPG00005013478
meleagris_gallopavo ENSMGAG00000000830
numida_meleagris ENSNMEG00000004651
apteryx_rowi ENSARWG00000004530
apteryx_owenii ENSAOWG00000003307
apteryx_haastii ENSAHAG00000006895
dromaius_novaehollandiae ENSDNVG00000017034
nothoprocta_perdicaria ENSNPEG00000006092
crocodylus_porosus ENSCPRG00005004066
chelonoidis_abingdonii ENSCABG00000022536
gopherus_agassizii ENSGAGG00000013624
chrysemys_picta_bellii ENSCPBG00000020339
pelodiscus_sinensis ENSPSIG00000006291
pogona_vitticeps ENSPVIG00000000091
anolis_carolinensis ENSACAG00000003857
notechis_scutatus ENSNSUG00000003317
salvator_merianae ENSSMRG00000004513
sphenodon_punctatus ENSSPUG00000007490
notamacropus_eugenii ENSMEUG00000007311
phascolarctos_cinereus ENSPCIG00000016899
sarcophilus_harrisii ENSSHAG00000011055
monodelphis_domestica ENSMODG00000004568
capra_hircus ENSCHIG00000027117
capra_hircus ENSCHIG00000014915
ovis_aries ENSOARG00000008149
bos_mutus ENSBMUG00000021398
bos_taurus ENSBTAG00000004803
bison_bison_bison ENSBBBG00000016129
tupaia_belangeri ENSTBEG00000014096
microcebus_murinus ENSMICG00000014995
microcebus_murinus ENSMICG00000028340
propithecus_coquereli ENSPCOG00000025943
prolemur_simus ENSPSMG00000005300
otolemur_garnettii ENSOGAG00000034206
otolemur_garnettii ENSOGAG00000002538
loxodonta_africana ENSLAFG00000002027
procavia_capensis ENSPCAG00000016252
dasypus_novemcinctus ENSDNOG00000016017
dasypus_novemcinctus ENSDNOG00000046283
choloepus_hoffmanni ENSCHOG00000011818
theropithecus_gelada ENSTGEG00000024767
papio_anubis ENSPANG00000017648
macaca_mulatta ENSMMUG00000002989
macaca_fascicularis ENSMFAG00000036951
macaca_nemestrina ENSMNEG00000035140
mandrillus_leucophaeus ENSMLEG00000028967
cercocebus_atys ENSCATG00000034647
chlorocebus_sabaeus ENSCSAG00000008103
piliocolobus_tephrosceles ENSPTEG00000028069
colobus_angolensis_palliatus ENSCANG00000012170
rhinopithecus_bieti ENSRBIG00000031723
rhinopithecus_roxellana ENSRROG00000034039
rhinopithecus_bieti ENSRBIG00000038058
rhinopithecus_roxellana ENSRROG00000042883
macaca_fascicularis ENSMFAG00000035969
macaca_mulatta ENSMMUG00000047628
cercocebus_atys ENSCATG00000042081
mandrillus_leucophaeus ENSMLEG00000031674
papio_anubis ENSPANG00000035715
pan_troglodytes ENSPTRG00000048788
pan_troglodytes ENSPTRG00000007800
pan_paniscus ENSPPAG00000016676
homo_sapiens ENSG00000157045
gorilla_gorilla ENSGGOG00000028004
pongo_abelii ENSPPYG00000007128
nomascus_leucogenys ENSNLEG00000010304
callithrix_jacchus ENSCJAG00000005318
cebus_capucinus_imitator ENSCCAG00000036636
saimiri_boliviensis_boliviensis ENSSBOG00000000123
aotus_nancymaae ENSANAG00000028960
gorilla_gorilla ENSGGOG00000043147
macaca_fascicularis ENSMFAG00000001156
carlito_syrichta ENSTSYG00000004922
propithecus_coquereli ENSPCOG00000018327
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017395
cricetulus_griseus_crigri_1.0 ENSCGRG00000014186
mesocricetus_auratus ENSMAUG00000010841
peromyscus_maniculatus_bairdii ENSPEMG00000017642
microtus_ochrogaster ENSMOCG00000022646
mus_spicilegus ENSMSIG00000021558
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021366
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022681
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020471
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016177
rattus_norvegicus ENSRNOG00000051382
meriones_unguiculatus ENSMUGG00000017002
nannospalax_galili ENSNGAG00000020378
jaculus_jaculus ENSJJAG00000000872
chinchilla_lanigera ENSCLAG00000011891
octodon_degus ENSODEG00000002542
cavia_porcellus ENSCPOG00000003702
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005327
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011225
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014037
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003515
fukomys_damarensis ENSFDAG00000015531
spermophilus_dauricus ENSSDAG00000003932
ictidomys_tridecemlineatus ENSSTOG00000009259
marmota_marmota_marmota ENSMMMG00000019803
urocitellus_parryii ENSUPAG00010022657
castor_canadensis ENSCCNG00000013895
oryctolagus_cuniculus ENSOCUG00000006699
ochotona_princeps ENSOPRG00000006401
pteropus_vampyrus ENSPVAG00000002982
equus_caballus ENSECAG00000002715
vicugna_pacos ENSVPAG00000010143
tursiops_truncatus ENSTTRG00000010209
myotis_lucifugus ENSMLUG00000003455
equus_asinus_asinus ENSEASG00005011370
ursus_americanus ENSUAMG00000012557
