sarcophilus_harrisii ENSSHAG00000015279
monodelphis_domestica ENSMODG00000002156
ailuropoda_melanoleuca ENSAMEG00000007333
ailuropoda_melanoleuca ENSAMEG00000003526
mustela_putorius_furo ENSMPUG00000000302
canis_lupus_familiaris ENSCAFG00000008655
canis_lupus_familiaris ENSCAFG00000024478
canis_lupus_familiaris ENSCAFG00000029731
oryctolagus_cuniculus ENSOCUG00000007020
dasypus_novemcinctus ENSDNOG00000032179
dasypus_novemcinctus ENSDNOG00000043951
dasypus_novemcinctus ENSDNOG00000045416
canis_lupus_familiaris ENSCAFG00000009697
oryctolagus_cuniculus ENSOCUG00000026580
dasypus_novemcinctus ENSDNOG00000046924
mustela_putorius_furo ENSMPUG00000011817
mustela_putorius_furo ENSMPUG00000006981
ailuropoda_melanoleuca ENSAMEG00000003518
canis_lupus_familiaris ENSCAFG00000014227
felis_catus ENSFCAG00000046711
myotis_lucifugus ENSMLUG00000023141
otolemur_garnettii ENSOGAG00000029546
dasypus_novemcinctus ENSDNOG00000036298
dasypus_novemcinctus ENSDNOG00000036941
ovis_aries ENSOARG00000009283
rattus_norvegicus ENSRNOG00000054430
ailuropoda_melanoleuca ENSAMEG00000019424
ailuropoda_melanoleuca ENSAMEG00000009199
canis_lupus_familiaris ENSCAFG00000002934
mustela_putorius_furo ENSMPUG00000010722
dasypus_novemcinctus ENSDNOG00000036688
dasypus_novemcinctus ENSDNOG00000040076
