taeniopygia_guttata ENSTGUG00000008549
lonchura_striata_domestica ENSLSDG00000008064
serinus_canaria ENSSCAG00000005223
ficedula_albicollis ENSFALG00000012801
zonotrichia_albicollis ENSZALG00000017176
junco_hyemalis ENSJHYG00000003483
parus_major ENSPMJG00000000178
cyanistes_caeruleus ENSCCEG00000003062
lepidothrix_coronata ENSLCOG00000013017
manacus_vitellinus ENSMVIG00005018070
calidris_pygmaea ENSCPGG00000012858
anser_brachyrhynchus ENSABRG00000014831
anas_platyrhynchos_platyrhynchos ENSAPLG00000022546
meleagris_gallopavo ENSMGAG00000008248
calidris_pugnax ENSCPUG00000019834
numida_meleagris ENSNMEG00000020275
apteryx_haastii ENSAHAG00000007509
apteryx_owenii ENSAOWG00000018339
apteryx_rowi ENSARWG00000003796
dromaius_novaehollandiae ENSDNVG00000002091
nothoprocta_perdicaria ENSNPEG00000004975
crocodylus_porosus ENSCPRG00005016986
chelonoidis_abingdonii ENSCABG00000001082
gopherus_agassizii ENSGAGG00000015928
chrysemys_picta_bellii ENSCPBG00000008901
pogona_vitticeps ENSPVIG00000006718
notechis_scutatus ENSNSUG00000009577
anolis_carolinensis ENSACAG00000010141
salvator_merianae ENSSMRG00000016517
ornithorhynchus_anatinus ENSOANG00000030955
ornithorhynchus_anatinus ENSOANG00000012088
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013882
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013286
fukomys_damarensis ENSFDAG00000012217
chinchilla_lanigera ENSCLAG00000001159
octodon_degus ENSODEG00000018383
cavia_porcellus ENSCPOG00000008755
cavia_aperea ENSCAPG00000014104
ochotona_princeps ENSOPRG00000002181
erinaceus_europaeus ENSEEUG00000011173
oryctolagus_cuniculus ENSOCUG00000010092
echinops_telfairi ENSETEG00000007696
homo_sapiens ENSG00000144550
gorilla_gorilla ENSGGOG00000014229
pan_troglodytes ENSPTRG00000014591
pan_paniscus ENSPPAG00000039535
nomascus_leucogenys ENSNLEG00000004055
macaca_mulatta ENSMMUG00000006115
macaca_fascicularis ENSMFAG00000035676
macaca_nemestrina ENSMNEG00000032338
cercocebus_atys ENSCATG00000044635
mandrillus_leucophaeus ENSMLEG00000032927
papio_anubis ENSPANG00000004587
theropithecus_gelada ENSTGEG00000020520
