pan_troglodytes ENSPTRG00000031019
pan_paniscus ENSPPAG00000028132
homo_sapiens ENSG00000187624
pongo_abelii ENSPPYG00000007755
rhinopithecus_bieti ENSRBIG00000028297
rhinopithecus_roxellana ENSRROG00000045085
colobus_angolensis_palliatus ENSCANG00000031805
piliocolobus_tephrosceles ENSPTEG00000016012
theropithecus_gelada ENSTGEG00000013117
papio_anubis ENSPANG00000024629
cercocebus_atys ENSCATG00000039905
mandrillus_leucophaeus ENSMLEG00000043540
macaca_fascicularis ENSMFAG00000016416
macaca_mulatta ENSMMUG00000001533
chlorocebus_sabaeus ENSCSAG00000014323
carlito_syrichta ENSTSYG00000035116
propithecus_coquereli ENSPCOG00000021302
otolemur_garnettii ENSOGAG00000006725
castor_canadensis ENSCCNG00000016912
dipodomys_ordii ENSDORG00000029781
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053783
mus_spicilegus ENSMSIG00000024518
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017594
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016751
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017888
rattus_norvegicus ENSRNOG00000025287
meriones_unguiculatus ENSMUGG00000004057
cricetulus_griseus_crigri-picr ENSCGRG00015019085
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017415
cricetulus_griseus_crigri_1.0 ENSCGRG00000016796
mesocricetus_auratus ENSMAUG00000007301
peromyscus_maniculatus_bairdii ENSPEMG00000016291
microtus_ochrogaster ENSMOCG00000012261
nannospalax_galili ENSNGAG00000013370
ictidomys_tridecemlineatus ENSSTOG00000016417
spermophilus_dauricus ENSSDAG00000020359
urocitellus_parryii ENSUPAG00010018332
marmota_marmota_marmota ENSMMMG00000024135
octodon_degus ENSODEG00000009733
cavia_porcellus ENSCPOG00000036703
chinchilla_lanigera ENSCLAG00000005764
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018683
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013924
fukomys_damarensis ENSFDAG00000010953
tupaia_belangeri ENSTBEG00000014349
neovison_vison ENSNVIG00000007961
mustela_putorius_furo ENSMPUG00000013743
ursus_americanus ENSUAMG00000021507
ailuropoda_melanoleuca ENSAMEG00000008242
canis_lupus_dingo ENSCAFG00020010104
canis_lupus_familiaris ENSCAFG00000028651
vulpes_vulpes ENSVVUG00000021637
panthera_pardus ENSPPRG00000021800
panthera_tigris_altaica ENSPTIG00000009015
felis_catus ENSFCAG00000043489
bos_taurus ENSBTAG00000046148
bos_mutus ENSBMUG00000009849
bison_bison_bison ENSBBBG00000020880
ovis_aries ENSOARG00000011896
tursiops_truncatus ENSTTRG00000003055
sus_scrofa ENSSSCG00000017814
equus_caballus ENSECAG00000008776
equus_asinus_asinus ENSEASG00005009632
pteropus_vampyrus ENSPVAG00000011702
myotis_lucifugus ENSMLUG00000025961
ochotona_princeps ENSOPRG00000007317
oryctolagus_cuniculus ENSOCUG00000025842
sorex_araneus ENSSARG00000010041
loxodonta_africana ENSLAFG00000030206
phascolarctos_cinereus ENSPCIG00000017166
sarcophilus_harrisii ENSSHAG00000012926
gopherus_agassizii ENSGAGG00000018518
chelonoidis_abingdonii ENSCABG00000022148
chrysemys_picta_bellii ENSCPBG00000015762
pelodiscus_sinensis ENSPSIG00000013974
latimeria_chalumnae ENSLACG00000022419
