amphiprion_percula ENSAPEG00000000484
amphiprion_ocellaris ENSAOCG00000022609
acanthochromis_polyacanthus ENSAPOG00000012267
kryptolebias_marmoratus ENSKMAG00000001790
anabas_testudineus ENSATEG00000007120
mastacembelus_armatus ENSMAMG00000008759
labrus_bergylta ENSLBEG00000000059
scophthalmus_maximus ENSSMAG00000011993
astatotilapia_calliptera ENSACLG00000021346
haplochromis_burtoni ENSHBUG00000019116
pundamilia_nyererei ENSPNYG00000007176
oryzias_latipes_asm223467v1 ENSORLG00000026878
oryzias_melastigma ENSOMEG00000019765
ictalurus_punctatus ENSIPUG00000014609
