apteryx_rowi ENSARWG00000004781
apteryx_haastii ENSAHAG00000009517
apteryx_owenii ENSAOWG00000010653
calidris_pugnax ENSCPUG00000008304
lonchura_striata_domestica ENSLSDG00000008752
serinus_canaria ENSSCAG00000001613
cyanistes_caeruleus ENSCCEG00000012397
calidris_pygmaea ENSCPGG00000002169
meleagris_gallopavo ENSMGAG00000013077
coturnix_japonica ENSCJPG00005000345
gallus_gallus ENSGALG00000028774
numida_meleagris ENSNMEG00000007319
nothoprocta_perdicaria ENSNPEG00000014137
crocodylus_porosus ENSCPRG00005004877
gopherus_agassizii ENSGAGG00000025108
chelonoidis_abingdonii ENSCABG00000008407
chrysemys_picta_bellii ENSCPBG00000008792
pelodiscus_sinensis ENSPSIG00000009746
anolis_carolinensis ENSACAG00000000615
pogona_vitticeps ENSPVIG00000021584
notechis_scutatus ENSNSUG00000001614
notechis_scutatus ENSNSUG00000001625
notechis_scutatus ENSNSUG00000011967
salvator_merianae ENSSMRG00000021440
sphenodon_punctatus ENSSPUG00000002332
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019814
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006563
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020445
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020794
choloepus_hoffmanni ENSCHOG00000003222
choloepus_hoffmanni ENSCHOG00000003506
notamacropus_eugenii ENSMEUG00000011692
octodon_degus ENSODEG00000011453
octodon_degus ENSODEG00000019974
octodon_degus ENSODEG00000020278
octodon_degus ENSODEG00000009939
octodon_degus ENSODEG00000018709
octodon_degus ENSODEG00000018570
otolemur_garnettii ENSOGAG00000016426
otolemur_garnettii ENSOGAG00000029993
otolemur_garnettii ENSOGAG00000027856
otolemur_garnettii ENSOGAG00000029980
propithecus_coquereli ENSPCOG00000014964
prolemur_simus ENSPSMG00000003065
microcebus_murinus ENSMICG00000016734
otolemur_garnettii ENSOGAG00000030916
otolemur_garnettii ENSOGAG00000030641
otolemur_garnettii ENSOGAG00000024215
otolemur_garnettii ENSOGAG00000015553
otolemur_garnettii ENSOGAG00000027623
otolemur_garnettii ENSOGAG00000031370
otolemur_garnettii ENSOGAG00000029073
microcebus_murinus ENSMICG00000000084
propithecus_coquereli ENSPCOG00000018955
loxodonta_africana ENSLAFG00000027420
dasypus_novemcinctus ENSDNOG00000043988
peromyscus_maniculatus_bairdii ENSPEMG00000028727
peromyscus_maniculatus_bairdii ENSPEMG00000012875
microtus_ochrogaster ENSMOCG00000004139
mesocricetus_auratus ENSMAUG00000021385
mesocricetus_auratus ENSMAUG00000011212
cricetulus_griseus_crigri_1.0 ENSCGRG00000014967
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013243
mus_spicilegus ENSMSIG00000013252
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025304
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026246
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041959
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026747
rattus_norvegicus ENSRNOG00000023226
meriones_unguiculatus ENSMUGG00000003707
meriones_unguiculatus ENSMUGG00000003647
nannospalax_galili ENSNGAG00000011461
jaculus_jaculus ENSJJAG00000015567
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020196
callithrix_jacchus ENSCJAG00000045861
saimiri_boliviensis_boliviensis ENSSBOG00000036317
dasypus_novemcinctus ENSDNOG00000047852
vulpes_vulpes ENSVVUG00000021795
canis_lupus_dingo ENSCAFG00020008488
notamacropus_eugenii ENSMEUG00000010876
monodelphis_domestica ENSMODG00000025292
notamacropus_eugenii ENSMEUG00000015676
otolemur_garnettii ENSOGAG00000027255
otolemur_garnettii ENSOGAG00000006046
rhinopithecus_roxellana ENSRROG00000025906
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020153
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020792
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019705
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020924
oryctolagus_cuniculus ENSOCUG00000005198
spermophilus_dauricus ENSSDAG00000010888
gorilla_gorilla ENSGGOG00000025421
pan_troglodytes ENSPTRG00000001302
papio_anubis ENSPANG00000019927
aotus_nancymaae ENSANAG00000027666
colobus_angolensis_palliatus ENSCANG00000037136
piliocolobus_tephrosceles ENSPTEG00000001244
pan_paniscus ENSPPAG00000037637
spermophilus_dauricus ENSSDAG00000010871
marmota_marmota_marmota ENSMMMG00000018313
fukomys_damarensis ENSFDAG00000015368
aotus_nancymaae ENSANAG00000020189
callithrix_jacchus ENSCJAG00000047979
macaca_mulatta ENSMMUG00000045190
macaca_nemestrina ENSMNEG00000033842
chlorocebus_sabaeus ENSCSAG00000001830
theropithecus_gelada ENSTGEG00000017627
rhinopithecus_bieti ENSRBIG00000013900
papio_anubis ENSPANG00000031141
papio_anubis ENSPANG00000032390
macaca_fascicularis ENSMFAG00000044914
cercocebus_atys ENSCATG00000015601
piliocolobus_tephrosceles ENSPTEG00000027618
homo_sapiens ENSG00000197747
pongo_abelii ENSPPYG00000000850
cercocebus_atys ENSCATG00000038312
mandrillus_leucophaeus ENSMLEG00000010423
rhinopithecus_roxellana ENSRROG00000041423
rhinopithecus_bieti ENSRBIG00000036151
nomascus_leucogenys ENSNLEG00000013123
piliocolobus_tephrosceles ENSPTEG00000027208
cebus_capucinus_imitator ENSCCAG00000007021
carlito_syrichta ENSTSYG00000030364
cebus_capucinus_imitator ENSCCAG00000033454
cebus_capucinus_imitator ENSCCAG00000032853
otolemur_garnettii ENSOGAG00000028362
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020134
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013637
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019716
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020375
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021418
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021055
fukomys_damarensis ENSFDAG00000013977
spermophilus_dauricus ENSSDAG00000010881
ictidomys_tridecemlineatus ENSSTOG00000023215
tupaia_belangeri ENSTBEG00000016106
bison_bison_bison ENSBBBG00000013878
bos_taurus ENSBTAG00000015147
bos_mutus ENSBMUG00000024837
capra_hircus ENSCHIG00000017889
ovis_aries ENSOARG00000021077
vicugna_pacos ENSVPAG00000003443
sus_scrofa ENSSSCG00000006612
tursiops_truncatus ENSTTRG00000008647
loxodonta_africana ENSLAFG00000011183
procavia_capensis ENSPCAG00000004231
phascolarctos_cinereus ENSPCIG00000034404
monodelphis_domestica ENSMODG00000018919
sarcophilus_harrisii ENSSHAG00000016354
aotus_nancymaae ENSANAG00000019767
callithrix_jacchus ENSCJAG00000041337
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018152
