chelonoidis_abingdonii ENSCABG00000002635
gopherus_agassizii ENSGAGG00000001413
chrysemys_picta_bellii ENSCPBG00000027434
pelodiscus_sinensis ENSPSIG00000007458
crocodylus_porosus ENSCPRG00005002137
pogona_vitticeps ENSPVIG00000017500
pogona_vitticeps ENSPVIG00000017501
anolis_carolinensis ENSACAG00000007374
notechis_scutatus ENSNSUG00000008682
salvator_merianae ENSSMRG00000000359
sphenodon_punctatus ENSSPUG00000017870
calidris_pygmaea ENSCPGG00000006125
calidris_pygmaea ENSCPGG00000006120
calidris_pugnax ENSCPUG00000014380
melopsittacus_undulatus ENSMUNG00000011764
parus_major ENSPMJG00000017757
parus_major ENSPMJG00000017758
taeniopygia_guttata ENSTGUG00000017143
lonchura_striata_domestica ENSLSDG00000001304
junco_hyemalis ENSJHYG00000008428
lepidothrix_coronata ENSLCOG00000000050
numida_meleagris ENSNMEG00000005710
coturnix_japonica ENSCJPG00005001001
gallus_gallus ENSGALG00000053701
anas_platyrhynchos_platyrhynchos ENSAPLG00000017121
anser_brachyrhynchus ENSABRG00000005793
dromaius_novaehollandiae ENSDNVG00000002957
nothoprocta_perdicaria ENSNPEG00000010724
apteryx_rowi ENSARWG00000018349
apteryx_owenii ENSAOWG00000000427
apteryx_haastii ENSAHAG00000009772
procavia_capensis ENSPCAG00000007405
loxodonta_africana ENSLAFG00000015267
echinops_telfairi ENSETEG00000005083
choloepus_hoffmanni ENSCHOG00000008541
dasypus_novemcinctus ENSDNOG00000049094
ursus_americanus ENSUAMG00000025323
ursus_maritimus ENSUMAG00000016874
ailuropoda_melanoleuca ENSAMEG00000004504
mustela_putorius_furo ENSMPUG00000015211
neovison_vison ENSNVIG00000005217
canis_lupus_dingo ENSCAFG00020023180
canis_lupus_familiaris ENSCAFG00000016631
vulpes_vulpes ENSVVUG00000002981
felis_catus ENSFCAG00000005812
panthera_pardus ENSPPRG00000013909
capra_hircus ENSCHIG00000026098
ovis_aries ENSOARG00000008870
bos_mutus ENSBMUG00000001100
bos_taurus ENSBTAG00000001804
bison_bison_bison ENSBBBG00000005882
tursiops_truncatus ENSTTRG00000006408
sus_scrofa ENSSSCG00000020884
equus_caballus ENSECAG00000021843
equus_asinus_asinus ENSEASG00005001474
erinaceus_europaeus ENSEEUG00000003629
myotis_lucifugus ENSMLUG00000002866
pteropus_vampyrus ENSPVAG00000011203
homo_sapiens ENSG00000277399
gorilla_gorilla ENSGGOG00000010947
pan_paniscus ENSPPAG00000039490
pan_troglodytes ENSPTRG00000009067
pongo_abelii ENSPPYG00000008874
nomascus_leucogenys ENSNLEG00000000534
colobus_angolensis_palliatus ENSCANG00000030891
piliocolobus_tephrosceles ENSPTEG00000031190
rhinopithecus_bieti ENSRBIG00000038216
rhinopithecus_roxellana ENSRROG00000036927
cercocebus_atys ENSCATG00000016000
mandrillus_leucophaeus ENSMLEG00000036435
papio_anubis ENSPANG00000022074
theropithecus_gelada ENSTGEG00000012716
macaca_fascicularis ENSMFAG00000002774
macaca_mulatta ENSMMUG00000020528
macaca_nemestrina ENSMNEG00000042928
chlorocebus_sabaeus ENSCSAG00000002621
cebus_capucinus_imitator ENSCCAG00000037056
saimiri_boliviensis_boliviensis ENSSBOG00000022698
callithrix_jacchus ENSCJAG00000008100
aotus_nancymaae ENSANAG00000033667
carlito_syrichta ENSTSYG00000028442
