ursus_maritimus ENSUMAG00000017872
ursus_americanus ENSUAMG00000010723
ailuropoda_melanoleuca ENSAMEG00000000179
neovison_vison ENSNVIG00000019085
neovison_vison ENSNVIG00000019076
mustela_putorius_furo ENSMPUG00000007403
mustela_putorius_furo ENSMPUG00000007398
canis_lupus_familiaris ENSCAFG00000032164
canis_lupus_dingo ENSCAFG00020019568
vulpes_vulpes ENSVVUG00000016325
panthera_tigris_altaica ENSPTIG00000017597
panthera_pardus ENSPPRG00000022760
felis_catus ENSFCAG00000023692
equus_caballus ENSECAG00000013776
equus_asinus_asinus ENSEASG00005021397
bos_mutus ENSBMUG00000005713
bos_taurus ENSBTAG00000002370
bison_bison_bison ENSBBBG00000006457
capra_hircus ENSCHIG00000025015
ovis_aries ENSOARG00000004652
sus_scrofa ENSSSCG00000036886
vicugna_pacos ENSVPAG00000011149
bison_bison_bison ENSBBBG00000024114
bos_taurus ENSBTAG00000051250
tursiops_truncatus ENSTTRG00000000291
pteropus_vampyrus ENSPVAG00000000058
pteropus_vampyrus ENSPVAG00000014186
sorex_araneus ENSSARG00000003255
pan_troglodytes ENSPTRG00000010823
pan_paniscus ENSPPAG00000013308
homo_sapiens ENSG00000180884
gorilla_gorilla ENSGGOG00000016775
pongo_abelii ENSPPYG00000009844
nomascus_leucogenys ENSNLEG00000010860
piliocolobus_tephrosceles ENSPTEG00000020706
colobus_angolensis_palliatus ENSCANG00000033075
rhinopithecus_bieti ENSRBIG00000011582
rhinopithecus_roxellana ENSRROG00000037050
cercocebus_atys ENSCATG00000038214
papio_anubis ENSPANG00000030954
mandrillus_leucophaeus ENSMLEG00000041522
macaca_mulatta ENSMMUG00000008313
macaca_fascicularis ENSMFAG00000036857
macaca_nemestrina ENSMNEG00000032365
chlorocebus_sabaeus ENSCSAG00000004583
cebus_capucinus_imitator ENSCCAG00000035974
saimiri_boliviensis_boliviensis ENSSBOG00000025681
callithrix_jacchus ENSCJAG00000045864
aotus_nancymaae ENSANAG00000036753
carlito_syrichta ENSTSYG00000012337
prolemur_simus ENSPSMG00000023917
propithecus_coquereli ENSPCOG00000025306
microcebus_murinus ENSMICG00000043081
otolemur_garnettii ENSOGAG00000025604
cavia_porcellus ENSCPOG00000032940
chinchilla_lanigera ENSCLAG00000015294
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010197
chinchilla_lanigera ENSCLAG00000014971
cavia_porcellus ENSCPOG00000032061
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009065
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008701
ictidomys_tridecemlineatus ENSSTOG00000031445
urocitellus_parryii ENSUPAG00010010828
spermophilus_dauricus ENSSDAG00000007668
marmota_marmota_marmota ENSMMMG00000006349
procavia_capensis ENSPCAG00000007673
echinops_telfairi ENSETEG00000015231
dasypus_novemcinctus ENSDNOG00000048898
