mastacembelus_armatus ENSMAMG00000000845
monopterus_albus ENSMALG00000010188
anabas_testudineus ENSATEG00000015070
seriola_lalandi_dorsalis ENSSLDG00000005739
seriola_dumerili ENSSDUG00000018981
scophthalmus_maximus ENSSMAG00000020615
amphiprion_percula ENSAPEG00000021626
amphiprion_ocellaris ENSAOCG00000023279
acanthochromis_polyacanthus ENSAPOG00000016045
stegastes_partitus ENSSPAG00000003448
astatotilapia_calliptera ENSACLG00000019261
maylandia_zebra ENSMZEG00005006738
haplochromis_burtoni ENSHBUG00000001487
pundamilia_nyererei ENSPNYG00000021427
neolamprologus_brichardi ENSNBRG00000010168
oreochromis_niloticus ENSONIG00000020097
amphilophus_citrinellus ENSACIG00000024016
fundulus_heteroclitus ENSFHEG00000007271
cyprinodon_variegatus ENSCVAG00000010957
xiphophorus_maculatus ENSXMAG00000026636
xiphophorus_couchianus ENSXCOG00000007516
gambusia_affinis ENSGAFG00000003216
poecilia_formosa ENSPFOG00000006592
poecilia_mexicana ENSPMEG00000010020
poecilia_latipinna ENSPLAG00000023040
poecilia_reticulata ENSPREG00000016599
kryptolebias_marmoratus ENSKMAG00000007012
oryzias_latipes_asm223467v1 ENSORLG00000015444
oryzias_latipes_asm223471v1 ENSORLG00020010788
oryzias_latipes_asm223469v1 ENSORLG00015000288
oryzias_melastigma ENSOMEG00000007544
cynoglossus_semilaevis ENSCSEG00000001914
labrus_bergylta ENSLBEG00000021404
gasterosteus_aculeatus ENSGACG00000008795
tetraodon_nigroviridis ENSTNIG00000017324
takifugu_rubripes ENSTRUG00000013180
mola_mola ENSMMOG00000012010
hippocampus_comes ENSHCOG00000015694
periophthalmus_magnuspinnatus ENSPMGG00000012977
gadus_morhua ENSGMOG00000011073
esox_lucius ENSELUG00000002239
pygocentrus_nattereri ENSPNAG00000021524
astyanax_mexicanus ENSAMXG00000029101
ictalurus_punctatus ENSIPUG00000020907
danio_rerio ENSDARG00000042856
paramormyrops_kingsleyae ENSPKIG00000022868
scleropages_formosus ENSSFOG00015017676
lepisosteus_oculatus ENSLOCG00000014738
