ciona_intestinalis ENSCING00000019847
ciona_savignyi ENSCSAVG00000007121
eptatretus_burgeri ENSEBUG00000015643
chrysemys_picta_bellii ENSCPBG00000012985
xenopus_tropicalis ENSXETG00000014345
latimeria_chalumnae ENSLACG00000013432
notechis_scutatus ENSNSUG00000000747
notechis_scutatus ENSNSUG00000005200
pogona_vitticeps ENSPVIG00000017291
anolis_carolinensis ENSACAG00000016184
salvator_merianae ENSSMRG00000000731
sphenodon_punctatus ENSSPUG00000005577
calidris_pygmaea ENSCPGG00000010244
calidris_pugnax ENSCPUG00000020014
melopsittacus_undulatus ENSMUNG00000006379
junco_hyemalis ENSJHYG00000006690
zonotrichia_albicollis ENSZALG00000000134
serinus_canaria ENSSCAG00000007594
lonchura_striata_domestica ENSLSDG00000013319
taeniopygia_guttata ENSTGUG00000015872
ficedula_albicollis ENSFALG00000006327
taeniopygia_guttata ENSTGUG00000015928
cyanistes_caeruleus ENSCCEG00000006947
parus_major ENSPMJG00000019082
lepidothrix_coronata ENSLCOG00000010998
manacus_vitellinus ENSMVIG00005011176
coturnix_japonica ENSCJPG00005011880
meleagris_gallopavo ENSMGAG00000012752
gallus_gallus ENSGALG00000031368
numida_meleagris ENSNMEG00000015726
anser_brachyrhynchus ENSABRG00000011827
anas_platyrhynchos_platyrhynchos ENSAPLG00000015321
apteryx_owenii ENSAOWG00000007646
apteryx_haastii ENSAHAG00000014466
apteryx_rowi ENSARWG00000014158
dromaius_novaehollandiae ENSDNVG00000007756
nothoprocta_perdicaria ENSNPEG00000010993
crocodylus_porosus ENSCPRG00005015628
chelonoidis_abingdonii ENSCABG00000008333
gopherus_agassizii ENSGAGG00000019049
chrysemys_picta_bellii ENSCPBG00000020167
pelodiscus_sinensis ENSPSIG00000007853
loxodonta_africana ENSLAFG00000013848
echinops_telfairi ENSETEG00000004263
procavia_capensis ENSPCAG00000007511
sorex_araneus ENSSARG00000007921
erinaceus_europaeus ENSEEUG00000014729
equus_asinus_asinus ENSEASG00005009854
equus_caballus ENSECAG00000016493
bos_mutus ENSBMUG00000008203
bos_taurus ENSBTAG00000015976
bison_bison_bison ENSBBBG00000005003
ovis_aries ENSOARG00000005023
capra_hircus ENSCHIG00000019992
sus_scrofa ENSSSCG00000017779
vicugna_pacos ENSVPAG00000006635
myotis_lucifugus ENSMLUG00000013497
pteropus_vampyrus ENSPVAG00000001799
tursiops_truncatus ENSTTRG00000004110
neovison_vison ENSNVIG00000016565
mustela_putorius_furo ENSMPUG00000014128
ailuropoda_melanoleuca ENSAMEG00000004496
vulpes_vulpes ENSVVUG00000017679
canis_lupus_dingo ENSCAFG00020011690
panthera_tigris_altaica ENSPTIG00000016400
panthera_pardus ENSPPRG00000009254
felis_catus ENSFCAG00000007042
mesocricetus_auratus ENSMAUG00000014169
castor_canadensis ENSCCNG00000031711
canis_lupus_familiaris ENSCAFG00000018842
ursus_maritimus ENSUMAG00000011601
ursus_maritimus ENSUMAG00000011565
ursus_americanus ENSUAMG00000015891
ursus_americanus ENSUAMG00000015884
mandrillus_leucophaeus ENSMLEG00000032813
piliocolobus_tephrosceles ENSPTEG00000031849
carlito_syrichta ENSTSYG00000028830
choloepus_hoffmanni ENSCHOG00000012909
prolemur_simus ENSPSMG00000025018
microcebus_murinus ENSMICG00000005364
propithecus_coquereli ENSPCOG00000026304
otolemur_garnettii ENSOGAG00000007952
cebus_capucinus_imitator ENSCCAG00000027354
saimiri_boliviensis_boliviensis ENSSBOG00000023620
callithrix_jacchus ENSCJAG00000013252
aotus_nancymaae ENSANAG00000037261
pan_paniscus ENSPPAG00000043181
pan_troglodytes ENSPTRG00000008941
homo_sapiens ENSG00000109118
gorilla_gorilla ENSGGOG00000012335
pongo_abelii ENSPPYG00000008116
nomascus_leucogenys ENSNLEG00000003180
piliocolobus_tephrosceles ENSPTEG00000026766
