astatotilapia_calliptera ENSACLG00000024429
haplochromis_burtoni ENSHBUG00000004643
maylandia_zebra ENSMZEG00005015626
pundamilia_nyererei ENSPNYG00000022979
oreochromis_niloticus ENSONIG00000006324
amphilophus_citrinellus ENSACIG00000012286
poecilia_formosa ENSPFOG00000000040
poecilia_mexicana ENSPMEG00000023247
poecilia_reticulata ENSPREG00000012014
xiphophorus_maculatus ENSXMAG00000001019
xiphophorus_couchianus ENSXCOG00000006971
gambusia_affinis ENSGAFG00000014630
fundulus_heteroclitus ENSFHEG00000016061
cyprinodon_variegatus ENSCVAG00000021424
oryzias_latipes_asm223469v1 ENSORLG00015007144
oryzias_latipes_asm223471v1 ENSORLG00020004043
oryzias_latipes_asm223467v1 ENSORLG00000004365
amphiprion_ocellaris ENSAOCG00000017631
amphiprion_percula ENSAPEG00000020991
acanthochromis_polyacanthus ENSAPOG00000001637
stegastes_partitus ENSSPAG00000001857
monopterus_albus ENSMALG00000013613
mastacembelus_armatus ENSMAMG00000009412
anabas_testudineus ENSATEG00000006053
takifugu_rubripes ENSTRUG00000011675
tetraodon_nigroviridis ENSTNIG00000003445
mola_mola ENSMMOG00000021509
labrus_bergylta ENSLBEG00000024394
gasterosteus_aculeatus ENSGACG00000014566
hippocampus_comes ENSHCOG00000014153
seriola_dumerili ENSSDUG00000004340
seriola_lalandi_dorsalis ENSSLDG00000009153
scophthalmus_maximus ENSSMAG00000019538
periophthalmus_magnuspinnatus ENSPMGG00000005215
esox_lucius ENSELUG00000000546
pygocentrus_nattereri ENSPNAG00000025610
astyanax_mexicanus ENSAMXG00000019321
ictalurus_punctatus ENSIPUG00000008694
danio_rerio ENSDARG00000059857
scleropages_formosus ENSSFOG00015013143
paramormyrops_kingsleyae ENSPKIG00000007346
lepisosteus_oculatus ENSLOCG00000010720
notechis_scutatus ENSNSUG00000010359
anolis_carolinensis ENSACAG00000017470
salvator_merianae ENSSMRG00000019086
sphenodon_punctatus ENSSPUG00000001330
meleagris_gallopavo ENSMGAG00000012314
gallus_gallus ENSGALG00000031786
coturnix_japonica ENSCJPG00005000222
numida_meleagris ENSNMEG00000001094
anas_platyrhynchos_platyrhynchos ENSAPLG00000003819
anser_brachyrhynchus ENSABRG00000009477
lepidothrix_coronata ENSLCOG00000012114
manacus_vitellinus ENSMVIG00005010676
taeniopygia_guttata ENSTGUG00000001814
taeniopygia_guttata ENSTGUG00000014940
lonchura_striata_domestica ENSLSDG00000008102
serinus_canaria ENSSCAG00000015527
zonotrichia_albicollis ENSZALG00000014613
junco_hyemalis ENSJHYG00000007545
parus_major ENSPMJG00000018033
cyanistes_caeruleus ENSCCEG00000016737
ficedula_albicollis ENSFALG00000005009
melopsittacus_undulatus ENSMUNG00000008720
calidris_pygmaea ENSCPGG00000014377
calidris_pugnax ENSCPUG00000019954
apteryx_owenii ENSAOWG00000006475
apteryx_haastii ENSAHAG00000018178
apteryx_rowi ENSARWG00000007085
dromaius_novaehollandiae ENSDNVG00000008253
nothoprocta_perdicaria ENSNPEG00000003219
crocodylus_porosus ENSCPRG00005011518
chelonoidis_abingdonii ENSCABG00000001215
gopherus_agassizii ENSGAGG00000015506
chrysemys_picta_bellii ENSCPBG00000024817
pelodiscus_sinensis ENSPSIG00000018103
xenopus_tropicalis ENSXETG00000015816
notamacropus_eugenii ENSMEUG00000016761
phascolarctos_cinereus ENSPCIG00000022115
sarcophilus_harrisii ENSSHAG00000000399
monodelphis_domestica ENSMODG00000008902
dasypus_novemcinctus ENSDNOG00000041694
choloepus_hoffmanni ENSCHOG00000012544
loxodonta_africana ENSLAFG00000011250
echinops_telfairi ENSETEG00000012431
rhinopithecus_bieti ENSRBIG00000029337
rhinopithecus_roxellana ENSRROG00000034872
colobus_angolensis_palliatus ENSCANG00000028116
piliocolobus_tephrosceles ENSPTEG00000005105
theropithecus_gelada ENSTGEG00000013759
papio_anubis ENSPANG00000007077
macaca_nemestrina ENSMNEG00000036114
macaca_fascicularis ENSMFAG00000036162
macaca_mulatta ENSMMUG00000017382
cercocebus_atys ENSCATG00000043396
chlorocebus_sabaeus ENSCSAG00000015441
mandrillus_leucophaeus ENSMLEG00000040925
pan_paniscus ENSPPAG00000029963
pan_troglodytes ENSPTRG00000046316
homo_sapiens ENSG00000106605
gorilla_gorilla ENSGGOG00000001735
pongo_abelii ENSPPYG00000017605
nomascus_leucogenys ENSNLEG00000003333
saimiri_boliviensis_boliviensis ENSSBOG00000030897
callithrix_jacchus ENSCJAG00000007829
cebus_capucinus_imitator ENSCCAG00000028614
aotus_nancymaae ENSANAG00000021982
carlito_syrichta ENSTSYG00000030197
prolemur_simus ENSPSMG00000016166
propithecus_coquereli ENSPCOG00000028055
microcebus_murinus ENSMICG00000007284
otolemur_garnettii ENSOGAG00000001591
peromyscus_maniculatus_bairdii ENSPEMG00000009849
microtus_ochrogaster ENSMOCG00000012856
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002848
cricetulus_griseus_crigri_1.0 ENSCGRG00000007173
mesocricetus_auratus ENSMAUG00000007089
mus_spicilegus ENSMSIG00000019697
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025166
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001999
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024246
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025692
rattus_norvegicus ENSRNOG00000011778
meriones_unguiculatus ENSMUGG00000011614
nannospalax_galili ENSNGAG00000014028
jaculus_jaculus ENSJJAG00000012133
castor_canadensis ENSCCNG00000010226
cavia_porcellus ENSCPOG00000008136
cavia_aperea ENSCAPG00000014482
octodon_degus ENSODEG00000007949
chinchilla_lanigera ENSCLAG00000008524
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011265
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004489
