bos_taurus ENSBTAG00000002357
bos_mutus ENSBMUG00000014551
ovis_aries ENSOARG00000011532
capra_hircus ENSCHIG00000011434
sus_scrofa ENSSSCG00000038141
ailuropoda_melanoleuca ENSAMEG00000019844
ursus_americanus ENSUAMG00000020486
microcebus_murinus ENSMICG00000043716
otolemur_garnettii ENSOGAG00000002119
cricetulus_griseus_crigri-picr ENSCGRG00015005219
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007176
cricetulus_griseus_crigri_1.0 ENSCGRG00000019107
microtus_ochrogaster ENSMOCG00000002517
peromyscus_maniculatus_bairdii ENSPEMG00000014919
mus_spicilegus ENSMSIG00000003000
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023165
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056130
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022254
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018987
rattus_norvegicus ENSRNOG00000042070
meriones_unguiculatus ENSMUGG00000023337
castor_canadensis ENSCCNG00000001326
spermophilus_dauricus ENSSDAG00000006896
urocitellus_parryii ENSUPAG00010020825
marmota_marmota_marmota ENSMMMG00000006772
cavia_porcellus ENSCPOG00000032102
