dipodomys_ordii ENSDORG00000014202
castor_canadensis ENSCCNG00000009007
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026807
mus_spicilegus ENSMSIG00000020545
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023358
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024815
rattus_norvegicus ENSRNOG00000012761
meriones_unguiculatus ENSMUGG00000005944
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016050
cricetulus_griseus_crigri_1.0 ENSCGRG00000012905
mesocricetus_auratus ENSMAUG00000010208
peromyscus_maniculatus_bairdii ENSPEMG00000018744
microtus_ochrogaster ENSMOCG00000015262
nannospalax_galili ENSNGAG00000000659
jaculus_jaculus ENSJJAG00000002840
chinchilla_lanigera ENSCLAG00000010073
octodon_degus ENSODEG00000016102
cavia_aperea ENSCAPG00000015736
cavia_porcellus ENSCPOG00000004415
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012615
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014699
fukomys_damarensis ENSFDAG00000000538
urocitellus_parryii ENSUPAG00010011364
ictidomys_tridecemlineatus ENSSTOG00000003440
marmota_marmota_marmota ENSMMMG00000011029
spermophilus_dauricus ENSSDAG00000018819
ochotona_princeps ENSOPRG00000000115
oryctolagus_cuniculus ENSOCUG00000025866
myotis_lucifugus ENSMLUG00000011555
tupaia_belangeri ENSTBEG00000013947
pan_paniscus ENSPPAG00000035422
pan_troglodytes ENSPTRG00000021502
gorilla_gorilla ENSGGOG00000002135
homo_sapiens ENSG00000165695
pongo_abelii ENSPPYG00000019715
nomascus_leucogenys ENSNLEG00000012917
macaca_fascicularis ENSMFAG00000032283
macaca_nemestrina ENSMNEG00000044559
macaca_mulatta ENSMMUG00000009916
mandrillus_leucophaeus ENSMLEG00000036225
papio_anubis ENSPANG00000026030
theropithecus_gelada ENSTGEG00000013400
cercocebus_atys ENSCATG00000033123
chlorocebus_sabaeus ENSCSAG00000014967
piliocolobus_tephrosceles ENSPTEG00000038864
colobus_angolensis_palliatus ENSCANG00000040593
rhinopithecus_bieti ENSRBIG00000031522
rhinopithecus_roxellana ENSRROG00000007267
saimiri_boliviensis_boliviensis ENSSBOG00000024960
cebus_capucinus_imitator ENSCCAG00000028379
callithrix_jacchus ENSCJAG00000018142
aotus_nancymaae ENSANAG00000025481
carlito_syrichta ENSTSYG00000004404
propithecus_coquereli ENSPCOG00000020905
microcebus_murinus ENSMICG00000010627
prolemur_simus ENSPSMG00000016816
otolemur_garnettii ENSOGAG00000034450
vicugna_pacos ENSVPAG00000006666
sus_scrofa ENSSSCG00000039188
bos_taurus ENSBTAG00000004092
bos_mutus ENSBMUG00000003890
bison_bison_bison ENSBBBG00000009783
capra_hircus ENSCHIG00000026374
ovis_aries ENSOARG00000005769
tursiops_truncatus ENSTTRG00000014370
pteropus_vampyrus ENSPVAG00000002053
ursus_americanus ENSUAMG00000024809
ursus_maritimus ENSUMAG00000016644
ailuropoda_melanoleuca ENSAMEG00000004168
canis_lupus_dingo ENSCAFG00020024564
canis_lupus_familiaris ENSCAFG00000019886
vulpes_vulpes ENSVVUG00000028418
mustela_putorius_furo ENSMPUG00000012500
neovison_vison ENSNVIG00000018666
panthera_pardus ENSPPRG00000023284
panthera_tigris_altaica ENSPTIG00000013682
felis_catus ENSFCAG00000023153
equus_asinus_asinus ENSEASG00005009847
equus_caballus ENSECAG00000006330
erinaceus_europaeus ENSEEUG00000003924
loxodonta_africana ENSLAFG00000015400
procavia_capensis ENSPCAG00000000385
echinops_telfairi ENSETEG00000007919
choloepus_hoffmanni ENSCHOG00000009543
dasypus_novemcinctus ENSDNOG00000017112
notamacropus_eugenii ENSMEUG00000004129
phascolarctos_cinereus ENSPCIG00000019739
monodelphis_domestica ENSMODG00000012561
notechis_scutatus ENSNSUG00000003086
salvator_merianae ENSSMRG00000020490
chrysemys_picta_bellii ENSCPBG00000018086
ornithorhynchus_anatinus ENSOANG00000005052
pogona_vitticeps ENSPVIG00000014108
notechis_scutatus ENSNSUG00000019954
chelonoidis_abingdonii ENSCABG00000006675
taeniopygia_guttata ENSTGUG00000005190
sphenodon_punctatus ENSSPUG00000016094
latimeria_chalumnae ENSLACG00000009081
