xiphophorus_maculatus ENSXMAG00000010495
gambusia_affinis ENSGAFG00000001788
poecilia_formosa ENSPFOG00000002436
poecilia_latipinna ENSPLAG00000015956
poecilia_mexicana ENSPMEG00000018738
poecilia_reticulata ENSPREG00000009864
fundulus_heteroclitus ENSFHEG00000019975
kryptolebias_marmoratus ENSKMAG00000015653
oryzias_latipes_asm223467v1 ENSORLG00000002866
oryzias_latipes_asm223471v1 ENSORLG00020001884
oryzias_latipes_asm223469v1 ENSORLG00015019758
oryzias_melastigma ENSOMEG00000003747
gasterosteus_aculeatus ENSGACG00000000012
hippocampus_comes ENSHCOG00000014073
tetraodon_nigroviridis ENSTNIG00000004881
anabas_testudineus ENSATEG00000008153
mastacembelus_armatus ENSMAMG00000010605
seriola_dumerili ENSSDUG00000017430
seriola_lalandi_dorsalis ENSSLDG00000010888
scophthalmus_maximus ENSSMAG00000005293
labrus_bergylta ENSLBEG00000008848
labrus_bergylta ENSLBEG00000006317
labrus_bergylta ENSLBEG00000019728
mola_mola ENSMMOG00000016295
amphiprion_percula ENSAPEG00000022875
amphiprion_ocellaris ENSAOCG00000020581
acanthochromis_polyacanthus ENSAPOG00000006058
pundamilia_nyererei ENSPNYG00000019478
haplochromis_burtoni ENSHBUG00000009826
maylandia_zebra ENSMZEG00005009194
astatotilapia_calliptera ENSACLG00000013114
neolamprologus_brichardi ENSNBRG00000007949
oreochromis_niloticus ENSONIG00000004442
amphilophus_citrinellus ENSACIG00000007603
cyprinodon_variegatus ENSCVAG00000023399
monopterus_albus ENSMALG00000019910
periophthalmus_magnuspinnatus ENSPMGG00000001241
gadus_morhua ENSGMOG00000015502
esox_lucius ENSELUG00000018500
pygocentrus_nattereri ENSPNAG00000025152
astyanax_mexicanus ENSAMXG00000043899
ictalurus_punctatus ENSIPUG00000008545
danio_rerio ENSDARG00000040920
scleropages_formosus ENSSFOG00015007443
paramormyrops_kingsleyae ENSPKIG00000009891
lepisosteus_oculatus ENSLOCG00000013481
latimeria_chalumnae ENSLACG00000016103
gopherus_agassizii ENSGAGG00000020970
chelonoidis_abingdonii ENSCABG00000015954
chrysemys_picta_bellii ENSCPBG00000016617
crocodylus_porosus ENSCPRG00005000105
apteryx_rowi ENSARWG00000011850
apteryx_owenii ENSAOWG00000008188
apteryx_haastii ENSAHAG00000014824
dromaius_novaehollandiae ENSDNVG00000011886
nothoprocta_perdicaria ENSNPEG00000012851
calidris_pugnax ENSCPUG00000012115
calidris_pygmaea ENSCPGG00000003182
melopsittacus_undulatus ENSMUNG00000000741
parus_major ENSPMJG00000005205
cyanistes_caeruleus ENSCCEG00000024330
ficedula_albicollis ENSFALG00000008948
lonchura_striata_domestica ENSLSDG00000017748
taeniopygia_guttata ENSTGUG00000004907
serinus_canaria ENSSCAG00000000205
junco_hyemalis ENSJHYG00000006735
lepidothrix_coronata ENSLCOG00000001280
manacus_vitellinus ENSMVIG00005014638
anser_brachyrhynchus ENSABRG00000019819
anas_platyrhynchos_platyrhynchos ENSAPLG00000002626
gallus_gallus ENSGALG00000003203
meleagris_gallopavo ENSMGAG00000002789
coturnix_japonica ENSCJPG00005010549
pogona_vitticeps ENSPVIG00000023386
anolis_carolinensis ENSACAG00000015843
notechis_scutatus ENSNSUG00000005170
salvator_merianae ENSSMRG00000009020
chrysemys_picta_bellii ENSCPBG00000016608
zonotrichia_albicollis ENSZALG00000017761
numida_meleagris ENSNMEG00000010670
eptatretus_burgeri ENSEBUG00000003111
