pan_paniscus ENSPPAG00000026513
pan_troglodytes ENSPTRG00000042806
homo_sapiens ENSG00000261949
gorilla_gorilla ENSGGOG00000038755
nomascus_leucogenys ENSNLEG00000034360
rhinopithecus_roxellana ENSRROG00000043399
rhinopithecus_bieti ENSRBIG00000028996
piliocolobus_tephrosceles ENSPTEG00000039587
colobus_angolensis_palliatus ENSCANG00000011277
theropithecus_gelada ENSTGEG00000026251
papio_anubis ENSPANG00000002930
chlorocebus_sabaeus ENSCSAG00000002584
macaca_nemestrina ENSMNEG00000045535
macaca_fascicularis ENSMFAG00000046375
cercocebus_atys ENSCATG00000037315
mandrillus_leucophaeus ENSMLEG00000030206
cebus_capucinus_imitator ENSCCAG00000030107
saimiri_boliviensis_boliviensis ENSSBOG00000020100
callithrix_jacchus ENSCJAG00000043345
aotus_nancymaae ENSANAG00000030169
carlito_syrichta ENSTSYG00000029373
propithecus_coquereli ENSPCOG00000025078
microcebus_murinus ENSMICG00000031077
prolemur_simus ENSPSMG00000022028
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012507
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008300
fukomys_damarensis ENSFDAG00000007732
octodon_degus ENSODEG00000017469
chinchilla_lanigera ENSCLAG00000005274
urocitellus_parryii ENSUPAG00010013540
ictidomys_tridecemlineatus ENSSTOG00000032262
spermophilus_dauricus ENSSDAG00000003427
marmota_marmota_marmota ENSMMMG00000009423
castor_canadensis ENSCCNG00000029533
dipodomys_ordii ENSDORG00000028515
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095276
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030801
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029703
mus_spicilegus ENSMSIG00000020053
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012928
rattus_norvegicus ENSRNOG00000047401
meriones_unguiculatus ENSMUGG00000005468
meriones_unguiculatus ENSMUGG00000010981
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000062
cricetulus_griseus_crigri-picr ENSCGRG00015018130
cricetulus_griseus_crigri_1.0 ENSCGRG00000001605
mesocricetus_auratus ENSMAUG00000018963
peromyscus_maniculatus_bairdii ENSPEMG00000013608
microtus_ochrogaster ENSMOCG00000006947
nannospalax_galili ENSNGAG00000021574
jaculus_jaculus ENSJJAG00000007780
bos_taurus ENSBTAG00000054265
bos_mutus ENSBMUG00000003018
bison_bison_bison ENSBBBG00000010311
ovis_aries ENSOARG00000012983
sus_scrofa ENSSSCG00000035723
equus_caballus ENSECAG00000038182
equus_asinus_asinus ENSEASG00005004992
neovison_vison ENSNVIG00000013465
mustela_putorius_furo ENSMPUG00000019362
ursus_americanus ENSUAMG00000007474
canis_lupus_dingo ENSCAFG00020025126
canis_lupus_familiaris ENSCAFG00000031563
vulpes_vulpes ENSVVUG00000022640
panthera_pardus ENSPPRG00000006208
panthera_tigris_altaica ENSPTIG00000018230
felis_catus ENSFCAG00000040325
dasypus_novemcinctus ENSDNOG00000040100
phascolarctos_cinereus ENSPCIG00000001337
sarcophilus_harrisii ENSSHAG00000004091
