astyanax_mexicanus ENSAMXG00000031639
pygocentrus_nattereri ENSPNAG00000001626
danio_rerio ENSDARG00000095553
poecilia_latipinna ENSPLAG00000009414
poecilia_mexicana ENSPMEG00000012068
poecilia_reticulata ENSPREG00000017078
xiphophorus_maculatus ENSXMAG00000027904
xiphophorus_couchianus ENSXCOG00000019557
fundulus_heteroclitus ENSFHEG00000020570
cyprinodon_variegatus ENSCVAG00000023213
kryptolebias_marmoratus ENSKMAG00000002589
acanthochromis_polyacanthus ENSAPOG00000019735
amphiprion_percula ENSAPEG00000003607
stegastes_partitus ENSSPAG00000018030
mola_mola ENSMMOG00000003675
takifugu_rubripes ENSTRUG00000020223
labrus_bergylta ENSLBEG00000005250
pundamilia_nyererei ENSPNYG00000005331
amphilophus_citrinellus ENSACIG00000010523
hippocampus_comes ENSHCOG00000008179
periophthalmus_magnuspinnatus ENSPMGG00000022344
esox_lucius ENSELUG00000011655
scleropages_formosus ENSSFOG00015010016
equus_asinus_asinus ENSEASG00005019463
equus_caballus ENSECAG00000036173
ailuropoda_melanoleuca ENSAMEG00000018859
ursus_americanus ENSUAMG00000014352
neovison_vison ENSNVIG00000018451
canis_lupus_dingo ENSCAFG00020007971
canis_lupus_familiaris ENSCAFG00000017126
vulpes_vulpes ENSVVUG00000002036
felis_catus ENSFCAG00000039434
panthera_pardus ENSPPRG00000020714
prolemur_simus ENSPSMG00000022677
otolemur_garnettii ENSOGAG00000028377
jaculus_jaculus ENSJJAG00000010403
marmota_marmota_marmota ENSMMMG00000017045
spermophilus_dauricus ENSSDAG00000023839
urocitellus_parryii ENSUPAG00010001741
microtus_ochrogaster ENSMOCG00000014758
cricetulus_griseus_crigri-picr ENSCGRG00015003752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026150
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078173
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025207
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026652
rattus_norvegicus ENSRNOG00000049513
cavia_porcellus ENSCPOG00000005114
cavia_aperea ENSCAPG00000003456
octodon_degus ENSODEG00000020151
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011352
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021129
castor_canadensis ENSCCNG00000020308
ochotona_princeps ENSOPRG00000000368
pan_paniscus ENSPPAG00000019857
pan_troglodytes ENSPTRG00000047200
homo_sapiens ENSG00000163352
gorilla_gorilla ENSGGOG00000038411
pongo_abelii ENSPPYG00000000766
macaca_fascicularis ENSMFAG00000015861
theropithecus_gelada ENSTGEG00000021832
papio_anubis ENSPANG00000010930
chlorocebus_sabaeus ENSCSAG00000000056
mandrillus_leucophaeus ENSMLEG00000000976
colobus_angolensis_palliatus ENSCANG00000001923
piliocolobus_tephrosceles ENSPTEG00000033660
callithrix_jacchus ENSCJAG00000047197
pteropus_vampyrus ENSPVAG00000000810
erinaceus_europaeus ENSEEUG00000015916
ovis_aries ENSOARG00000006634
capra_hircus ENSCHIG00000001022
bison_bison_bison ENSBBBG00000014089
tursiops_truncatus ENSTTRG00000016172
loxodonta_africana ENSLAFG00000017856
procavia_capensis ENSPCAG00000014621
notamacropus_eugenii ENSMEUG00000002920
