eptatretus_burgeri ENSEBUG00000004051
petromyzon_marinus ENSPMAG00000002547
calidris_pygmaea ENSCPGG00000018301
calidris_pugnax ENSCPUG00000007136
melopsittacus_undulatus ENSMUNG00000004771
taeniopygia_guttata ENSTGUG00000012245
lonchura_striata_domestica ENSLSDG00000004476
serinus_canaria ENSSCAG00000006301
zonotrichia_albicollis ENSZALG00000008958
junco_hyemalis ENSJHYG00000000932
parus_major ENSPMJG00000010894
cyanistes_caeruleus ENSCCEG00000002674
ficedula_albicollis ENSFALG00000006119
lepidothrix_coronata ENSLCOG00000008368
manacus_vitellinus ENSMVIG00005014190
gallus_gallus ENSGALG00000040879
coturnix_japonica ENSCJPG00005005146
meleagris_gallopavo ENSMGAG00000012424
numida_meleagris ENSNMEG00000004782
anser_brachyrhynchus ENSABRG00000014278
anas_platyrhynchos_platyrhynchos ENSAPLG00000004835
apteryx_owenii ENSAOWG00000005466
apteryx_rowi ENSARWG00000004089
apteryx_haastii ENSAHAG00000005470
dromaius_novaehollandiae ENSDNVG00000004828
nothoprocta_perdicaria ENSNPEG00000012895
crocodylus_porosus ENSCPRG00005007101
chelonoidis_abingdonii ENSCABG00000005539
gopherus_agassizii ENSGAGG00000022638
chrysemys_picta_bellii ENSCPBG00000001051
pelodiscus_sinensis ENSPSIG00000016593
pogona_vitticeps ENSPVIG00000007133
anolis_carolinensis ENSACAG00000002434
notechis_scutatus ENSNSUG00000012307
salvator_merianae ENSSMRG00000021405
sphenodon_punctatus ENSSPUG00000012499
pteropus_vampyrus ENSPVAG00000007946
myotis_lucifugus ENSMLUG00000013475
erinaceus_europaeus ENSEEUG00000005705
sorex_araneus ENSSARG00000004854
ovis_aries ENSOARG00000014426
capra_hircus ENSCHIG00000027249
bos_taurus ENSBTAG00000007386
bos_mutus ENSBMUG00000004874
bison_bison_bison ENSBBBG00000014048
tursiops_truncatus ENSTTRG00000001736
vicugna_pacos ENSVPAG00000006238
sus_scrofa ENSSSCG00000006029
ursus_maritimus ENSUMAG00000020064
ursus_americanus ENSUAMG00000019661
ailuropoda_melanoleuca ENSAMEG00000012879
neovison_vison ENSNVIG00000002153
mustela_putorius_furo ENSMPUG00000005884
canis_lupus_familiaris ENSCAFG00000000719
canis_lupus_dingo ENSCAFG00020003417
vulpes_vulpes ENSVVUG00000012788
panthera_pardus ENSPPRG00000021921
panthera_tigris_altaica ENSPTIG00000017276
felis_catus ENSFCAG00000008501
equus_caballus ENSECAG00000023445
equus_asinus_asinus ENSEASG00005000131
castor_canadensis ENSCCNG00000025206
dipodomys_ordii ENSDORG00000008008
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020669
mus_spicilegus ENSMSIG00000013452
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038736
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019772
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019781
rattus_norvegicus ENSRNOG00000024929
meriones_unguiculatus ENSMUGG00000020933
peromyscus_maniculatus_bairdii ENSPEMG00000005927
microtus_ochrogaster ENSMOCG00000001394
cricetulus_griseus_crigri_1.0 ENSCGRG00000009298
cricetulus_griseus_crigri-picr ENSCGRG00015026800
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020308
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016509
mesocricetus_auratus ENSMAUG00000005692
nannospalax_galili ENSNGAG00000001356
jaculus_jaculus ENSJJAG00000017022
chinchilla_lanigera ENSCLAG00000005542
cavia_porcellus ENSCPOG00000036228
octodon_degus ENSODEG00000003376
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012690
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004648
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017875
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012947
fukomys_damarensis ENSFDAG00000016583
urocitellus_parryii ENSUPAG00010014294
ictidomys_tridecemlineatus ENSSTOG00000015266
spermophilus_dauricus ENSSDAG00000012335
marmota_marmota_marmota ENSMMMG00000016954
marmota_marmota_marmota ENSMMMG00000022140
oryctolagus_cuniculus ENSOCUG00000004673
ochotona_princeps ENSOPRG00000015035
pan_paniscus ENSPPAG00000042778
pan_troglodytes ENSPTRG00000020509
homo_sapiens ENSG00000120526
gorilla_gorilla ENSGGOG00000016533
pongo_abelii ENSPPYG00000018823
nomascus_leucogenys ENSNLEG00000004231
piliocolobus_tephrosceles ENSPTEG00000035728
colobus_angolensis_palliatus ENSCANG00000013723
rhinopithecus_roxellana ENSRROG00000035449
rhinopithecus_bieti ENSRBIG00000038989
