mus_spicilegus ENSMSIG00000001930
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032504
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058019
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031385
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022984
rattus_norvegicus ENSRNOG00000025710
meriones_unguiculatus ENSMUGG00000026168
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023774
cricetulus_griseus_crigri_1.0 ENSCGRG00000016384
cricetulus_griseus_crigri-picr ENSCGRG00015027964
mesocricetus_auratus ENSMAUG00000000221
microtus_ochrogaster ENSMOCG00000018804
peromyscus_maniculatus_bairdii ENSPEMG00000019578
nannospalax_galili ENSNGAG00000023860
jaculus_jaculus ENSJJAG00000017809
dipodomys_ordii ENSDORG00000004900
octodon_degus ENSODEG00000016925
cavia_porcellus ENSCPOG00000004901
fukomys_damarensis ENSFDAG00000001942
urocitellus_parryii ENSUPAG00010013362
ictidomys_tridecemlineatus ENSSTOG00000026351
spermophilus_dauricus ENSSDAG00000016302
marmota_marmota_marmota ENSMMMG00000011355
castor_canadensis ENSCCNG00000019366
chinchilla_lanigera ENSCLAG00000004557
pan_paniscus ENSPPAG00000042932
pan_troglodytes ENSPTRG00000008128
homo_sapiens ENSG00000159398
gorilla_gorilla ENSGGOG00000001724
pongo_abelii ENSPPYG00000007362
nomascus_leucogenys ENSNLEG00000001687
rhinopithecus_bieti ENSRBIG00000037754
rhinopithecus_roxellana ENSRROG00000029071
piliocolobus_tephrosceles ENSPTEG00000022263
cercocebus_atys ENSCATG00000044607
chlorocebus_sabaeus ENSCSAG00000005154
macaca_fascicularis ENSMFAG00000003402
macaca_nemestrina ENSMNEG00000027385
macaca_mulatta ENSMMUG00000007649
mandrillus_leucophaeus ENSMLEG00000043012
theropithecus_gelada ENSTGEG00000024151
papio_anubis ENSPANG00000006268
theropithecus_gelada ENSTGEG00000023921
papio_anubis ENSPANG00000034093
cercocebus_atys ENSCATG00000020328
macaca_mulatta ENSMMUG00000046250
macaca_nemestrina ENSMNEG00000029990
macaca_fascicularis ENSMFAG00000032808
mandrillus_leucophaeus ENSMLEG00000033656
rhinopithecus_roxellana ENSRROG00000038368
saimiri_boliviensis_boliviensis ENSSBOG00000030811
cebus_capucinus_imitator ENSCCAG00000028331
callithrix_jacchus ENSCJAG00000012778
aotus_nancymaae ENSANAG00000033849
carlito_syrichta ENSTSYG00000011597
propithecus_coquereli ENSPCOG00000023570
prolemur_simus ENSPSMG00000015669
microcebus_murinus ENSMICG00000003829
otolemur_garnettii ENSOGAG00000012524
tupaia_belangeri ENSTBEG00000014505
oryctolagus_cuniculus ENSOCUG00000006744
ochotona_princeps ENSOPRG00000014633
sorex_araneus ENSSARG00000001668
bos_mutus ENSBMUG00000022145
bos_taurus ENSBTAG00000011164
bison_bison_bison ENSBBBG00000009331
ovis_aries ENSOARG00000018570
capra_hircus ENSCHIG00000022885
tursiops_truncatus ENSTTRG00000013542
vicugna_pacos ENSVPAG00000000343
equus_caballus ENSECAG00000010588
equus_asinus_asinus ENSEASG00005004836
ursus_maritimus ENSUMAG00000001619
ursus_americanus ENSUAMG00000027012
ailuropoda_melanoleuca ENSAMEG00000016566
mustela_putorius_furo ENSMPUG00000003432
neovison_vison ENSNVIG00000016697
canis_lupus_dingo ENSCAFG00020004356
canis_lupus_dingo ENSCAFG00020004339
canis_lupus_familiaris ENSCAFG00000009316
vulpes_vulpes ENSVVUG00000021745
panthera_pardus ENSPPRG00000024161
panthera_tigris_altaica ENSPTIG00000013458
felis_catus ENSFCAG00000014321
sus_scrofa ENSSSCG00000039145
sus_scrofa ENSSSCG00000034721
pteropus_vampyrus ENSPVAG00000007808
myotis_lucifugus ENSMLUG00000012030
equus_asinus_asinus ENSEASG00005004857
erinaceus_europaeus ENSEEUG00000003390
loxodonta_africana ENSLAFG00000009405
procavia_capensis ENSPCAG00000002715
echinops_telfairi ENSETEG00000003443
choloepus_hoffmanni ENSCHOG00000000415
castor_canadensis ENSCCNG00000019364
notamacropus_eugenii ENSMEUG00000011817
