fundulus_heteroclitus ENSFHEG00000014439
cyprinodon_variegatus ENSCVAG00000008752
xiphophorus_couchianus ENSXCOG00000010904
xiphophorus_maculatus ENSXMAG00000012937
gambusia_affinis ENSGAFG00000003591
poecilia_formosa ENSPFOG00000003672
poecilia_mexicana ENSPMEG00000021226
poecilia_latipinna ENSPLAG00000002581
poecilia_reticulata ENSPREG00000004104
kryptolebias_marmoratus ENSKMAG00000012814
oryzias_latipes_asm223471v1 ENSORLG00020001319
oryzias_latipes_asm223469v1 ENSORLG00015000851
oryzias_latipes_asm223467v1 ENSORLG00000007167
oryzias_melastigma ENSOMEG00000007024
amphiprion_percula ENSAPEG00000005751
acanthochromis_polyacanthus ENSAPOG00000001007
stegastes_partitus ENSSPAG00000010873
maylandia_zebra ENSMZEG00005021507
maylandia_zebra ENSMZEG00005011854
astatotilapia_calliptera ENSACLG00000023061
pundamilia_nyererei ENSPNYG00000009035
haplochromis_burtoni ENSHBUG00000004823
neolamprologus_brichardi ENSNBRG00000020933
oreochromis_niloticus ENSONIG00000002006
amphilophus_citrinellus ENSACIG00000006370
periophthalmus_magnuspinnatus ENSPMGG00000008571
periophthalmus_magnuspinnatus ENSPMGG00000005876
mastacembelus_armatus ENSMAMG00000020723
monopterus_albus ENSMALG00000001245
anabas_testudineus ENSATEG00000023957
takifugu_rubripes ENSTRUG00000011668
tetraodon_nigroviridis ENSTNIG00000010436
mola_mola ENSMMOG00000011225
labrus_bergylta ENSLBEG00000024739
gasterosteus_aculeatus ENSGACG00000010579
scophthalmus_maximus ENSSMAG00000001606
cynoglossus_semilaevis ENSCSEG00000008839
seriola_lalandi_dorsalis ENSSLDG00000003984
seriola_dumerili ENSSDUG00000014447
hippocampus_comes ENSHCOG00000008104
gadus_morhua ENSGMOG00000008224
astyanax_mexicanus ENSAMXG00000037899
pygocentrus_nattereri ENSPNAG00000014992
ictalurus_punctatus ENSIPUG00000007245
danio_rerio ENSDARG00000052215
