gopherus_agassizii ENSGAGG00000014768
chelonoidis_abingdonii ENSCABG00000019097
chrysemys_picta_bellii ENSCPBG00000024437
calidris_pygmaea ENSCPGG00000015507
calidris_pugnax ENSCPUG00000004331
parus_major ENSPMJG00000005437
ficedula_albicollis ENSFALG00000008870
lonchura_striata_domestica ENSLSDG00000013174
gallus_gallus ENSGALG00000040291
coturnix_japonica ENSCJPG00005006856
numida_meleagris ENSNMEG00000012390
anas_platyrhynchos_platyrhynchos ENSAPLG00000018678
anser_brachyrhynchus ENSABRG00000013325
apteryx_owenii ENSAOWG00000018947
apteryx_rowi ENSARWG00000005232
anolis_carolinensis ENSACAG00000001563
notechis_scutatus ENSNSUG00000004646
salvator_merianae ENSSMRG00000015206
latimeria_chalumnae ENSLACG00000008520
sphenodon_punctatus ENSSPUG00000016664
scleropages_formosus ENSSFOG00015015822
paramormyrops_kingsleyae ENSPKIG00000011298
poecilia_latipinna ENSPLAG00000001416
labrus_bergylta ENSLBEG00000006733
gasterosteus_aculeatus ENSGACG00000010281
mola_mola ENSMMOG00000005636
scophthalmus_maximus ENSSMAG00000008831
xiphophorus_maculatus ENSXMAG00000019412
gambusia_affinis ENSGAFG00000009367
poecilia_mexicana ENSPMEG00000021594
poecilia_mexicana ENSPMEG00000015278
poecilia_formosa ENSPFOG00000003637
poecilia_formosa ENSPFOG00000003440
poecilia_latipinna ENSPLAG00000001420
poecilia_reticulata ENSPREG00000004711
cyprinodon_variegatus ENSCVAG00000021493
fundulus_heteroclitus ENSFHEG00000007689
kryptolebias_marmoratus ENSKMAG00000004926
seriola_dumerili ENSSDUG00000016679
seriola_lalandi_dorsalis ENSSLDG00000017134
anabas_testudineus ENSATEG00000003743
amphiprion_ocellaris ENSAOCG00000010500
amphiprion_percula ENSAPEG00000018250
acanthochromis_polyacanthus ENSAPOG00000002074
stegastes_partitus ENSSPAG00000005619
astatotilapia_calliptera ENSACLG00000006053
maylandia_zebra ENSMZEG00005014106
pundamilia_nyererei ENSPNYG00000020621
haplochromis_burtoni ENSHBUG00000009988
neolamprologus_brichardi ENSNBRG00000001822
oreochromis_niloticus ENSONIG00000015947
amphilophus_citrinellus ENSACIG00000018833
mastacembelus_armatus ENSMAMG00000011535
monopterus_albus ENSMALG00000009243
takifugu_rubripes ENSTRUG00000006350
tetraodon_nigroviridis ENSTNIG00000015443
oryzias_latipes_asm223469v1 ENSORLG00015023240
oryzias_latipes_asm223471v1 ENSORLG00020009277
oryzias_latipes_asm223467v1 ENSORLG00000010078
oryzias_melastigma ENSOMEG00000006579
periophthalmus_magnuspinnatus ENSPMGG00000015109
hippocampus_comes ENSHCOG00000020094
gadus_morhua ENSGMOG00000000605
esox_lucius ENSELUG00000017928
pygocentrus_nattereri ENSPNAG00000013715
astyanax_mexicanus ENSAMXG00000013839
ictalurus_punctatus ENSIPUG00000012733
danio_rerio ENSDARG00000016868
scleropages_formosus ENSSFOG00015019979
paramormyrops_kingsleyae ENSPKIG00000003871
lepisosteus_oculatus ENSLOCG00000005114
pogona_vitticeps ENSPVIG00000003652
xiphophorus_couchianus ENSXCOG00000016662
cynoglossus_semilaevis ENSCSEG00000011955
petromyzon_marinus ENSPMAG00000007942
petromyzon_marinus ENSPMAG00000002005
eptatretus_burgeri ENSEBUG00000007891
