amphiprion_percula ENSAPEG00000005070
acanthochromis_polyacanthus ENSAPOG00000006749
mola_mola ENSMMOG00000018801
takifugu_rubripes ENSTRUG00000021637
seriola_dumerili ENSSDUG00000001156
seriola_lalandi_dorsalis ENSSLDG00000016886
cynoglossus_semilaevis ENSCSEG00000010630
anabas_testudineus ENSATEG00000021050
xiphophorus_couchianus ENSXCOG00000011862
xiphophorus_maculatus ENSXMAG00000029535
gambusia_affinis ENSGAFG00000004707
poecilia_mexicana ENSPMEG00000003214
poecilia_latipinna ENSPLAG00000000476
poecilia_reticulata ENSPREG00000021067
fundulus_heteroclitus ENSFHEG00000002510
oryzias_latipes_asm223471v1 ENSORLG00020016137
oryzias_latipes_asm223467v1 ENSORLG00000029695
oryzias_latipes_asm223469v1 ENSORLG00015015670
oryzias_melastigma ENSOMEG00000007562
amphiprion_ocellaris ENSAOCG00000002332
mastacembelus_armatus ENSMAMG00000013388
monopterus_albus ENSMALG00000008917
labrus_bergylta ENSLBEG00000001698
scophthalmus_maximus ENSSMAG00000020890
hippocampus_comes ENSHCOG00000021081
