mastacembelus_armatus ENSMAMG00000016695
monopterus_albus ENSMALG00000018828
anabas_testudineus ENSATEG00000009546
seriola_dumerili ENSSDUG00000018011
seriola_lalandi_dorsalis ENSSLDG00000014685
scophthalmus_maximus ENSSMAG00000003308
labrus_bergylta ENSLBEG00000026449
mola_mola ENSMMOG00000016500
takifugu_rubripes ENSTRUG00000023841
cynoglossus_semilaevis ENSCSEG00000007382
fundulus_heteroclitus ENSFHEG00000011668
cyprinodon_variegatus ENSCVAG00000017508
xiphophorus_maculatus ENSXMAG00000014820
gambusia_affinis ENSGAFG00000005841
poecilia_formosa ENSPFOG00000009776
poecilia_latipinna ENSPLAG00000015590
poecilia_mexicana ENSPMEG00000011872
kryptolebias_marmoratus ENSKMAG00000011309
oryzias_latipes_asm223469v1 ENSORLG00015009040
oryzias_latipes_asm223471v1 ENSORLG00020014881
oryzias_latipes_asm223467v1 ENSORLG00000025692
oryzias_melastigma ENSOMEG00000006309
astatotilapia_calliptera ENSACLG00000010572
maylandia_zebra ENSMZEG00005026557
pundamilia_nyererei ENSPNYG00000010681
haplochromis_burtoni ENSHBUG00000020788
neolamprologus_brichardi ENSNBRG00000016377
oreochromis_niloticus ENSONIG00000019731
amphiprion_ocellaris ENSAOCG00000009255
amphiprion_percula ENSAPEG00000008267
acanthochromis_polyacanthus ENSAPOG00000011421
stegastes_partitus ENSSPAG00000022082
gasterosteus_aculeatus ENSGACG00000004506
hippocampus_comes ENSHCOG00000002603
esox_lucius ENSELUG00000008487
danio_rerio ENSDARG00000071014
