calidris_pugnax ENSCPUG00000017047
calidris_pygmaea ENSCPGG00000004535
melopsittacus_undulatus ENSMUNG00000002566
lepidothrix_coronata ENSLCOG00000001899
manacus_vitellinus ENSMVIG00005000686
junco_hyemalis ENSJHYG00000010095
zonotrichia_albicollis ENSZALG00000004391
serinus_canaria ENSSCAG00000014048
lonchura_striata_domestica ENSLSDG00000009994
taeniopygia_guttata ENSTGUG00000003340
ficedula_albicollis ENSFALG00000006214
parus_major ENSPMJG00000009529
cyanistes_caeruleus ENSCCEG00000021481
gallus_gallus ENSGALG00000012245
coturnix_japonica ENSCJPG00005006943
meleagris_gallopavo ENSMGAG00000011194
numida_meleagris ENSNMEG00000006849
anas_platyrhynchos_platyrhynchos ENSAPLG00000014843
anser_brachyrhynchus ENSABRG00000004408
apteryx_haastii ENSAHAG00000013934
apteryx_rowi ENSARWG00000017574
apteryx_owenii ENSAOWG00000006133
dromaius_novaehollandiae ENSDNVG00000007928
nothoprocta_perdicaria ENSNPEG00000007273
crocodylus_porosus ENSCPRG00005012650
gopherus_agassizii ENSGAGG00000005678
chelonoidis_abingdonii ENSCABG00000002262
chrysemys_picta_bellii ENSCPBG00000016220
pelodiscus_sinensis ENSPSIG00000005521
pogona_vitticeps ENSPVIG00000004314
anolis_carolinensis ENSACAG00000014296
notechis_scutatus ENSNSUG00000012573
salvator_merianae ENSSMRG00000013014
sphenodon_punctatus ENSSPUG00000014335
phascolarctos_cinereus ENSPCIG00000008481
notamacropus_eugenii ENSMEUG00000002634
sarcophilus_harrisii ENSSHAG00000006870
monodelphis_domestica ENSMODG00000025138
tursiops_truncatus ENSTTRG00000002518
vicugna_pacos ENSVPAG00000006074
sus_scrofa ENSSSCG00000009185
sus_scrofa ENSSSCG00000031637
ovis_aries ENSOARG00000015738
capra_hircus ENSCHIG00000025518
bos_mutus ENSBMUG00000017903
bos_taurus ENSBTAG00000016007
bison_bison_bison ENSBBBG00000022169
canis_lupus_familiaris ENSCAFG00000002350
canis_lupus_familiaris ENSCAFG00000013007
canis_lupus_dingo ENSCAFG00020003348
vulpes_vulpes ENSVVUG00000007792
canis_lupus_familiaris ENSCAFG00000009465
ursus_americanus ENSUAMG00000011850
ursus_maritimus ENSUMAG00000004985
ailuropoda_melanoleuca ENSAMEG00000013930
neovison_vison ENSNVIG00000004136
