xenopus_tropicalis ENSXETG00000026269
ornithorhynchus_anatinus ENSOANG00000014424
crocodylus_porosus ENSCPRG00005018017
crocodylus_porosus ENSCPRG00005018016
meleagris_gallopavo ENSMGAG00000013157
coturnix_japonica ENSCJPG00005020290
gallus_gallus ENSGALG00000012834
numida_meleagris ENSNMEG00000013478
anser_brachyrhynchus ENSABRG00000005459
anas_platyrhynchos_platyrhynchos ENSAPLG00000002867
lepidothrix_coronata ENSLCOG00000009823
manacus_vitellinus ENSMVIG00005016955
lonchura_striata_domestica ENSLSDG00000014646
taeniopygia_guttata ENSTGUG00000012287
serinus_canaria ENSSCAG00000009652
zonotrichia_albicollis ENSZALG00000000222
junco_hyemalis ENSJHYG00000000325
cyanistes_caeruleus ENSCCEG00000016143
parus_major ENSPMJG00000009349
ficedula_albicollis ENSFALG00000003671
melopsittacus_undulatus ENSMUNG00000012087
calidris_pugnax ENSCPUG00000000781
calidris_pygmaea ENSCPGG00000004401
apteryx_owenii ENSAOWG00000016282
apteryx_haastii ENSAHAG00000001016
apteryx_rowi ENSARWG00000005851
dromaius_novaehollandiae ENSDNVG00000009914
nothoprocta_perdicaria ENSNPEG00000002633
gopherus_agassizii ENSGAGG00000007451
chelonoidis_abingdonii ENSCABG00000020182
chrysemys_picta_bellii ENSCPBG00000012026
pelodiscus_sinensis ENSPSIG00000014342
pogona_vitticeps ENSPVIG00000013520
anolis_carolinensis ENSACAG00000013357
notechis_scutatus ENSNSUG00000013597
salvator_merianae ENSSMRG00000015996
sphenodon_punctatus ENSSPUG00000003905
sorex_araneus ENSSARG00000005755
erinaceus_europaeus ENSEEUG00000005792
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014279
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006131
fukomys_damarensis ENSFDAG00000006339
chinchilla_lanigera ENSCLAG00000001372
cavia_porcellus ENSCPOG00000006223
pan_troglodytes ENSPTRG00000019740
pan_paniscus ENSPPAG00000044078
gorilla_gorilla ENSGGOG00000014684
homo_sapiens ENSG00000122787
pongo_abelii ENSPPYG00000018037
nomascus_leucogenys ENSNLEG00000013710
rhinopithecus_bieti ENSRBIG00000028131
rhinopithecus_roxellana ENSRROG00000042927
colobus_angolensis_palliatus ENSCANG00000025839
piliocolobus_tephrosceles ENSPTEG00000037361
macaca_nemestrina ENSMNEG00000042294
macaca_mulatta ENSMMUG00000005422
macaca_fascicularis ENSMFAG00000045333
mandrillus_leucophaeus ENSMLEG00000038889
cercocebus_atys ENSCATG00000039792
theropithecus_gelada ENSTGEG00000025876
chlorocebus_sabaeus ENSCSAG00000008745
papio_anubis ENSPANG00000025363
cebus_capucinus_imitator ENSCCAG00000033126
