caenorhabditis_elegans_strain_n2 WBGene00021893
drosophila_melanogaster FBgn0050418
latimeria_chalumnae ENSLACG00000016993
xenopus_tropicalis ENSXETG00000015829
apteryx_owenii ENSAOWG00000016255
apteryx_haastii ENSAHAG00000013995
apteryx_rowi ENSARWG00000002811
dromaius_novaehollandiae ENSDNVG00000010409
nothoprocta_perdicaria ENSNPEG00000000513
calidris_pugnax ENSCPUG00000011147
calidris_pygmaea ENSCPGG00000012897
manacus_vitellinus ENSMVIG00005012606
lepidothrix_coronata ENSLCOG00000007991
cyanistes_caeruleus ENSCCEG00000019721
parus_major ENSPMJG00000015428
ficedula_albicollis ENSFALG00000002246
lonchura_striata_domestica ENSLSDG00000005874
taeniopygia_guttata ENSTGUG00000005612
zonotrichia_albicollis ENSZALG00000010444
junco_hyemalis ENSJHYG00000000622
melopsittacus_undulatus ENSMUNG00000008281
gallus_gallus ENSGALG00000031866
coturnix_japonica ENSCJPG00005012311
meleagris_gallopavo ENSMGAG00000002715
numida_meleagris ENSNMEG00000013998
anas_platyrhynchos_platyrhynchos ENSAPLG00000015155
anser_brachyrhynchus ENSABRG00000022211
crocodylus_porosus ENSCPRG00005010656
gopherus_agassizii ENSGAGG00000015173
chelonoidis_abingdonii ENSCABG00000021207
chrysemys_picta_bellii ENSCPBG00000005808
anolis_carolinensis ENSACAG00000001943
pogona_vitticeps ENSPVIG00000004551
notechis_scutatus ENSNSUG00000020137
salvator_merianae ENSSMRG00000016424
xenopus_tropicalis ENSXETG00000003099
latimeria_chalumnae ENSLACG00000007728
hippocampus_comes ENSHCOG00000017030
periophthalmus_magnuspinnatus ENSPMGG00000007651
takifugu_rubripes ENSTRUG00000002610
tetraodon_nigroviridis ENSTNIG00000000720
mola_mola ENSMMOG00000007996
gasterosteus_aculeatus ENSGACG00000010286
fundulus_heteroclitus ENSFHEG00000023126
cyprinodon_variegatus ENSCVAG00000016513
xiphophorus_maculatus ENSXMAG00000022746
xiphophorus_couchianus ENSXCOG00000012309
gambusia_affinis ENSGAFG00000019835
