meleagris_gallopavo ENSMGAG00000011942
coturnix_japonica ENSCJPG00005010722
gallus_gallus ENSGALG00000041921
numida_meleagris ENSNMEG00000011161
anser_brachyrhynchus ENSABRG00000001332
anas_platyrhynchos_platyrhynchos ENSAPLG00000003773
calidris_pygmaea ENSCPGG00000019324
calidris_pugnax ENSCPUG00000011633
melopsittacus_undulatus ENSMUNG00000006583
cyanistes_caeruleus ENSCCEG00000014795
parus_major ENSPMJG00000006578
taeniopygia_guttata ENSTGUG00000007956
lonchura_striata_domestica ENSLSDG00000007720
junco_hyemalis ENSJHYG00000007224
zonotrichia_albicollis ENSZALG00000014063
serinus_canaria ENSSCAG00000007896
ficedula_albicollis ENSFALG00000003237
lepidothrix_coronata ENSLCOG00000001180
manacus_vitellinus ENSMVIG00005010573
apteryx_haastii ENSAHAG00000011997
apteryx_owenii ENSAOWG00000008822
apteryx_rowi ENSARWG00000008135
dromaius_novaehollandiae ENSDNVG00000009318
nothoprocta_perdicaria ENSNPEG00000004822
crocodylus_porosus ENSCPRG00005009951
chelonoidis_abingdonii ENSCABG00000006917
chrysemys_picta_bellii ENSCPBG00000024990
pelodiscus_sinensis ENSPSIG00000016496
sphenodon_punctatus ENSSPUG00000017192
pan_paniscus ENSPPAG00000039872
pan_troglodytes ENSPTRG00000016049
homo_sapiens ENSG00000109182
gorilla_gorilla ENSGGOG00000014483
pongo_abelii ENSPPYG00000014723
nomascus_leucogenys ENSNLEG00000017432
rhinopithecus_roxellana ENSRROG00000001090
rhinopithecus_bieti ENSRBIG00000039883
piliocolobus_tephrosceles ENSPTEG00000028327
colobus_angolensis_palliatus ENSCANG00000042556
macaca_fascicularis ENSMFAG00000000295
macaca_mulatta ENSMMUG00000014714
macaca_nemestrina ENSMNEG00000027526
cercocebus_atys ENSCATG00000036392
mandrillus_leucophaeus ENSMLEG00000029355
papio_anubis ENSPANG00000022291
theropithecus_gelada ENSTGEG00000023929
chlorocebus_sabaeus ENSCSAG00000017220
cebus_capucinus_imitator ENSCCAG00000020925
callithrix_jacchus ENSCJAG00000018615
saimiri_boliviensis_boliviensis ENSSBOG00000032930
aotus_nancymaae ENSANAG00000036936
carlito_syrichta ENSTSYG00000000934
prolemur_simus ENSPSMG00000021491
microcebus_murinus ENSMICG00000004623
propithecus_coquereli ENSPCOG00000023456
otolemur_garnettii ENSOGAG00000001101
tupaia_belangeri ENSTBEG00000000820
castor_canadensis ENSCCNG00000026767
dipodomys_ordii ENSDORG00000012169
mus_spicilegus ENSMSIG00000025727
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029154
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028291
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027296
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017077
rattus_norvegicus ENSRNOG00000002174
meriones_unguiculatus ENSMUGG00000009277
peromyscus_maniculatus_bairdii ENSPEMG00000004208
microtus_ochrogaster ENSMOCG00000009924
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001137
cricetulus_griseus_crigri_1.0 ENSCGRG00000000221
cricetulus_griseus_crigri-picr ENSCGRG00015005684
mesocricetus_auratus ENSMAUG00000008567
nannospalax_galili ENSNGAG00000014503
jaculus_jaculus ENSJJAG00000003882
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017904
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001456
fukomys_damarensis ENSFDAG00000014598
octodon_degus ENSODEG00000009451
chinchilla_lanigera ENSCLAG00000011864
cavia_porcellus ENSCPOG00000014177
cavia_aperea ENSCAPG00000014861
urocitellus_parryii ENSUPAG00010020291
ictidomys_tridecemlineatus ENSSTOG00000014976
spermophilus_dauricus ENSSDAG00000010449
marmota_marmota_marmota ENSMMMG00000019997
oryctolagus_cuniculus ENSOCUG00000017815
ochotona_princeps ENSOPRG00000001270
equus_asinus_asinus ENSEASG00005014324
equus_caballus ENSECAG00000024870
erinaceus_europaeus ENSEEUG00000007560
ovis_aries ENSOARG00000018214
capra_hircus ENSCHIG00000011196
bos_taurus ENSBTAG00000021347
bos_mutus ENSBMUG00000011808
bison_bison_bison ENSBBBG00000018248
tursiops_truncatus ENSTTRG00000012605
sus_scrofa ENSSSCG00000008830
vicugna_pacos ENSVPAG00000011766
sorex_araneus ENSSARG00000003675
pteropus_vampyrus ENSPVAG00000006050
myotis_lucifugus ENSMLUG00000011362
ursus_americanus ENSUAMG00000024694
ursus_maritimus ENSUMAG00000002461
ailuropoda_melanoleuca ENSAMEG00000008221
neovison_vison ENSNVIG00000013526
mustela_putorius_furo ENSMPUG00000005574
canis_lupus_dingo ENSCAFG00020001935
canis_lupus_familiaris ENSCAFG00000001997
vulpes_vulpes ENSVVUG00000024853
panthera_pardus ENSPPRG00000024574
panthera_tigris_altaica ENSPTIG00000010287
felis_catus ENSFCAG00000003695
procavia_capensis ENSPCAG00000001446
echinops_telfairi ENSETEG00000010503
loxodonta_africana ENSLAFG00000016893
choloepus_hoffmanni ENSCHOG00000001347
dasypus_novemcinctus ENSDNOG00000023671
notamacropus_eugenii ENSMEUG00000014209
latimeria_chalumnae ENSLACG00000014726
ciona_intestinalis ENSCING00000008659
ciona_intestinalis ENSCING00000022050
ciona_savignyi ENSCSAVG00000010407
saccharomyces_cerevisiae_strain_s288c YCR017C
