sarcophilus_harrisii ENSSHAG00000011799
phascolarctos_cinereus ENSPCIG00000004179
monodelphis_domestica ENSMODG00000009878
neovison_vison ENSNVIG00000019168
mustela_putorius_furo ENSMPUG00000000552
canis_lupus_dingo ENSCAFG00020013271
canis_lupus_familiaris ENSCAFG00000009516
vulpes_vulpes ENSVVUG00000005083
ursus_americanus ENSUAMG00000000426
ursus_maritimus ENSUMAG00000018575
ailuropoda_melanoleuca ENSAMEG00000017416
panthera_tigris_altaica ENSPTIG00000014095
panthera_pardus ENSPPRG00000008801
felis_catus ENSFCAG00000040059
ovis_aries ENSOARG00000018347
capra_hircus ENSCHIG00000000721
bos_mutus ENSBMUG00000019956
bos_taurus ENSBTAG00000031444
bison_bison_bison ENSBBBG00000002884
tursiops_truncatus ENSTTRG00000014786
sus_scrofa ENSSSCG00000032355
pteropus_vampyrus ENSPVAG00000009124
myotis_lucifugus ENSMLUG00000008261
erinaceus_europaeus ENSEEUG00000008176
equus_asinus_asinus ENSEASG00005012058
equus_caballus ENSECAG00000016805
choloepus_hoffmanni ENSCHOG00000000762
loxodonta_africana ENSLAFG00000000519
procavia_capensis ENSPCAG00000013995
echinops_telfairi ENSETEG00000018013
dasypus_novemcinctus ENSDNOG00000042660
saimiri_boliviensis_boliviensis ENSSBOG00000023968
cebus_capucinus_imitator ENSCCAG00000020400
callithrix_jacchus ENSCJAG00000021363
aotus_nancymaae ENSANAG00000032464
pan_troglodytes ENSPTRG00000017696
pan_paniscus ENSPPAG00000032346
gorilla_gorilla ENSGGOG00000024223
homo_sapiens ENSG00000112799
pongo_abelii ENSPPYG00000016201
nomascus_leucogenys ENSNLEG00000011547
piliocolobus_tephrosceles ENSPTEG00000012943
colobus_angolensis_palliatus ENSCANG00000028785
rhinopithecus_roxellana ENSRROG00000002665
rhinopithecus_bieti ENSRBIG00000031691
macaca_fascicularis ENSMFAG00000031478
macaca_nemestrina ENSMNEG00000045408
theropithecus_gelada ENSTGEG00000014686
mandrillus_leucophaeus ENSMLEG00000041695
papio_anubis ENSPANG00000019551
cercocebus_atys ENSCATG00000038100
chlorocebus_sabaeus ENSCSAG00000007369
carlito_syrichta ENSTSYG00000007290
propithecus_coquereli ENSPCOG00000023093
microcebus_murinus ENSMICG00000016183
prolemur_simus ENSPSMG00000024247
otolemur_garnettii ENSOGAG00000001044
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004184
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007685
fukomys_damarensis ENSFDAG00000006464
cavia_aperea ENSCAPG00000017148
cavia_porcellus ENSCPOG00000012001
chinchilla_lanigera ENSCLAG00000002671
octodon_degus ENSODEG00000005843
ictidomys_tridecemlineatus ENSSTOG00000015443
spermophilus_dauricus ENSSDAG00000007480
marmota_marmota_marmota ENSMMMG00000014644
castor_canadensis ENSCCNG00000018616
dipodomys_ordii ENSDORG00000009360
cricetulus_griseus_crigri-picr ENSCGRG00015024455
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014143
cricetulus_griseus_crigri_1.0 ENSCGRG00000011628
mesocricetus_auratus ENSMAUG00000002933
peromyscus_maniculatus_bairdii ENSPEMG00000008759
microtus_ochrogaster ENSMOCG00000015534
mus_spicilegus ENSMSIG00000030279
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019315
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018435
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019503
rattus_norvegicus ENSRNOG00000000137
meriones_unguiculatus ENSMUGG00000001860
nannospalax_galili ENSNGAG00000011116
jaculus_jaculus ENSJJAG00000022504
oryctolagus_cuniculus ENSOCUG00000006381
ochotona_princeps ENSOPRG00000019028
ornithorhynchus_anatinus ENSOANG00000031552
cyanistes_caeruleus ENSCCEG00000015406
parus_major ENSPMJG00000018344
taeniopygia_guttata ENSTGUG00000002305
lonchura_striata_domestica ENSLSDG00000001916
serinus_canaria ENSSCAG00000001879
junco_hyemalis ENSJHYG00000016190
zonotrichia_albicollis ENSZALG00000014545
ficedula_albicollis ENSFALG00000013228
lepidothrix_coronata ENSLCOG00000003989
manacus_vitellinus ENSMVIG00005014456
melopsittacus_undulatus ENSMUNG00000009452
anser_brachyrhynchus ENSABRG00000005360
anas_platyrhynchos_platyrhynchos ENSAPLG00000030505
gallus_gallus ENSGALG00000012801
coturnix_japonica ENSCJPG00005016981
meleagris_gallopavo ENSMGAG00000003927
numida_meleagris ENSNMEG00000002238
calidris_pygmaea ENSCPGG00000009194
calidris_pugnax ENSCPUG00000002017
apteryx_haastii ENSAHAG00000015927
apteryx_owenii ENSAOWG00000015142
apteryx_rowi ENSARWG00000016962
dromaius_novaehollandiae ENSDNVG00000000339
nothoprocta_perdicaria ENSNPEG00000009483
crocodylus_porosus ENSCPRG00005001383
gopherus_agassizii ENSGAGG00000023653
chelonoidis_abingdonii ENSCABG00000007152
chrysemys_picta_bellii ENSCPBG00000008717
pelodiscus_sinensis ENSPSIG00000007069
anolis_carolinensis ENSACAG00000029039
notechis_scutatus ENSNSUG00000005567
salvator_merianae ENSSMRG00000006825
sphenodon_punctatus ENSSPUG00000006791
pygocentrus_nattereri ENSPNAG00000000477
astyanax_mexicanus ENSAMXG00000035765
ictalurus_punctatus ENSIPUG00000000486
danio_rerio ENSDARG00000090649
esox_lucius ENSELUG00000016065
