bos_mutus ENSBMUG00000012395
bos_taurus ENSBTAG00000052192
bison_bison_bison ENSBBBG00000016308
ovis_aries ENSOARG00000014275
tursiops_truncatus ENSTTRG00000004398
equus_caballus ENSECAG00000000880
equus_asinus_asinus ENSEASG00005001322
pteropus_vampyrus ENSPVAG00000002998
ursus_americanus ENSUAMG00000020359
ursus_maritimus ENSUMAG00000008888
neovison_vison ENSNVIG00000010534
canis_lupus_familiaris ENSCAFG00000019821
canis_lupus_dingo ENSCAFG00020005222
vulpes_vulpes ENSVVUG00000003913
panthera_tigris_altaica ENSPTIG00000006262
panthera_pardus ENSPPRG00000005539
felis_catus ENSFCAG00000040629
pan_paniscus ENSPPAG00000037171
pan_troglodytes ENSPTRG00000043059
homo_sapiens ENSG00000167523
gorilla_gorilla ENSGGOG00000041280
pongo_abelii ENSPPYG00000007741
nomascus_leucogenys ENSNLEG00000027894
colobus_angolensis_palliatus ENSCANG00000034987
piliocolobus_tephrosceles ENSPTEG00000038482
rhinopithecus_bieti ENSRBIG00000027651
rhinopithecus_roxellana ENSRROG00000044040
theropithecus_gelada ENSTGEG00000022097
papio_anubis ENSPANG00000026304
cercocebus_atys ENSCATG00000043190
macaca_fascicularis ENSMFAG00000043387
macaca_mulatta ENSMMUG00000014908
macaca_nemestrina ENSMNEG00000035198
chlorocebus_sabaeus ENSCSAG00000002801
cebus_capucinus_imitator ENSCCAG00000022579
saimiri_boliviensis_boliviensis ENSSBOG00000020216
callithrix_jacchus ENSCJAG00000037845
aotus_nancymaae ENSANAG00000030192
microcebus_murinus ENSMICG00000045677
prolemur_simus ENSPSMG00000010508
propithecus_coquereli ENSPCOG00000027277
otolemur_garnettii ENSOGAG00000004885
carlito_syrichta ENSTSYG00000008142
castor_canadensis ENSCCNG00000019153
dipodomys_ordii ENSDORG00000027254
microtus_ochrogaster ENSMOCG00000002553
peromyscus_maniculatus_bairdii ENSPEMG00000018787
cricetulus_griseus_crigri-picr ENSCGRG00015020236
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021128
cricetulus_griseus_crigri_1.0 ENSCGRG00000015753
mesocricetus_auratus ENSMAUG00000021251
mus_spicilegus ENSMSIG00000014457
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048478
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031681
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023279
rattus_norvegicus ENSRNOG00000038239
meriones_unguiculatus ENSMUGG00000010557
nannospalax_galili ENSNGAG00000014788
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013125
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016661
cavia_porcellus ENSCPOG00000038142
octodon_degus ENSODEG00000004794
spermophilus_dauricus ENSSDAG00000005946
urocitellus_parryii ENSUPAG00010016075
marmota_marmota_marmota ENSMMMG00000009305
ictidomys_tridecemlineatus ENSSTOG00000011971
marmota_marmota_marmota ENSMMMG00000009322
dasypus_novemcinctus ENSDNOG00000018520
