mastacembelus_armatus ENSMAMG00000011024
monopterus_albus ENSMALG00000001003
anabas_testudineus ENSATEG00000015079
seriola_dumerili ENSSDUG00000016173
poecilia_mexicana ENSPMEG00000001112
poecilia_latipinna ENSPLAG00000010937
poecilia_formosa ENSPFOG00000008929
xiphophorus_maculatus ENSXMAG00000018857
fundulus_heteroclitus ENSFHEG00000020121
kryptolebias_marmoratus ENSKMAG00000001494
oryzias_latipes_asm223469v1 ENSORLG00015012073
amphiprion_ocellaris ENSAOCG00000007053
haplochromis_burtoni ENSHBUG00000016747
pundamilia_nyererei ENSPNYG00000017679
astatotilapia_calliptera ENSACLG00000015165
maylandia_zebra ENSMZEG00005004471
neolamprologus_brichardi ENSNBRG00000019377
oreochromis_niloticus ENSONIG00000009273
takifugu_rubripes ENSTRUG00000000468
tetraodon_nigroviridis ENSTNIG00000006493
mola_mola ENSMMOG00000012717
labrus_bergylta ENSLBEG00000025725
periophthalmus_magnuspinnatus ENSPMGG00000001078
esox_lucius ENSELUG00000015780
pygocentrus_nattereri ENSPNAG00000024163
astyanax_mexicanus ENSAMXG00000008005
ictalurus_punctatus ENSIPUG00000012512
danio_rerio ENSDARG00000103362
anolis_carolinensis ENSACAG00000007651
sphenodon_punctatus ENSSPUG00000017830
sphenodon_punctatus ENSSPUG00000017824
