apteryx_owenii ENSAOWG00000014382
apteryx_haastii ENSAHAG00000008704
apteryx_rowi ENSARWG00000015769
dromaius_novaehollandiae ENSDNVG00000005571
nothoprocta_perdicaria ENSNPEG00000013421
lonchura_striata_domestica ENSLSDG00000014607
serinus_canaria ENSSCAG00000001032
junco_hyemalis ENSJHYG00000014056
calidris_pugnax ENSCPUG00000012825
lepidothrix_coronata ENSLCOG00000001386
manacus_vitellinus ENSMVIG00005019731
zonotrichia_albicollis ENSZALG00000002174
parus_major ENSPMJG00000004616
cyanistes_caeruleus ENSCCEG00000022644
ficedula_albicollis ENSFALG00000011660
calidris_pygmaea ENSCPGG00000000579
melopsittacus_undulatus ENSMUNG00000006068
gallus_gallus ENSGALG00000027611
coturnix_japonica ENSCJPG00005006160
numida_meleagris ENSNMEG00000007847
meleagris_gallopavo ENSMGAG00000000951
anas_platyrhynchos_platyrhynchos ENSAPLG00000023714
anser_brachyrhynchus ENSABRG00000005647
crocodylus_porosus ENSCPRG00005012722
chelonoidis_abingdonii ENSCABG00000012930
gopherus_agassizii ENSGAGG00000020238
chrysemys_picta_bellii ENSCPBG00000017103
pelodiscus_sinensis ENSPSIG00000013587
anolis_carolinensis ENSACAG00000017747
pogona_vitticeps ENSPVIG00000014136
notechis_scutatus ENSNSUG00000011717
notechis_scutatus ENSNSUG00000009524
salvator_merianae ENSSMRG00000008122
sphenodon_punctatus ENSSPUG00000015361
microtus_ochrogaster ENSMOCG00000017895
peromyscus_maniculatus_bairdii ENSPEMG00000022929
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019482
cricetulus_griseus_crigri_1.0 ENSCGRG00000010923
cricetulus_griseus_crigri-picr ENSCGRG00015001832
mesocricetus_auratus ENSMAUG00000009543
mus_spicilegus ENSMSIG00000024325
mus_spicilegus ENSMSIG00000004720
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034932
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016447
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015629
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031042
rattus_norvegicus ENSRNOG00000020464
meriones_unguiculatus ENSMUGG00000010788
nannospalax_galili ENSNGAG00000021044
jaculus_jaculus ENSJJAG00000020405
ochotona_princeps ENSOPRG00000010035
loxodonta_africana ENSLAFG00000029657
procavia_capensis ENSPCAG00000000690
echinops_telfairi ENSETEG00000017500
castor_canadensis ENSCCNG00000029626
dipodomys_ordii ENSDORG00000005326
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000788
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006157
fukomys_damarensis ENSFDAG00000020803
cavia_aperea ENSCAPG00000012166
cavia_porcellus ENSCPOG00000031082
octodon_degus ENSODEG00000013969
chinchilla_lanigera ENSCLAG00000007908
microcebus_murinus ENSMICG00000034581
prolemur_simus ENSPSMG00000019157
propithecus_coquereli ENSPCOG00000027550
otolemur_garnettii ENSOGAG00000026254
otolemur_garnettii ENSOGAG00000033519
pan_paniscus ENSPPAG00000042418
pan_troglodytes ENSPTRG00000010276
homo_sapiens ENSG00000183617
gorilla_gorilla ENSGGOG00000014722
pongo_abelii ENSPPYG00000009386
nomascus_leucogenys ENSNLEG00000002809
colobus_angolensis_palliatus ENSCANG00000027841
piliocolobus_tephrosceles ENSPTEG00000022244
rhinopithecus_bieti ENSRBIG00000027038
rhinopithecus_roxellana ENSRROG00000018776
macaca_fascicularis ENSMFAG00000003311
macaca_nemestrina ENSMNEG00000039499
macaca_mulatta ENSMMUG00000044080
chlorocebus_sabaeus ENSCSAG00000010950
papio_anubis ENSPANG00000033944
theropithecus_gelada ENSTGEG00000015036
cercocebus_atys ENSCATG00000014066
mandrillus_leucophaeus ENSMLEG00000039241
callithrix_jacchus ENSCJAG00000014998
cebus_capucinus_imitator ENSCCAG00000000138
saimiri_boliviensis_boliviensis ENSSBOG00000028081
aotus_nancymaae ENSANAG00000028692
myotis_lucifugus ENSMLUG00000010801
pteropus_vampyrus ENSPVAG00000007137
capra_hircus ENSCHIG00000026538
ovis_aries ENSOARG00000011772
bos_mutus ENSBMUG00000018345
bos_taurus ENSBTAG00000008396
bison_bison_bison ENSBBBG00000023057
tursiops_truncatus ENSTTRG00000004410
sus_scrofa ENSSSCG00000024242
neovison_vison ENSNVIG00000006941
mustela_putorius_furo ENSMPUG00000004155
ursus_americanus ENSUAMG00000021572
ursus_maritimus ENSUMAG00000007416
ailuropoda_melanoleuca ENSAMEG00000005908
canis_lupus_dingo ENSCAFG00020018333
canis_lupus_familiaris ENSCAFG00000019192
