sorex_araneus ENSSARG00000010433
erinaceus_europaeus ENSEEUG00000013692
canis_lupus_dingo ENSCAFG00020020721
canis_lupus_familiaris ENSCAFG00000003758
vulpes_vulpes ENSVVUG00000021489
dipodomys_ordii ENSDORG00000001570
carlito_syrichta ENSTSYG00000005767
echinops_telfairi ENSETEG00000006658
microcebus_murinus ENSMICG00000027527
propithecus_coquereli ENSPCOG00000027193
prolemur_simus ENSPSMG00000001093
otolemur_garnettii ENSOGAG00000030608
pan_troglodytes ENSPTRG00000024162
pan_paniscus ENSPPAG00000003442
homo_sapiens ENSG00000189184
gorilla_gorilla ENSGGOG00000014444
pongo_abelii ENSPPYG00000015065
nomascus_leucogenys ENSNLEG00000013976
macaca_mulatta ENSMMUG00000008362
macaca_nemestrina ENSMNEG00000044945
macaca_fascicularis ENSMFAG00000042004
papio_anubis ENSPANG00000001381
theropithecus_gelada ENSTGEG00000009927
mandrillus_leucophaeus ENSMLEG00000020718
cercocebus_atys ENSCATG00000038954
chlorocebus_sabaeus ENSCSAG00000003551
rhinopithecus_bieti ENSRBIG00000030850
rhinopithecus_roxellana ENSRROG00000040487
colobus_angolensis_palliatus ENSCANG00000037633
piliocolobus_tephrosceles ENSPTEG00000038201
cebus_capucinus_imitator ENSCCAG00000023413
saimiri_boliviensis_boliviensis ENSSBOG00000025541
callithrix_jacchus ENSCJAG00000003221
aotus_nancymaae ENSANAG00000032148
cricetulus_griseus_crigri_1.0 ENSCGRG00000010363
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021760
cricetulus_griseus_crigri-picr ENSCGRG00015007311
mesocricetus_auratus ENSMAUG00000008607
microtus_ochrogaster ENSMOCG00000010974
peromyscus_maniculatus_bairdii ENSPEMG00000008783
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025904
mus_spicilegus ENSMSIG00000003503
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037892
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024969
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026410
rattus_norvegicus ENSRNOG00000009949
meriones_unguiculatus ENSMUGG00000022024
nannospalax_galili ENSNGAG00000002486
jaculus_jaculus ENSJJAG00000020379
castor_canadensis ENSCCNG00000016688
chinchilla_lanigera ENSCLAG00000005219
octodon_degus ENSODEG00000004124
cavia_porcellus ENSCPOG00000003047
cavia_aperea ENSCAPG00000011683
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005754
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010507
fukomys_damarensis ENSFDAG00000005543
urocitellus_parryii ENSUPAG00010012505
ictidomys_tridecemlineatus ENSSTOG00000021466
spermophilus_dauricus ENSSDAG00000006315
marmota_marmota_marmota ENSMMMG00000014826
oryctolagus_cuniculus ENSOCUG00000009057
ochotona_princeps ENSOPRG00000004375
tupaia_belangeri ENSTBEG00000008909
pteropus_vampyrus ENSPVAG00000010426
myotis_lucifugus ENSMLUG00000015992
equus_caballus ENSECAG00000022715
equus_asinus_asinus ENSEASG00005007879
ursus_maritimus ENSUMAG00000014918
ursus_americanus ENSUAMG00000027246
ailuropoda_melanoleuca ENSAMEG00000012184
neovison_vison ENSNVIG00000020261
mustela_putorius_furo ENSMPUG00000016149
panthera_pardus ENSPPRG00000010334
panthera_tigris_altaica ENSPTIG00000009440
felis_catus ENSFCAG00000025770
sus_scrofa ENSSSCG00000032749
vicugna_pacos ENSVPAG00000009320
capra_hircus ENSCHIG00000010752
ovis_aries ENSOARG00000014358
bos_taurus ENSBTAG00000015549
bos_mutus ENSBMUG00000022955
bison_bison_bison ENSBBBG00000012018
tursiops_truncatus ENSTTRG00000002732
loxodonta_africana ENSLAFG00000005319
procavia_capensis ENSPCAG00000007170
choloepus_hoffmanni ENSCHOG00000005554
dasypus_novemcinctus ENSDNOG00000044279
phascolarctos_cinereus ENSPCIG00000030904
notamacropus_eugenii ENSMEUG00000005359
monodelphis_domestica ENSMODG00000000040
sarcophilus_harrisii ENSSHAG00000015323
ornithorhynchus_anatinus ENSOANG00000005407
zonotrichia_albicollis ENSZALG00000000801
junco_hyemalis ENSJHYG00000004956
serinus_canaria ENSSCAG00000013030
taeniopygia_guttata ENSTGUG00000001502
lonchura_striata_domestica ENSLSDG00000008543
ficedula_albicollis ENSFALG00000004833
lepidothrix_coronata ENSLCOG00000010634
cyanistes_caeruleus ENSCCEG00000023475
parus_major ENSPMJG00000000161
manacus_vitellinus ENSMVIG00005011503
melopsittacus_undulatus ENSMUNG00000007170
calidris_pygmaea ENSCPGG00000008096
calidris_pugnax ENSCPUG00000012310
anser_brachyrhynchus ENSABRG00000012637
anas_platyrhynchos_platyrhynchos ENSAPLG00000014396
gallus_gallus ENSGALG00000009732
