sphenodon_punctatus ENSSPUG00000001787
crocodylus_porosus ENSCPRG00005000032
pelodiscus_sinensis ENSPSIG00000019322
chrysemys_picta_bellii ENSCPBG00000000033
coturnix_japonica ENSCJPG00005000033
meleagris_gallopavo ENSMGAG00000017492
gallus_gallus ENSGALG00000029500
numida_meleagris ENSNMEG00000000033
melopsittacus_undulatus ENSMUNG00000000033
lonchura_striata_domestica ENSLSDG00000000033
taeniopygia_guttata ENSTGUG00000018763
parus_major ENSPMJG00000000033
ficedula_albicollis ENSFALG00000016261
anolis_carolinensis ENSACAG00000028241
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000032
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000032
fukomys_damarensis ENSFDAG00000000032
chinchilla_lanigera ENSCLAG00000000032
cavia_porcellus ENSCPOG00000017429
cavia_porcellus ENSCPOG00000038501
ictidomys_tridecemlineatus ENSSTOG00000029402
ochotona_princeps ENSOPRG00000024320
oryctolagus_cuniculus ENSOCUG00000029112
macaca_mulatta ENSMMUG00000028673
macaca_fascicularis ENSMFAG00000046425
mandrillus_leucophaeus ENSMLEG00000000032
chlorocebus_sabaeus ENSCSAG00000000032
rhinopithecus_bieti ENSRBIG00000000032
rhinopithecus_roxellana ENSRROG00000000032
pan_paniscus ENSPPAG00000000032
pan_troglodytes ENSPTRG00000042651
homo_sapiens ENSG00000198786
gorilla_gorilla ENSGGOG00000022688
pongo_abelii ENSPPYG00000020971
saimiri_boliviensis_boliviensis ENSSBOG00000000032
carlito_syrichta ENSTSYG00000025388
propithecus_coquereli ENSPCOG00000000032
microcebus_murinus ENSMICG00000026565
tursiops_truncatus ENSTTRG00000025406
vicugna_pacos ENSVPAG00000018159
ovis_aries ENSOARG00000000032
capra_hircus ENSCHIG00000000032
bison_bison_bison ENSBBBG00000000033
bos_mutus ENSBMUG00000000033
bos_taurus ENSBTAG00000043563
sus_scrofa ENSSSCG00000018091
ursus_maritimus ENSUMAG00000000032
ailuropoda_melanoleuca ENSAMEG00000023452
neovison_vison ENSNVIG00000022916
canis_lupus_familiaris ENSCAFG00000022739
felis_catus ENSFCAG00000032074
panthera_pardus ENSPPRG00000000032
equus_caballus ENSECAG00000027694
dasypus_novemcinctus ENSDNOG00000046561
tupaia_belangeri ENSTBEG00000021341
procavia_capensis ENSPCAG00000020707
loxodonta_africana ENSLAFG00000033300
echinops_telfairi ENSETEG00000026985
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000032
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013403
cricetulus_griseus_crigri_1.0 ENSCGRG00000000032
mesocricetus_auratus ENSMAUG00000000032
mesocricetus_auratus ENSMAUG00000016175
microtus_ochrogaster ENSMOCG00000000032
rattus_norvegicus ENSRNOG00000029971
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064367
meriones_unguiculatus ENSMUGG00000000033
jaculus_jaculus ENSJJAG00000000032
jaculus_jaculus ENSJJAG00000023535
erinaceus_europaeus ENSEEUG00000023948
octodon_degus ENSODEG00000000067
chinchilla_lanigera ENSCLAG00000004109
sarcophilus_harrisii ENSSHAG00000020451
monodelphis_domestica ENSMODG00000021588
phascolarctos_cinereus ENSPCIG00000030759
ornithorhynchus_anatinus ENSOANG00000019362
ornithorhynchus_anatinus ENSOANG00000009248
cyprinodon_variegatus ENSCVAG00000000033
fundulus_heteroclitus ENSFHEG00000000033
xiphophorus_maculatus ENSXMAG00000020812
poecilia_reticulata ENSPREG00000000033
gasterosteus_aculeatus ENSGACG00000020951
tetraodon_nigroviridis ENSTNIG00000001473
takifugu_rubripes ENSTRUG00000018683
seriola_lalandi_dorsalis ENSSLDG00000000033
seriola_dumerili ENSSDUG00000000033
maylandia_zebra ENSMZEG00005000033
neolamprologus_brichardi ENSNBRG00000000033
amphiprion_ocellaris ENSAOCG00000000033
monopterus_albus ENSMALG00000000033
oryzias_latipes_asm223467v1 ENSORLG00000021779
kryptolebias_marmoratus ENSKMAG00000000033
hippocampus_comes ENSHCOG00000000033
esox_lucius ENSELUG00000000033
pygocentrus_nattereri ENSPNAG00000000033
ictalurus_punctatus ENSIPUG00000000033
scleropages_formosus ENSSFOG00015000033
lepisosteus_oculatus ENSLOCG00000020997
latimeria_chalumnae ENSLACG00000022087
xenopus_tropicalis ENSXETG00000034387
danio_rerio ENSDARG00000063921
cynoglossus_semilaevis ENSCSEG00000000033
petromyzon_marinus ENSPMAG00000013111
ciona_intestinalis ENSCING00000025228
ciona_savignyi ENSCSAVG00000012484
drosophila_melanogaster FBgn0013684
caenorhabditis_elegans_strain_n2 WBGene00010967
