sorex_araneus ENSSARG00000006982
erinaceus_europaeus ENSEEUG00000011990
equus_asinus_asinus ENSEASG00005007967
equus_caballus ENSECAG00000034565
equus_caballus ENSECAG00000017775
equus_asinus_asinus ENSEASG00005007968
ursus_maritimus ENSUMAG00000015369
ursus_americanus ENSUAMG00000023877
ailuropoda_melanoleuca ENSAMEG00000001882
neovison_vison ENSNVIG00000004101
mustela_putorius_furo ENSMPUG00000012887
canis_lupus_familiaris ENSCAFG00000014487
canis_lupus_dingo ENSCAFG00020005703
vulpes_vulpes ENSVVUG00000022223
panthera_pardus ENSPPRG00000009533
panthera_tigris_altaica ENSPTIG00000013152
felis_catus ENSFCAG00000037459
bos_mutus ENSBMUG00000010453
bos_taurus ENSBTAG00000046301
bison_bison_bison ENSBBBG00000018129
ovis_aries ENSOARG00000004497
capra_hircus ENSCHIG00000012835
tursiops_truncatus ENSTTRG00000006301
sus_scrofa ENSSSCG00000024556
pteropus_vampyrus ENSPVAG00000015998
myotis_lucifugus ENSMLUG00000011259
pan_paniscus ENSPPAG00000036966
pan_troglodytes ENSPTRG00000047528
homo_sapiens ENSG00000185219
gorilla_gorilla ENSGGOG00000042586
pongo_abelii ENSPPYG00000013962
nomascus_leucogenys ENSNLEG00000005957
papio_anubis ENSPANG00000025942
theropithecus_gelada ENSTGEG00000013394
mandrillus_leucophaeus ENSMLEG00000018614
cercocebus_atys ENSCATG00000008168
macaca_nemestrina ENSMNEG00000028149
macaca_fascicularis ENSMFAG00000041295
macaca_mulatta ENSMMUG00000022227
chlorocebus_sabaeus ENSCSAG00000016645
colobus_angolensis_palliatus ENSCANG00000035213
piliocolobus_tephrosceles ENSPTEG00000012581
rhinopithecus_roxellana ENSRROG00000031689
rhinopithecus_bieti ENSRBIG00000033586
cebus_capucinus_imitator ENSCCAG00000036117
saimiri_boliviensis_boliviensis ENSSBOG00000032288
callithrix_jacchus ENSCJAG00000001780
aotus_nancymaae ENSANAG00000031872
carlito_syrichta ENSTSYG00000003948
propithecus_coquereli ENSPCOG00000001031
microcebus_murinus ENSMICG00000038112
prolemur_simus ENSPSMG00000022546
otolemur_garnettii ENSOGAG00000028010
tupaia_belangeri ENSTBEG00000014865
castor_canadensis ENSCCNG00000013853
castor_canadensis ENSCCNG00000013849
mus_spicilegus ENSMSIG00000022532
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033994
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047036
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032846
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015712
rattus_norvegicus ENSRNOG00000025554
meriones_unguiculatus ENSMUGG00000008526
cricetulus_griseus_crigri_1.0 ENSCGRG00000007980
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021436
cricetulus_griseus_crigri-picr ENSCGRG00015011638
mesocricetus_auratus ENSMAUG00000022206
peromyscus_maniculatus_bairdii ENSPEMG00000007084
microtus_ochrogaster ENSMOCG00000018079
jaculus_jaculus ENSJJAG00000020739
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013676
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019263
fukomys_damarensis ENSFDAG00000018434
cavia_porcellus ENSCPOG00000032821
cavia_aperea ENSCAPG00000011975
chinchilla_lanigera ENSCLAG00000015169
marmota_marmota_marmota ENSMMMG00000008897
marmota_marmota_marmota ENSMMMG00000008904
urocitellus_parryii ENSUPAG00010011836
urocitellus_parryii ENSUPAG00010011824
spermophilus_dauricus ENSSDAG00000009031
spermophilus_dauricus ENSSDAG00000009042
oryctolagus_cuniculus ENSOCUG00000011175
ochotona_princeps ENSOPRG00000010858
oryctolagus_cuniculus ENSOCUG00000005699
choloepus_hoffmanni ENSCHOG00000004002
dasypus_novemcinctus ENSDNOG00000041040
loxodonta_africana ENSLAFG00000005649
loxodonta_africana ENSLAFG00000027383
echinops_telfairi ENSETEG00000008672
procavia_capensis ENSPCAG00000010764
