taeniopygia_guttata ENSTGUG00000014868
acanthochromis_polyacanthus ENSAPOG00000007021
xenopus_tropicalis ENSXETG00000010202
latimeria_chalumnae ENSLACG00000001943
mola_mola ENSMMOG00000011588
mola_mola ENSMMOG00000017761
takifugu_rubripes ENSTRUG00000010472
tetraodon_nigroviridis ENSTNIG00000015018
labrus_bergylta ENSLBEG00000008137
gasterosteus_aculeatus ENSGACG00000009903
monopterus_albus ENSMALG00000012001
mastacembelus_armatus ENSMAMG00000008818
anabas_testudineus ENSATEG00000023489
seriola_dumerili ENSSDUG00000015196
seriola_lalandi_dorsalis ENSSLDG00000001602
scophthalmus_maximus ENSSMAG00000006302
fundulus_heteroclitus ENSFHEG00000021669
cyprinodon_variegatus ENSCVAG00000009480
xiphophorus_maculatus ENSXMAG00000008274
xiphophorus_couchianus ENSXCOG00000007637
gambusia_affinis ENSGAFG00000007125
poecilia_formosa ENSPFOG00000004588
poecilia_mexicana ENSPMEG00000005258
poecilia_latipinna ENSPLAG00000014022
poecilia_reticulata ENSPREG00000019606
kryptolebias_marmoratus ENSKMAG00000020037
oryzias_latipes_asm223467v1 ENSORLG00000008592
oryzias_latipes_asm223469v1 ENSORLG00015021200
oryzias_latipes_asm223471v1 ENSORLG00020004800
oryzias_melastigma ENSOMEG00000014443
neolamprologus_brichardi ENSNBRG00000019696
neolamprologus_brichardi ENSNBRG00000019725
maylandia_zebra ENSMZEG00005027129
astatotilapia_calliptera ENSACLG00000008672
pundamilia_nyererei ENSPNYG00000015323
haplochromis_burtoni ENSHBUG00000000860
oreochromis_niloticus ENSONIG00000012360
amphilophus_citrinellus ENSACIG00000014270
amphiprion_percula ENSAPEG00000005484
amphiprion_ocellaris ENSAOCG00000022812
acanthochromis_polyacanthus ENSAPOG00000018362
stegastes_partitus ENSSPAG00000004317
hippocampus_comes ENSHCOG00000002312
cynoglossus_semilaevis ENSCSEG00000018402
periophthalmus_magnuspinnatus ENSPMGG00000004499
gadus_morhua ENSGMOG00000011035
esox_lucius ENSELUG00000019644
pygocentrus_nattereri ENSPNAG00000017767
astyanax_mexicanus ENSAMXG00000015276
ictalurus_punctatus ENSIPUG00000014687
danio_rerio ENSDARG00000037559
paramormyrops_kingsleyae ENSPKIG00000007535
scleropages_formosus ENSSFOG00015014366
lepisosteus_oculatus ENSLOCG00000014330
eptatretus_burgeri ENSEBUG00000003711
