monopterus_albus ENSMALG00000014991
mastacembelus_armatus ENSMAMG00000008511
anabas_testudineus ENSATEG00000009587
seriola_lalandi_dorsalis ENSSLDG00000020567
seriola_dumerili ENSSDUG00000022298
maylandia_zebra ENSMZEG00005009652
astatotilapia_calliptera ENSACLG00000026084
pundamilia_nyererei ENSPNYG00000020914
haplochromis_burtoni ENSHBUG00000012258
neolamprologus_brichardi ENSNBRG00000015109
oreochromis_niloticus ENSONIG00000019267
amphilophus_citrinellus ENSACIG00000005929
labrus_bergylta ENSLBEG00000027526
poecilia_latipinna ENSPLAG00000006998
poecilia_formosa ENSPFOG00000000189
poecilia_mexicana ENSPMEG00000002334
poecilia_reticulata ENSPREG00000014402
xiphophorus_maculatus ENSXMAG00000014955
xiphophorus_couchianus ENSXCOG00000004541
gambusia_affinis ENSGAFG00000016754
fundulus_heteroclitus ENSFHEG00000004919
cyprinodon_variegatus ENSCVAG00000017964
kryptolebias_marmoratus ENSKMAG00000007518
oryzias_latipes_asm223467v1 ENSORLG00000025650
oryzias_latipes_asm223471v1 ENSORLG00020007766
oryzias_melastigma ENSOMEG00000009642
amphiprion_ocellaris ENSAOCG00000018289
amphiprion_percula ENSAPEG00000000429
acanthochromis_polyacanthus ENSAPOG00000012316
stegastes_partitus ENSSPAG00000000972
scophthalmus_maximus ENSSMAG00000002490
cynoglossus_semilaevis ENSCSEG00000008982
mola_mola ENSMMOG00000006889
takifugu_rubripes ENSTRUG00000012701
gasterosteus_aculeatus ENSGACG00000004383
periophthalmus_magnuspinnatus ENSPMGG00000017346
pygocentrus_nattereri ENSPNAG00000004674
astyanax_mexicanus ENSAMXG00000001063
ictalurus_punctatus ENSIPUG00000012884
danio_rerio ENSDARG00000054749
esox_lucius ENSELUG00000004720
oryzias_latipes_asm223469v1 ENSORLG00015003888
hippocampus_comes ENSHCOG00000008813
scleropages_formosus ENSSFOG00015019881
paramormyrops_kingsleyae ENSPKIG00000003425
gadus_morhua ENSGMOG00000000828
lepisosteus_oculatus ENSLOCG00000005105
paramormyrops_kingsleyae ENSPKIG00000012893
bos_mutus ENSBMUG00000014152
bison_bison_bison ENSBBBG00000022354
bos_taurus ENSBTAG00000054082
capra_hircus ENSCHIG00000019689
procavia_capensis ENSPCAG00000015185
cricetulus_griseus_crigri_1.0 ENSCGRG00000018438
castor_canadensis ENSCCNG00000027969
dipodomys_ordii ENSDORG00000025582
cavia_porcellus ENSCPOG00000012113
mus_spicilegus ENSMSIG00000027233
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028266
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026655
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025700
rattus_norvegicus ENSRNOG00000009205
cricetulus_griseus_crigri_1.0 ENSCGRG00000002788
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023324
cricetulus_griseus_crigri-picr ENSCGRG00015011277
mesocricetus_auratus ENSMAUG00000012795
peromyscus_maniculatus_bairdii ENSPEMG00000020893
meriones_unguiculatus ENSMUGG00000013530
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027150
microtus_ochrogaster ENSMOCG00000012271
nannospalax_galili ENSNGAG00000012856
jaculus_jaculus ENSJJAG00000012847
otolemur_garnettii ENSOGAG00000002297
chinchilla_lanigera ENSCLAG00000004652
octodon_degus ENSODEG00000002768
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015501
tupaia_belangeri ENSTBEG00000013202
callithrix_jacchus ENSCJAG00000041257
saimiri_boliviensis_boliviensis ENSSBOG00000021024
cebus_capucinus_imitator ENSCCAG00000030573
aotus_nancymaae ENSANAG00000029254
microcebus_murinus ENSMICG00000043046
propithecus_coquereli ENSPCOG00000021421
panthera_pardus ENSPPRG00000022948
panthera_tigris_altaica ENSPTIG00000010739
felis_catus ENSFCAG00000044371
erinaceus_europaeus ENSEEUG00000013164
equus_asinus_asinus ENSEASG00005013229
equus_caballus ENSECAG00000025150
canis_lupus_dingo ENSCAFG00020013723
canis_lupus_familiaris ENSCAFG00000020233
vulpes_vulpes ENSVVUG00000030166
ursus_americanus ENSUAMG00000017919
ursus_maritimus ENSUMAG00000001651
ailuropoda_melanoleuca ENSAMEG00000016200
ovis_aries ENSOARG00000014936
capra_hircus ENSCHIG00000027226
bos_taurus ENSBTAG00000000305
bos_mutus ENSBMUG00000017370
bison_bison_bison ENSBBBG00000023310
sus_scrofa ENSSSCG00000006928
tursiops_truncatus ENSTTRG00000000786
myotis_lucifugus ENSMLUG00000004838
pteropus_vampyrus ENSPVAG00000012550
sorex_araneus ENSSARG00000003442
oryctolagus_cuniculus ENSOCUG00000012639
ochotona_princeps ENSOPRG00000016198
carlito_syrichta ENSTSYG00000005784
neovison_vison ENSNVIG00000010319
mustela_putorius_furo ENSMPUG00000004821
echinops_telfairi ENSETEG00000019554
choloepus_hoffmanni ENSCHOG00000010219
piliocolobus_tephrosceles ENSPTEG00000029626
colobus_angolensis_palliatus ENSCANG00000038070
rhinopithecus_bieti ENSRBIG00000035977
rhinopithecus_roxellana ENSRROG00000031806
cercocebus_atys ENSCATG00000041185
chlorocebus_sabaeus ENSCSAG00000001442
mandrillus_leucophaeus ENSMLEG00000028302
papio_anubis ENSPANG00000010805
theropithecus_gelada ENSTGEG00000021774
macaca_mulatta ENSMMUG00000017383
pan_paniscus ENSPPAG00000039370
pan_troglodytes ENSPTRG00000000929
homo_sapiens ENSG00000143013
gorilla_gorilla ENSGGOG00000000364
pongo_abelii ENSPPYG00000001181
nomascus_leucogenys ENSNLEG00000010195
ictidomys_tridecemlineatus ENSSTOG00000006675
urocitellus_parryii ENSUPAG00010015596
spermophilus_dauricus ENSSDAG00000022847
marmota_marmota_marmota ENSMMMG00000006756
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007538
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004252
fukomys_damarensis ENSFDAG00000010097
prolemur_simus ENSPSMG00000021488
macaca_nemestrina ENSMNEG00000032936
macaca_fascicularis ENSMFAG00000034077
loxodonta_africana ENSLAFG00000017723
dasypus_novemcinctus ENSDNOG00000047628
notamacropus_eugenii ENSMEUG00000002629
phascolarctos_cinereus ENSPCIG00000014498
monodelphis_domestica ENSMODG00000008163
sarcophilus_harrisii ENSSHAG00000010093
ornithorhynchus_anatinus ENSOANG00000001760
chelonoidis_abingdonii ENSCABG00000005026
gopherus_agassizii ENSGAGG00000011211
chrysemys_picta_bellii ENSCPBG00000015663
pelodiscus_sinensis ENSPSIG00000015708
crocodylus_porosus ENSCPRG00005016895
anolis_carolinensis ENSACAG00000029022
