monopterus_albus ENSMALG00000015089
mastacembelus_armatus ENSMAMG00000010276
seriola_lalandi_dorsalis ENSSLDG00000009199
seriola_dumerili ENSSDUG00000005367
scophthalmus_maximus ENSSMAG00000000441
mola_mola ENSMMOG00000002248
labrus_bergylta ENSLBEG00000015555
maylandia_zebra ENSMZEG00005008043
astatotilapia_calliptera ENSACLG00000026409
haplochromis_burtoni ENSHBUG00000005773
pundamilia_nyererei ENSPNYG00000010208
neolamprologus_brichardi ENSNBRG00000003940
amphilophus_citrinellus ENSACIG00000018358
oryzias_melastigma ENSOMEG00000009593
amphiprion_percula ENSAPEG00000004187
amphiprion_ocellaris ENSAOCG00000024075
fundulus_heteroclitus ENSFHEG00000019481
hippocampus_comes ENSHCOG00000014659
periophthalmus_magnuspinnatus ENSPMGG00000019622
paramormyrops_kingsleyae ENSPKIG00000000180
anser_brachyrhynchus ENSABRG00000016914
melopsittacus_undulatus ENSMUNG00000005954
junco_hyemalis ENSJHYG00000009544
sphenodon_punctatus ENSSPUG00000009835
nannospalax_galili ENSNGAG00000007291
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028797
prolemur_simus ENSPSMG00000023417
capra_hircus ENSCHIG00000013662
