homo_sapiens ENSG00000258873
gorilla_gorilla ENSGGOG00000005650
pan_paniscus ENSPPAG00000039466
pan_troglodytes ENSPTRG00000028871
pongo_abelii ENSPPYG00000010457
nomascus_leucogenys ENSNLEG00000010886
cercocebus_atys ENSCATG00000021162
mandrillus_leucophaeus ENSMLEG00000029678
macaca_mulatta ENSMMUG00000007788
macaca_nemestrina ENSMNEG00000034185
macaca_fascicularis ENSMFAG00000043183
papio_anubis ENSPANG00000009357
chlorocebus_sabaeus ENSCSAG00000001657
piliocolobus_tephrosceles ENSPTEG00000001783
colobus_angolensis_palliatus ENSCANG00000015962
rhinopithecus_bieti ENSRBIG00000041652
rhinopithecus_roxellana ENSRROG00000041219
cebus_capucinus_imitator ENSCCAG00000026561
saimiri_boliviensis_boliviensis ENSSBOG00000027835
callithrix_jacchus ENSCJAG00000044990
aotus_nancymaae ENSANAG00000031305
carlito_syrichta ENSTSYG00000014223
propithecus_coquereli ENSPCOG00000028197
microcebus_murinus ENSMICG00000006042
prolemur_simus ENSPSMG00000017449
tupaia_belangeri ENSTBEG00000005321
marmota_marmota_marmota ENSMMMG00000013491
marmota_marmota_marmota ENSMMMG00000013485
urocitellus_parryii ENSUPAG00010017048
urocitellus_parryii ENSUPAG00010017045
spermophilus_dauricus ENSSDAG00000000677
spermophilus_dauricus ENSSDAG00000018719
castor_canadensis ENSCCNG00000005178
oryctolagus_cuniculus ENSOCUG00000011331
ochotona_princeps ENSOPRG00000000440
ovis_aries ENSOARG00000003446
bison_bison_bison ENSBBBG00000006623
tursiops_truncatus ENSTTRG00000014200
vicugna_pacos ENSVPAG00000012208
pteropus_vampyrus ENSPVAG00000003020
ursus_maritimus ENSUMAG00000004208
ailuropoda_melanoleuca ENSAMEG00000004960
canis_lupus_familiaris ENSCAFG00000002431
panthera_pardus ENSPPRG00000012683
panthera_tigris_altaica ENSPTIG00000018463
felis_catus ENSFCAG00000041100
loxodonta_africana ENSLAFG00000030167
echinops_telfairi ENSETEG00000004029
dasypus_novemcinctus ENSDNOG00000046863
dasypus_novemcinctus ENSDNOG00000025505
notamacropus_eugenii ENSMEUG00000003981
