bos_mutus ENSBMUG00000019789
bos_taurus ENSBTAG00000054821
bison_bison_bison ENSBBBG00000019065
capra_hircus ENSCHIG00000022931
sus_scrofa ENSSSCG00000034246
spermophilus_dauricus ENSSDAG00000018115
marmota_marmota_marmota ENSMMMG00000000205
urocitellus_parryii ENSUPAG00010020048
castor_canadensis ENSCCNG00000025783
gorilla_gorilla ENSGGOG00000042321
rhinopithecus_roxellana ENSRROG00000043072
rhinopithecus_roxellana ENSRROG00000037285
rhinopithecus_bieti ENSRBIG00000019741
colobus_angolensis_palliatus ENSCANG00000036929
macaca_nemestrina ENSMNEG00000031727
macaca_fascicularis ENSMFAG00000000662
papio_anubis ENSPANG00000031813
mandrillus_leucophaeus ENSMLEG00000034753
cercocebus_atys ENSCATG00000029327
pan_paniscus ENSPPAG00000039647
pan_troglodytes ENSPTRG00000044315
gorilla_gorilla ENSGGOG00000039115
nomascus_leucogenys ENSNLEG00000030332
cebus_capucinus_imitator ENSCCAG00000026063
cebus_capucinus_imitator ENSCCAG00000031208
aotus_nancymaae ENSANAG00000028899
carlito_syrichta ENSTSYG00000029433
propithecus_coquereli ENSPCOG00000002742
panthera_tigris_altaica ENSPTIG00000008841
ursus_americanus ENSUAMG00000026325
