monopterus_albus ENSMALG00000006929
mastacembelus_armatus ENSMAMG00000018187
anabas_testudineus ENSATEG00000015795
pundamilia_nyererei ENSPNYG00000015330
haplochromis_burtoni ENSHBUG00000002063
maylandia_zebra ENSMZEG00005001540
pundamilia_nyererei ENSPNYG00000001970
maylandia_zebra ENSMZEG00005028370
astatotilapia_calliptera ENSACLG00000027132
haplochromis_burtoni ENSHBUG00000008060
neolamprologus_brichardi ENSNBRG00000020592
amphilophus_citrinellus ENSACIG00000015062
pundamilia_nyererei ENSPNYG00000015890
xiphophorus_couchianus ENSXCOG00000000419
poecilia_reticulata ENSPREG00000019350
cyprinodon_variegatus ENSCVAG00000002503
astatotilapia_calliptera ENSACLG00000004585
pundamilia_nyererei ENSPNYG00000001229
maylandia_zebra ENSMZEG00005013665
haplochromis_burtoni ENSHBUG00000008554
neolamprologus_brichardi ENSNBRG00000019873
amphilophus_citrinellus ENSACIG00000019760
oryzias_latipes_asm223467v1 ENSORLG00000030543
poecilia_mexicana ENSPMEG00000011587
amphiprion_percula ENSAPEG00000020780
amphiprion_percula ENSAPEG00000020548
amphiprion_percula ENSAPEG00000011234
amphiprion_percula ENSAPEG00000011270
amphiprion_percula ENSAPEG00000006773
amphiprion_percula ENSAPEG00000010801
acanthochromis_polyacanthus ENSAPOG00000001364
stegastes_partitus ENSSPAG00000014792
seriola_lalandi_dorsalis ENSSLDG00000004696
seriola_lalandi_dorsalis ENSSLDG00000004755
seriola_dumerili ENSSDUG00000000234
seriola_lalandi_dorsalis ENSSLDG00000022655
seriola_dumerili ENSSDUG00000021559
seriola_lalandi_dorsalis ENSSLDG00000015862
