anas_platyrhynchos_platyrhynchos ENSAPLG00000004974
anser_brachyrhynchus ENSABRG00000011673
coturnix_japonica ENSCJPG00005004947
meleagris_gallopavo ENSMGAG00000004803
gallus_gallus ENSGALG00000034801
meleagris_gallopavo ENSMGAG00000004669
numida_meleagris ENSNMEG00000015186
calidris_pygmaea ENSCPGG00000001732
calidris_pygmaea ENSCPGG00000007312
calidris_pugnax ENSCPUG00000011365
lepidothrix_coronata ENSLCOG00000000049
manacus_vitellinus ENSMVIG00005001387
cyanistes_caeruleus ENSCCEG00000018326
parus_major ENSPMJG00000003109
taeniopygia_guttata ENSTGUG00000000014
taeniopygia_guttata ENSTGUG00000016697
lonchura_striata_domestica ENSLSDG00000004822
serinus_canaria ENSSCAG00000016258
zonotrichia_albicollis ENSZALG00000003081
ficedula_albicollis ENSFALG00000008930
melopsittacus_undulatus ENSMUNG00000011783
apteryx_owenii ENSAOWG00000002104
apteryx_haastii ENSAHAG00000001285
apteryx_rowi ENSARWG00000016180
dromaius_novaehollandiae ENSDNVG00000005049
nothoprocta_perdicaria ENSNPEG00000004149
crocodylus_porosus ENSCPRG00005014780
gopherus_agassizii ENSGAGG00000021881
chelonoidis_abingdonii ENSCABG00000020673
chrysemys_picta_bellii ENSCPBG00000025683
pelodiscus_sinensis ENSPSIG00000007538
anolis_carolinensis ENSACAG00000012007
pogona_vitticeps ENSPVIG00000009829
salvator_merianae ENSSMRG00000000191
sphenodon_punctatus ENSSPUG00000014604
microcebus_murinus ENSMICG00000042121
prolemur_simus ENSPSMG00000018254
propithecus_coquereli ENSPCOG00000024401
otolemur_garnettii ENSOGAG00000016619
saimiri_boliviensis_boliviensis ENSSBOG00000023121
cebus_capucinus_imitator ENSCCAG00000022419
callithrix_jacchus ENSCJAG00000004578
aotus_nancymaae ENSANAG00000036024
pan_paniscus ENSPPAG00000028597
pan_troglodytes ENSPTRG00000010001
homo_sapiens ENSG00000167220
gorilla_gorilla ENSGGOG00000016414
pongo_abelii ENSPPYG00000009139
nomascus_leucogenys ENSNLEG00000036069
macaca_mulatta ENSMMUG00000010999
macaca_fascicularis ENSMFAG00000012951
macaca_nemestrina ENSMNEG00000038574
chlorocebus_sabaeus ENSCSAG00000018007
mandrillus_leucophaeus ENSMLEG00000029998
cercocebus_atys ENSCATG00000035277
rhinopithecus_bieti ENSRBIG00000034951
rhinopithecus_roxellana ENSRROG00000043827
piliocolobus_tephrosceles ENSPTEG00000019871
colobus_angolensis_palliatus ENSCANG00000034140
theropithecus_gelada ENSTGEG00000026539
papio_anubis ENSPANG00000010312
macaca_fascicularis ENSMFAG00000032071
macaca_nemestrina ENSMNEG00000034808
macaca_mulatta ENSMMUG00000046008
papio_anubis ENSPANG00000001841
theropithecus_gelada ENSTGEG00000000323
colobus_angolensis_palliatus ENSCANG00000042119
piliocolobus_tephrosceles ENSPTEG00000018871
rhinopithecus_bieti ENSRBIG00000043790
castor_canadensis ENSCCNG00000013234
dipodomys_ordii ENSDORG00000012417
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025421
mus_spicilegus ENSMSIG00000018790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023326
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022413
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019142
rattus_norvegicus ENSRNOG00000043171
meriones_unguiculatus ENSMUGG00000026009
cricetulus_griseus_crigri_1.0 ENSCGRG00000009512
cricetulus_griseus_crigri-picr ENSCGRG00015024945
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009445
mesocricetus_auratus ENSMAUG00000019526
microtus_ochrogaster ENSMOCG00000008063
peromyscus_maniculatus_bairdii ENSPEMG00000020912
nannospalax_galili ENSNGAG00000000250
jaculus_jaculus ENSJJAG00000020515
cavia_aperea ENSCAPG00000010600
cavia_porcellus ENSCPOG00000030325
chinchilla_lanigera ENSCLAG00000006391
octodon_degus ENSODEG00000018388
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010130
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001289
fukomys_damarensis ENSFDAG00000005893
urocitellus_parryii ENSUPAG00010002679
spermophilus_dauricus ENSSDAG00000005329
ictidomys_tridecemlineatus ENSSTOG00000008527
marmota_marmota_marmota ENSMMMG00000006342
bos_mutus ENSBMUG00000012729
bos_taurus ENSBTAG00000011893
bison_bison_bison ENSBBBG00000010488
ovis_aries ENSOARG00000003542
capra_hircus ENSCHIG00000015973
tursiops_truncatus ENSTTRG00000001018
vicugna_pacos ENSVPAG00000006202
sus_scrofa ENSSSCG00000005771
erinaceus_europaeus ENSEEUG00000012579
equus_caballus ENSECAG00000012664
equus_asinus_asinus ENSEASG00005016104
pteropus_vampyrus ENSPVAG00000017468
canis_lupus_dingo ENSCAFG00020010391
canis_lupus_familiaris ENSCAFG00000017573
vulpes_vulpes ENSVVUG00000028191
mustela_putorius_furo ENSMPUG00000000855
neovison_vison ENSNVIG00000001251
ursus_maritimus ENSUMAG00000002716
ailuropoda_melanoleuca ENSAMEG00000012799
panthera_tigris_altaica ENSPTIG00000019534
panthera_pardus ENSPPRG00000022964
felis_catus ENSFCAG00000002788
tupaia_belangeri ENSTBEG00000006418
myotis_lucifugus ENSMLUG00000004087
loxodonta_africana ENSLAFG00000004419
dasypus_novemcinctus ENSDNOG00000001000
choloepus_hoffmanni ENSCHOG00000009397
oryctolagus_cuniculus ENSOCUG00000006979
carlito_syrichta ENSTSYG00000013360
sorex_araneus ENSSARG00000004149
echinops_telfairi ENSETEG00000012443
procavia_capensis ENSPCAG00000007936
phascolarctos_cinereus ENSPCIG00000006706
notamacropus_eugenii ENSMEUG00000005746
sarcophilus_harrisii ENSSHAG00000004632
monodelphis_domestica ENSMODG00000003374
ornithorhynchus_anatinus ENSOANG00000012019
xenopus_tropicalis ENSXETG00000020183
latimeria_chalumnae ENSLACG00000010509
pygocentrus_nattereri ENSPNAG00000027220
astyanax_mexicanus ENSAMXG00000033439
ictalurus_punctatus ENSIPUG00000024849
danio_rerio ENSDARG00000024728
scleropages_formosus ENSSFOG00015018148
paramormyrops_kingsleyae ENSPKIG00000022879
esox_lucius ENSELUG00000000478
lepisosteus_oculatus ENSLOCG00000012392
amphiprion_ocellaris ENSAOCG00000022853
amphiprion_percula ENSAPEG00000003910
acanthochromis_polyacanthus ENSAPOG00000019851
stegastes_partitus ENSSPAG00000010345
pundamilia_nyererei ENSPNYG00000009906
maylandia_zebra ENSMZEG00005016415
astatotilapia_calliptera ENSACLG00000025397
haplochromis_burtoni ENSHBUG00000022555
neolamprologus_brichardi ENSNBRG00000010691
oreochromis_niloticus ENSONIG00000004113
amphilophus_citrinellus ENSACIG00000023965
xiphophorus_couchianus ENSXCOG00000005182
xiphophorus_maculatus ENSXMAG00000002205
gambusia_affinis ENSGAFG00000004155
poecilia_formosa ENSPFOG00000002151
poecilia_latipinna ENSPLAG00000020450
poecilia_mexicana ENSPMEG00000010794
poecilia_reticulata ENSPREG00000004931
fundulus_heteroclitus ENSFHEG00000005535
cyprinodon_variegatus ENSCVAG00000002528
kryptolebias_marmoratus ENSKMAG00000015086
anabas_testudineus ENSATEG00000000583
monopterus_albus ENSMALG00000006588
scophthalmus_maximus ENSSMAG00000017391
cynoglossus_semilaevis ENSCSEG00000020072
seriola_dumerili ENSSDUG00000019204
seriola_lalandi_dorsalis ENSSLDG00000014216
mola_mola ENSMMOG00000021091
labrus_bergylta ENSLBEG00000021490
gasterosteus_aculeatus ENSGACG00000017824
mastacembelus_armatus ENSMAMG00000005331
oryzias_latipes_asm223471v1 ENSORLG00020009140
oryzias_latipes_asm223469v1 ENSORLG00015022817
oryzias_latipes_asm223467v1 ENSORLG00000011885
oryzias_melastigma ENSOMEG00000020622
hippocampus_comes ENSHCOG00000006602
periophthalmus_magnuspinnatus ENSPMGG00000004963
tetraodon_nigroviridis ENSTNIG00000004710
gadus_morhua ENSGMOG00000013632
petromyzon_marinus ENSPMAG00000001884
ciona_intestinalis ENSCING00000000166
ciona_savignyi ENSCSAVG00000003001
caenorhabditis_elegans_strain_n2 WBGene00019522
drosophila_melanogaster FBgn0032032
