eptatretus_burgeri ENSEBUG00000012967
petromyzon_marinus ENSPMAG00000004112
petromyzon_marinus ENSPMAG00000009760
scophthalmus_maximus ENSSMAG00000019181
cynoglossus_semilaevis ENSCSEG00000020770
poecilia_formosa ENSPFOG00000018877
poecilia_latipinna ENSPLAG00000020241
poecilia_mexicana ENSPMEG00000018892
poecilia_reticulata ENSPREG00000008325
xiphophorus_maculatus ENSXMAG00000017367
xiphophorus_couchianus ENSXCOG00000002258
gambusia_affinis ENSGAFG00000000864
fundulus_heteroclitus ENSFHEG00000023104
cyprinodon_variegatus ENSCVAG00000003569
kryptolebias_marmoratus ENSKMAG00000018441
oryzias_latipes_asm223471v1 ENSORLG00020016138
oryzias_latipes_asm223467v1 ENSORLG00000012003
oryzias_latipes_asm223469v1 ENSORLG00015011024
oryzias_melastigma ENSOMEG00000023290
takifugu_rubripes ENSTRUG00000006023
tetraodon_nigroviridis ENSTNIG00000016396
labrus_bergylta ENSLBEG00000010299
gasterosteus_aculeatus ENSGACG00000013458
mola_mola ENSMMOG00000000160
hippocampus_comes ENSHCOG00000005288
monopterus_albus ENSMALG00000020290
mastacembelus_armatus ENSMAMG00000004775
anabas_testudineus ENSATEG00000017144
seriola_dumerili ENSSDUG00000003651
pundamilia_nyererei ENSPNYG00000023264
haplochromis_burtoni ENSHBUG00000018186
maylandia_zebra ENSMZEG00005001322
astatotilapia_calliptera ENSACLG00000024159
neolamprologus_brichardi ENSNBRG00000022056
oreochromis_niloticus ENSONIG00000005954
amphilophus_citrinellus ENSACIG00000013993
amphiprion_percula ENSAPEG00000009972
amphiprion_ocellaris ENSAOCG00000019087
acanthochromis_polyacanthus ENSAPOG00000015103
stegastes_partitus ENSSPAG00000016448
periophthalmus_magnuspinnatus ENSPMGG00000020843
gadus_morhua ENSGMOG00000013928
esox_lucius ENSELUG00000013217
pygocentrus_nattereri ENSPNAG00000009349
astyanax_mexicanus ENSAMXG00000013465
ictalurus_punctatus ENSIPUG00000002174
danio_rerio ENSDARG00000014532
scleropages_formosus ENSSFOG00015007446
paramormyrops_kingsleyae ENSPKIG00000002195
lepisosteus_oculatus ENSLOCG00000016416
apteryx_owenii ENSAOWG00000003974
apteryx_haastii ENSAHAG00000001418
apteryx_rowi ENSARWG00000005562
dromaius_novaehollandiae ENSDNVG00000015074
anser_brachyrhynchus ENSABRG00000015566
anas_platyrhynchos_platyrhynchos ENSAPLG00000006905
gallus_gallus ENSGALG00000009426
meleagris_gallopavo ENSMGAG00000008913
coturnix_japonica ENSCJPG00005007157
numida_meleagris ENSNMEG00000014738
calidris_pugnax ENSCPUG00000017998
calidris_pygmaea ENSCPGG00000018432
lonchura_striata_domestica ENSLSDG00000010604
serinus_canaria ENSSCAG00000007627
junco_hyemalis ENSJHYG00000003971
zonotrichia_albicollis ENSZALG00000003015
taeniopygia_guttata ENSTGUG00000002668
ficedula_albicollis ENSFALG00000012007
cyanistes_caeruleus ENSCCEG00000015618
parus_major ENSPMJG00000011890
lepidothrix_coronata ENSLCOG00000009524
manacus_vitellinus ENSMVIG00005002110
melopsittacus_undulatus ENSMUNG00000013175
crocodylus_porosus ENSCPRG00005002741
chrysemys_picta_bellii ENSCPBG00000012444
gopherus_agassizii ENSGAGG00000014748
pelodiscus_sinensis ENSPSIG00000005657
chelonoidis_abingdonii ENSCABG00000005164
notechis_scutatus ENSNSUG00000009954
anolis_carolinensis ENSACAG00000002339
pogona_vitticeps ENSPVIG00000014188
salvator_merianae ENSSMRG00000000212
sarcophilus_harrisii ENSSHAG00000008867
notamacropus_eugenii ENSMEUG00000010842
phascolarctos_cinereus ENSPCIG00000029406
monodelphis_domestica ENSMODG00000004774
castor_canadensis ENSCCNG00000022965
dipodomys_ordii ENSDORG00000000982
marmota_marmota_marmota ENSMMMG00000019808
marmota_marmota_marmota ENSMMMG00000024173
spermophilus_dauricus ENSSDAG00000000691
mus_spicilegus ENSMSIG00000016931
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015809
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042901
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015009
mus_spicilegus ENSMSIG00000001156
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028241
rattus_norvegicus ENSRNOG00000058805
meriones_unguiculatus ENSMUGG00000007798
peromyscus_maniculatus_bairdii ENSPEMG00000003676
microtus_ochrogaster ENSMOCG00000014960
mesocricetus_auratus ENSMAUG00000014350
mesocricetus_auratus ENSMAUG00000008373
cricetulus_griseus_crigri-picr ENSCGRG00015009273
cricetulus_griseus_crigri_1.0 ENSCGRG00000011014
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022468
nannospalax_galili ENSNGAG00000000252
jaculus_jaculus ENSJJAG00000023815
jaculus_jaculus ENSJJAG00000015810
jaculus_jaculus ENSJJAG00000017964
oryctolagus_cuniculus ENSOCUG00000017030
oryctolagus_cuniculus ENSOCUG00000002735
ochotona_princeps ENSOPRG00000013902
gorilla_gorilla ENSGGOG00000015289
pan_troglodytes ENSPTRG00000002010
homo_sapiens ENSG00000186063
pongo_abelii ENSPPYG00000000196
nomascus_leucogenys ENSNLEG00000013583
colobus_angolensis_palliatus ENSCANG00000036703
piliocolobus_tephrosceles ENSPTEG00000004203
rhinopithecus_roxellana ENSRROG00000030923
rhinopithecus_bieti ENSRBIG00000039759
theropithecus_gelada ENSTGEG00000005465
cercocebus_atys ENSCATG00000018848
chlorocebus_sabaeus ENSCSAG00000015981
macaca_fascicularis ENSMFAG00000002217
macaca_nemestrina ENSMNEG00000035720
papio_anubis ENSPANG00000010415
macaca_mulatta ENSMMUG00000015025
macaca_nemestrina ENSMNEG00000035645
papio_anubis ENSPANG00000025469
rhinopithecus_roxellana ENSRROG00000036547
rhinopithecus_bieti ENSRBIG00000041645
colobus_angolensis_palliatus ENSCANG00000035248
theropithecus_gelada ENSTGEG00000017125
mandrillus_leucophaeus ENSMLEG00000040278
papio_anubis ENSPANG00000031451
macaca_nemestrina ENSMNEG00000035586
macaca_mulatta ENSMMUG00000045379
macaca_fascicularis ENSMFAG00000033247
saimiri_boliviensis_boliviensis ENSSBOG00000025417
cebus_capucinus_imitator ENSCCAG00000036949
aotus_nancymaae ENSANAG00000020176
carlito_syrichta ENSTSYG00000033534
carlito_syrichta ENSTSYG00000031469
carlito_syrichta ENSTSYG00000031420
