pan_troglodytes ENSPTRG00000018262
pan_paniscus ENSPPAG00000014874
homo_sapiens ENSG00000124490
gorilla_gorilla ENSGGOG00000024118
pongo_abelii ENSPPYG00000016690
nomascus_leucogenys ENSNLEG00000004061
rhinopithecus_bieti ENSRBIG00000037302
rhinopithecus_roxellana ENSRROG00000020649
piliocolobus_tephrosceles ENSPTEG00000008905
macaca_nemestrina ENSMNEG00000030642
macaca_fascicularis ENSMFAG00000037005
papio_anubis ENSPANG00000008643
theropithecus_gelada ENSTGEG00000029714
chlorocebus_sabaeus ENSCSAG00000012852
cercocebus_atys ENSCATG00000031597
mandrillus_leucophaeus ENSMLEG00000041877
colobus_angolensis_palliatus ENSCANG00000034561
cebus_capucinus_imitator ENSCCAG00000035454
saimiri_boliviensis_boliviensis ENSSBOG00000012807
callithrix_jacchus ENSCJAG00000011629
aotus_nancymaae ENSANAG00000022988
propithecus_coquereli ENSPCOG00000011300
prolemur_simus ENSPSMG00000015837
microcebus_murinus ENSMICG00000014964
carlito_syrichta ENSTSYG00000004410
tupaia_belangeri ENSTBEG00000006498
castor_canadensis ENSCCNG00000007426
dipodomys_ordii ENSDORG00000011413
cricetulus_griseus_crigri-picr ENSCGRG00015006758
cricetulus_griseus_crigri_1.0 ENSCGRG00000014632
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007053
mesocricetus_auratus ENSMAUG00000008482
microtus_ochrogaster ENSMOCG00000015071
peromyscus_maniculatus_bairdii ENSPEMG00000022961
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023930
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022527
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021615
mus_spicilegus ENSMSIG00000014915
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020607
rattus_norvegicus ENSRNOG00000013225
meriones_unguiculatus ENSMUGG00000022906
nannospalax_galili ENSNGAG00000000227
jaculus_jaculus ENSJJAG00000018523
ictidomys_tridecemlineatus ENSSTOG00000013131
urocitellus_parryii ENSUPAG00010014702
spermophilus_dauricus ENSSDAG00000006448
marmota_marmota_marmota ENSMMMG00000024618
chinchilla_lanigera ENSCLAG00000009665
octodon_degus ENSODEG00000009452
cavia_porcellus ENSCPOG00000011111
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002624
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006068
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012314
ochotona_princeps ENSOPRG00000014692
oryctolagus_cuniculus ENSOCUG00000022149
ovis_aries ENSOARG00000012436
capra_hircus ENSCHIG00000009328
bos_mutus ENSBMUG00000011665
bos_taurus ENSBTAG00000002166
bison_bison_bison ENSBBBG00000019922
sus_scrofa ENSSSCG00000001736
vicugna_pacos ENSVPAG00000009962
ailuropoda_melanoleuca ENSAMEG00000008761
ursus_maritimus ENSUMAG00000004625
ursus_americanus ENSUAMG00000001090
ailuropoda_melanoleuca ENSAMEG00000008755
neovison_vison ENSNVIG00000024203
mustela_putorius_furo ENSMPUG00000009206
canis_lupus_dingo ENSCAFG00020012945
canis_lupus_familiaris ENSCAFG00000023105
vulpes_vulpes ENSVVUG00000029335
panthera_tigris_altaica ENSPTIG00000007728
panthera_pardus ENSPPRG00000023239
felis_catus ENSFCAG00000028647
ursus_americanus ENSUAMG00000001941
tursiops_truncatus ENSTTRG00000003516
pteropus_vampyrus ENSPVAG00000016072
myotis_lucifugus ENSMLUG00000010302
sorex_araneus ENSSARG00000004065
equus_caballus ENSECAG00000019933
equus_asinus_asinus ENSEASG00005004114
loxodonta_africana ENSLAFG00000005361
procavia_capensis ENSPCAG00000013232
echinops_telfairi ENSETEG00000019974
dasypus_novemcinctus ENSDNOG00000007872
phascolarctos_cinereus ENSPCIG00000019841
sarcophilus_harrisii ENSSHAG00000001880
monodelphis_domestica ENSMODG00000025686
microtus_ochrogaster ENSMOCG00000006213
peromyscus_maniculatus_bairdii ENSPEMG00000029990
myotis_lucifugus ENSMLUG00000026053
notamacropus_eugenii ENSMEUG00000014734
notechis_scutatus ENSNSUG00000001307
xenopus_tropicalis ENSXETG00000011152
xenopus_tropicalis ENSXETG00000011148
salvator_merianae ENSSMRG00000005927
salvator_merianae ENSSMRG00000005909
anolis_carolinensis ENSACAG00000005354
meleagris_gallopavo ENSMGAG00000014249
coturnix_japonica ENSCJPG00005002501
anser_brachyrhynchus ENSABRG00000003661
serinus_canaria ENSSCAG00000014279
junco_hyemalis ENSJHYG00000005792
cyanistes_caeruleus ENSCCEG00000020991
parus_major ENSPMJG00000013003
lonchura_striata_domestica ENSLSDG00000005917
ficedula_albicollis ENSFALG00000012765
manacus_vitellinus ENSMVIG00005000294
lepidothrix_coronata ENSLCOG00000010458
zonotrichia_albicollis ENSZALG00000016395
taeniopygia_guttata ENSTGUG00000013263
melopsittacus_undulatus ENSMUNG00000010580
