scophthalmus_maximus ENSSMAG00000011135
labrus_bergylta ENSLBEG00000014230
poecilia_reticulata ENSPREG00000010578
poecilia_formosa ENSPFOG00000000536
gambusia_affinis ENSGAFG00000003158
xiphophorus_maculatus ENSXMAG00000009292
xiphophorus_couchianus ENSXCOG00000003012
cyprinodon_variegatus ENSCVAG00000012496
hippocampus_comes ENSHCOG00000008667
oryzias_latipes_asm223467v1 ENSORLG00000026579
oryzias_latipes_asm223471v1 ENSORLG00020004485
oryzias_latipes_asm223469v1 ENSORLG00015018097
oryzias_melastigma ENSOMEG00000016010
kryptolebias_marmoratus ENSKMAG00000011983
astatotilapia_calliptera ENSACLG00000017559
pundamilia_nyererei ENSPNYG00000021811
maylandia_zebra ENSMZEG00005020076
haplochromis_burtoni ENSHBUG00000009696
amphiprion_ocellaris ENSAOCG00000020299
amphiprion_percula ENSAPEG00000024780
acanthochromis_polyacanthus ENSAPOG00000022874
tetraodon_nigroviridis ENSTNIG00000013540
takifugu_rubripes ENSTRUG00000017512
mola_mola ENSMMOG00000019301
gasterosteus_aculeatus ENSGACG00000005586
seriola_lalandi_dorsalis ENSSLDG00000008146
seriola_dumerili ENSSDUG00000010344
mastacembelus_armatus ENSMAMG00000018495
periophthalmus_magnuspinnatus ENSPMGG00000022802
danio_rerio ENSDARG00000063636
monodelphis_domestica ENSMODG00000028609
petromyzon_marinus ENSPMAG00000002115
cynoglossus_semilaevis ENSCSEG00000008238
eptatretus_burgeri ENSEBUG00000005516
drosophila_melanogaster FBgn0001970
ciona_savignyi ENSCSAVG00000008775
ciona_intestinalis ENSCING00000022778
caenorhabditis_elegans_strain_n2 WBGene00001636
