anas_platyrhynchos_platyrhynchos ENSAPLG00000009674
anser_brachyrhynchus ENSABRG00000016811
gallus_gallus ENSGALG00000029195
meleagris_gallopavo ENSMGAG00000009538
coturnix_japonica ENSCJPG00005020881
numida_meleagris ENSNMEG00000000636
lepidothrix_coronata ENSLCOG00000010465
manacus_vitellinus ENSMVIG00005017848
taeniopygia_guttata ENSTGUG00000000062
lonchura_striata_domestica ENSLSDG00000017391
serinus_canaria ENSSCAG00000002196
cyanistes_caeruleus ENSCCEG00000002692
parus_major ENSPMJG00000006112
junco_hyemalis ENSJHYG00000007272
zonotrichia_albicollis ENSZALG00000014700
ficedula_albicollis ENSFALG00000003301
calidris_pugnax ENSCPUG00000007111
calidris_pygmaea ENSCPGG00000013275
melopsittacus_undulatus ENSMUNG00000004003
apteryx_owenii ENSAOWG00000006759
apteryx_haastii ENSAHAG00000017950
apteryx_rowi ENSARWG00000001802
dromaius_novaehollandiae ENSDNVG00000011394
nothoprocta_perdicaria ENSNPEG00000003914
crocodylus_porosus ENSCPRG00005008085
gopherus_agassizii ENSGAGG00000002545
chelonoidis_abingdonii ENSCABG00000013883
chrysemys_picta_bellii ENSCPBG00000018970
pelodiscus_sinensis ENSPSIG00000010168
anolis_carolinensis ENSACAG00000014420
pogona_vitticeps ENSPVIG00000007865
salvator_merianae ENSSMRG00000018063
notechis_scutatus ENSNSUG00000010334
sphenodon_punctatus ENSSPUG00000013625
ornithorhynchus_anatinus ENSOANG00000019918
xenopus_tropicalis ENSXETG00000012715
ursus_americanus ENSUAMG00000016841
ursus_maritimus ENSUMAG00000010054
ailuropoda_melanoleuca ENSAMEG00000003153
neovison_vison ENSNVIG00000010548
mustela_putorius_furo ENSMPUG00000007797
canis_lupus_dingo ENSCAFG00020024792
canis_lupus_familiaris ENSCAFG00000006592
vulpes_vulpes ENSVVUG00000021220
panthera_pardus ENSPPRG00000011494
panthera_tigris_altaica ENSPTIG00000012579
felis_catus ENSFCAG00000008247
pteropus_vampyrus ENSPVAG00000005821
equus_asinus_asinus ENSEASG00005020638
equus_caballus ENSECAG00000014935
tursiops_truncatus ENSTTRG00000012733
vicugna_pacos ENSVPAG00000000562
bos_mutus ENSBMUG00000010015
bos_taurus ENSBTAG00000000626
bison_bison_bison ENSBBBG00000010158
ovis_aries ENSOARG00000003419
capra_hircus ENSCHIG00000013513
sus_scrofa ENSSSCG00000014418
otolemur_garnettii ENSOGAG00000013862
loxodonta_africana ENSLAFG00000013013
pan_paniscus ENSPPAG00000028058
homo_sapiens ENSG00000169302
pongo_abelii ENSPPYG00000015914
nomascus_leucogenys ENSNLEG00000009958
macaca_fascicularis ENSMFAG00000006335
macaca_mulatta ENSMMUG00000019290
macaca_nemestrina ENSMNEG00000043198
mandrillus_leucophaeus ENSMLEG00000002240
cercocebus_atys ENSCATG00000045132
chlorocebus_sabaeus ENSCSAG00000012228
