poecilia_formosa ENSPFOG00000022507
poecilia_latipinna ENSPLAG00000004884
poecilia_mexicana ENSPMEG00000017333
poecilia_reticulata ENSPREG00000015296
gambusia_affinis ENSGAFG00000007143
xiphophorus_maculatus ENSXMAG00000026662
xiphophorus_couchianus ENSXCOG00000005910
fundulus_heteroclitus ENSFHEG00000000941
cyprinodon_variegatus ENSCVAG00000002456
kryptolebias_marmoratus ENSKMAG00000002942
oryzias_latipes_asm223469v1 ENSORLG00015014800
oryzias_latipes_asm223467v1 ENSORLG00000014806
oryzias_latipes_asm223471v1 ENSORLG00020008807
oryzias_melastigma ENSOMEG00000011016
cynoglossus_semilaevis ENSCSEG00000004704
mola_mola ENSMMOG00000018614
labrus_bergylta ENSLBEG00000007840
gasterosteus_aculeatus ENSGACG00000013565
amphiprion_ocellaris ENSAOCG00000006141
amphiprion_percula ENSAPEG00000006140
acanthochromis_polyacanthus ENSAPOG00000000221
stegastes_partitus ENSSPAG00000006867
maylandia_zebra ENSMZEG00005001653
astatotilapia_calliptera ENSACLG00000021048
pundamilia_nyererei ENSPNYG00000023663
haplochromis_burtoni ENSHBUG00000006368
neolamprologus_brichardi ENSNBRG00000007344
oreochromis_niloticus ENSONIG00000010459
amphilophus_citrinellus ENSACIG00000010430
seriola_lalandi_dorsalis ENSSLDG00000011673
seriola_dumerili ENSSDUG00000022101
scophthalmus_maximus ENSSMAG00000015054
mastacembelus_armatus ENSMAMG00000003309
monopterus_albus ENSMALG00000014893
anabas_testudineus ENSATEG00000004473
tetraodon_nigroviridis ENSTNIG00000014394
takifugu_rubripes ENSTRUG00000008071
gadus_morhua ENSGMOG00000002867
esox_lucius ENSELUG00000006961
pygocentrus_nattereri ENSPNAG00000008302
astyanax_mexicanus ENSAMXG00000029504
ictalurus_punctatus ENSIPUG00000003877
danio_rerio ENSDARG00000030058
paramormyrops_kingsleyae ENSPKIG00000000606
scleropages_formosus ENSSFOG00015013184
lepisosteus_oculatus ENSLOCG00000005064
paramormyrops_kingsleyae ENSPKIG00000023984
scleropages_formosus ENSSFOG00015022193
calidris_pygmaea ENSCPGG00000015915
calidris_pugnax ENSCPUG00000011565
melopsittacus_undulatus ENSMUNG00000001214
anser_brachyrhynchus ENSABRG00000019653
anas_platyrhynchos_platyrhynchos ENSAPLG00000008848
lepidothrix_coronata ENSLCOG00000009448
manacus_vitellinus ENSMVIG00005014747
parus_major ENSPMJG00000019832
cyanistes_caeruleus ENSCCEG00000015949
lonchura_striata_domestica ENSLSDG00000008819
taeniopygia_guttata ENSTGUG00000007802
junco_hyemalis ENSJHYG00000014972
zonotrichia_albicollis ENSZALG00000011825
serinus_canaria ENSSCAG00000011204
ficedula_albicollis ENSFALG00000005474
meleagris_gallopavo ENSMGAG00000007617
gallus_gallus ENSGALG00000005285
coturnix_japonica ENSCJPG00005017390
numida_meleagris ENSNMEG00000009130
apteryx_haastii ENSAHAG00000007204
apteryx_owenii ENSAOWG00000015679
apteryx_rowi ENSARWG00000016211
dromaius_novaehollandiae ENSDNVG00000017589
nothoprocta_perdicaria ENSNPEG00000010607
crocodylus_porosus ENSCPRG00005010723
chelonoidis_abingdonii ENSCABG00000004340
gopherus_agassizii ENSGAGG00000006180
chrysemys_picta_bellii ENSCPBG00000009389
pelodiscus_sinensis ENSPSIG00000017594
sphenodon_punctatus ENSSPUG00000016677
pogona_vitticeps ENSPVIG00000020516
anolis_carolinensis ENSACAG00000001033
notechis_scutatus ENSNSUG00000010016
salvator_merianae ENSSMRG00000014974
xenopus_tropicalis ENSXETG00000010718
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000094
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017755
mus_spicilegus ENSMSIG00000010313
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016910
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018040
rattus_norvegicus ENSRNOG00000003544
meriones_unguiculatus ENSMUGG00000008207
peromyscus_maniculatus_bairdii ENSPEMG00000008410
microtus_ochrogaster ENSMOCG00000011773
cricetulus_griseus_crigri_1.0 ENSCGRG00000013196
cricetulus_griseus_crigri-picr ENSCGRG00015008445
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003392
mesocricetus_auratus ENSMAUG00000007932
nannospalax_galili ENSNGAG00000015513
jaculus_jaculus ENSJJAG00000015943
urocitellus_parryii ENSUPAG00010011016
ictidomys_tridecemlineatus ENSSTOG00000009394
spermophilus_dauricus ENSSDAG00000018723
marmota_marmota_marmota ENSMMMG00000019951
castor_canadensis ENSCCNG00000025270
dipodomys_ordii ENSDORG00000008085
chinchilla_lanigera ENSCLAG00000014788
octodon_degus ENSODEG00000013955
cavia_aperea ENSCAPG00000015668
cavia_porcellus ENSCPOG00000030380
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010229
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002884
fukomys_damarensis ENSFDAG00000002992
oryctolagus_cuniculus ENSOCUG00000010834
ochotona_princeps ENSOPRG00000012257
propithecus_coquereli ENSPCOG00000006143
microcebus_murinus ENSMICG00000016673
prolemur_simus ENSPSMG00000012454
otolemur_garnettii ENSOGAG00000007474
homo_sapiens ENSG00000121075
gorilla_gorilla ENSGGOG00000013904
pan_paniscus ENSPPAG00000038997
pan_troglodytes ENSPTRG00000009491
pongo_abelii ENSPPYG00000008800
nomascus_leucogenys ENSNLEG00000000427
piliocolobus_tephrosceles ENSPTEG00000038039
colobus_angolensis_palliatus ENSCANG00000031443
rhinopithecus_bieti ENSRBIG00000032335
rhinopithecus_roxellana ENSRROG00000029660
papio_anubis ENSPANG00000022155
theropithecus_gelada ENSTGEG00000020138
chlorocebus_sabaeus ENSCSAG00000005933
macaca_mulatta ENSMMUG00000022580
macaca_nemestrina ENSMNEG00000031407
macaca_fascicularis ENSMFAG00000000637
cercocebus_atys ENSCATG00000037211
mandrillus_leucophaeus ENSMLEG00000040469
cebus_capucinus_imitator ENSCCAG00000038083
callithrix_jacchus ENSCJAG00000001281
saimiri_boliviensis_boliviensis ENSSBOG00000027122
aotus_nancymaae ENSANAG00000037206
carlito_syrichta ENSTSYG00000002965
tupaia_belangeri ENSTBEG00000016097
ursus_maritimus ENSUMAG00000022274
ursus_americanus ENSUAMG00000001196
ailuropoda_melanoleuca ENSAMEG00000008802
neovison_vison ENSNVIG00000001674
mustela_putorius_furo ENSMPUG00000015166
canis_lupus_familiaris ENSCAFG00000017740
canis_lupus_dingo ENSCAFG00020001821
vulpes_vulpes ENSVVUG00000018197
panthera_pardus ENSPPRG00000004161
panthera_tigris_altaica ENSPTIG00000011149
felis_catus ENSFCAG00000026664
equus_asinus_asinus ENSEASG00005002225
equus_caballus ENSECAG00000024414
pteropus_vampyrus ENSPVAG00000016866
myotis_lucifugus ENSMLUG00000011682
bos_taurus ENSBTAG00000009968
bos_mutus ENSBMUG00000005499
bison_bison_bison ENSBBBG00000013452
capra_hircus ENSCHIG00000020604
ovis_aries ENSOARG00000016309
sus_scrofa ENSSSCG00000022980
vicugna_pacos ENSVPAG00000011101
tursiops_truncatus ENSTTRG00000004552
erinaceus_europaeus ENSEEUG00000009722
sorex_araneus ENSSARG00000010307
loxodonta_africana ENSLAFG00000006608
