meleagris_gallopavo ENSMGAG00000001416
numida_meleagris ENSNMEG00000004845
taeniopygia_guttata ENSTGUG00000013969
serinus_canaria ENSSCAG00000001138
zonotrichia_albicollis ENSZALG00000002972
parus_major ENSPMJG00000013294
manacus_vitellinus ENSMVIG00005000406
lepidothrix_coronata ENSLCOG00000003450
anas_platyrhynchos_platyrhynchos ENSAPLG00000000898
apteryx_rowi ENSARWG00000005956
apteryx_haastii ENSAHAG00000014480
apteryx_owenii ENSAOWG00000008705
chelonoidis_abingdonii ENSCABG00000018193
gallus_gallus ENSGALG00000037241
pelodiscus_sinensis ENSPSIG00000006026
anolis_carolinensis ENSACAG00000002793
panthera_tigris_altaica ENSPTIG00000013292
oryctolagus_cuniculus ENSOCUG00000010687
myotis_lucifugus ENSMLUG00000017513
sus_scrofa ENSSSCG00000020749
capra_hircus ENSCHIG00000022537
mustela_putorius_furo ENSMPUG00000007154
neovison_vison ENSNVIG00000004507
ursus_americanus ENSUAMG00000024491
vulpes_vulpes ENSVVUG00000027017
equus_caballus ENSECAG00000011806
equus_asinus_asinus ENSEASG00005021626
propithecus_coquereli ENSPCOG00000023574
otolemur_garnettii ENSOGAG00000005697
chlorocebus_sabaeus ENSCSAG00000000732
piliocolobus_tephrosceles ENSPTEG00000012692
pongo_abelii ENSPPYG00000001953
castor_canadensis ENSCCNG00000027910
dipodomys_ordii ENSDORG00000005922
cricetulus_griseus_crigri_1.0 ENSCGRG00000003689
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003486
cricetulus_griseus_crigri-picr ENSCGRG00015010301
mesocricetus_auratus ENSMAUG00000011947
microtus_ochrogaster ENSMOCG00000014027
peromyscus_maniculatus_bairdii ENSPEMG00000020783
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026858
mus_spicilegus ENSMSIG00000014214
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027851
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029206
rattus_norvegicus ENSRNOG00000011550
meriones_unguiculatus ENSMUGG00000007994
nannospalax_galili ENSNGAG00000019091
jaculus_jaculus ENSJJAG00000017395
cavia_porcellus ENSCPOG00000002893
cavia_aperea ENSCAPG00000005759
chinchilla_lanigera ENSCLAG00000011302
octodon_degus ENSODEG00000010109
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018215
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013170
fukomys_damarensis ENSFDAG00000013891
marmota_marmota_marmota ENSMMMG00000018161
spermophilus_dauricus ENSSDAG00000023640
urocitellus_parryii ENSUPAG00010010857
ictidomys_tridecemlineatus ENSSTOG00000013758
ursus_maritimus ENSUMAG00000024180
canis_lupus_dingo ENSCAFG00020008857
propithecus_coquereli ENSPCOG00000017845
notechis_scutatus ENSNSUG00000018687
gambusia_affinis ENSGAFG00000012483
poecilia_formosa ENSPFOG00000013731
fundulus_heteroclitus ENSFHEG00000022773
maylandia_zebra ENSMZEG00005014009
oreochromis_niloticus ENSONIG00000014302
amphiprion_ocellaris ENSAOCG00000006676
takifugu_rubripes ENSTRUG00000021054
labrus_bergylta ENSLBEG00000024822
poecilia_reticulata ENSPREG00000005906
scleropages_formosus ENSSFOG00015007115
anser_brachyrhynchus ENSABRG00000005628
dromaius_novaehollandiae ENSDNVG00000018026
calidris_pygmaea ENSCPGG00000012931
chrysemys_picta_bellii ENSCPBG00000019373
sarcophilus_harrisii ENSSHAG00000018605
latimeria_chalumnae ENSLACG00000009496
oryzias_melastigma ENSOMEG00000021353
oryzias_latipes_asm223469v1 ENSORLG00015015506
xiphophorus_couchianus ENSXCOG00000013519
esox_lucius ENSELUG00000011457
paramormyrops_kingsleyae ENSPKIG00000013974
taeniopygia_guttata ENSTGUG00000002658
junco_hyemalis ENSJHYG00000012488
ficedula_albicollis ENSFALG00000009703
nothoprocta_perdicaria ENSNPEG00000005775
lonchura_striata_domestica ENSLSDG00000006164
cyanistes_caeruleus ENSCCEG00000004229
gopherus_agassizii ENSGAGG00000013039
sphenodon_punctatus ENSSPUG00000010407
xenopus_tropicalis ENSXETG00000002894
pygocentrus_nattereri ENSPNAG00000018125
danio_rerio ENSDARG00000062134
anabas_testudineus ENSATEG00000024969
mastacembelus_armatus ENSMAMG00000015088
tetraodon_nigroviridis ENSTNIG00000014799
cynoglossus_semilaevis ENSCSEG00000021655
haplochromis_burtoni ENSHBUG00000015633
astatotilapia_calliptera ENSACLG00000016338
kryptolebias_marmoratus ENSKMAG00000009873
astyanax_mexicanus ENSAMXG00000003828
pygocentrus_nattereri ENSPNAG00000027484
ovis_aries ENSOARG00000013885
canis_lupus_familiaris ENSCAFG00000019524
dasypus_novemcinctus ENSDNOG00000039844
monodelphis_domestica ENSMODG00000006380
ornithorhynchus_anatinus ENSOANG00000008263
phascolarctos_cinereus ENSPCIG00000028321
loxodonta_africana ENSLAFG00000015930
salvator_merianae ENSSMRG00000007756
pogona_vitticeps ENSPVIG00000020045
crocodylus_porosus ENSCPRG00005011911
melopsittacus_undulatus ENSMUNG00000013618
bos_mutus ENSBMUG00000000324
bos_taurus ENSBTAG00000008125
bison_bison_bison ENSBBBG00000018996
tursiops_truncatus ENSTTRG00000010442
felis_catus ENSFCAG00000006318
panthera_pardus ENSPPRG00000023319
ailuropoda_melanoleuca ENSAMEG00000009963
pteropus_vampyrus ENSPVAG00000009770
erinaceus_europaeus ENSEEUG00000002714
rhinopithecus_roxellana ENSRROG00000044539
rhinopithecus_bieti ENSRBIG00000032665
colobus_angolensis_palliatus ENSCANG00000035774
macaca_mulatta ENSMMUG00000016837
macaca_fascicularis ENSMFAG00000035522
macaca_nemestrina ENSMNEG00000005434
mandrillus_leucophaeus ENSMLEG00000032567
papio_anubis ENSPANG00000008514
theropithecus_gelada ENSTGEG00000014878
cercocebus_atys ENSCATG00000037349
pan_troglodytes ENSPTRG00000052739
pan_paniscus ENSPPAG00000027250
homo_sapiens ENSG00000069424
gorilla_gorilla ENSGGOG00000000707
nomascus_leucogenys ENSNLEG00000010301
cebus_capucinus_imitator ENSCCAG00000030976
saimiri_boliviensis_boliviensis ENSSBOG00000026250
callithrix_jacchus ENSCJAG00000000086
aotus_nancymaae ENSANAG00000026756
carlito_syrichta ENSTSYG00000036767
prolemur_simus ENSPSMG00000022584
microcebus_murinus ENSMICG00000017861
ochotona_princeps ENSOPRG00000004270
tupaia_belangeri ENSTBEG00000006200
procavia_capensis ENSPCAG00000000582
notamacropus_eugenii ENSMEUG00000008720
echinops_telfairi ENSETEG00000012155
calidris_pugnax ENSCPUG00000017609
gadus_morhua ENSGMOG00000008348
neolamprologus_brichardi ENSNBRG00000020993
pundamilia_nyererei ENSPNYG00000018518
acanthochromis_polyacanthus ENSAPOG00000005988
acanthochromis_polyacanthus ENSAPOG00000012227
acanthochromis_polyacanthus ENSAPOG00000005890
amphiprion_percula ENSAPEG00000004655
amphilophus_citrinellus ENSACIG00000008063
poecilia_mexicana ENSPMEG00000000040
poecilia_latipinna ENSPLAG00000009171
seriola_dumerili ENSSDUG00000015237
cyprinodon_variegatus ENSCVAG00000012097
labrus_bergylta ENSLBEG00000012255
tetraodon_nigroviridis ENSTNIG00000002486
oryzias_latipes_asm223471v1 ENSORLG00020001811
oryzias_latipes_asm223469v1 ENSORLG00015014715
oryzias_latipes_asm223467v1 ENSORLG00000026958
oryzias_melastigma ENSOMEG00000022219
poecilia_mexicana ENSPMEG00000017273
poecilia_latipinna ENSPLAG00000006544
poecilia_formosa ENSPFOG00000016275
poecilia_reticulata ENSPREG00000009258
xiphophorus_maculatus ENSXMAG00000007677
xiphophorus_couchianus ENSXCOG00000011999
gambusia_affinis ENSGAFG00000013114
maylandia_zebra ENSMZEG00005027713
pundamilia_nyererei ENSPNYG00000018824
astatotilapia_calliptera ENSACLG00000004822
neolamprologus_brichardi ENSNBRG00000021425
amphilophus_citrinellus ENSACIG00000018462
amphiprion_ocellaris ENSAOCG00000007278
amphiprion_percula ENSAPEG00000015030
acanthochromis_polyacanthus ENSAPOG00000009461
stegastes_partitus ENSSPAG00000015941
mola_mola ENSMMOG00000017545
seriola_dumerili ENSSDUG00000001045
seriola_lalandi_dorsalis ENSSLDG00000024718
scophthalmus_maximus ENSSMAG00000003073
astyanax_mexicanus ENSAMXG00000043478
ictalurus_punctatus ENSIPUG00000019536
paramormyrops_kingsleyae ENSPKIG00000011857
scleropages_formosus ENSSFOG00015011638
danio_rerio ENSDARG00000087247
ictalurus_punctatus ENSIPUG00000003250
oryzias_latipes_asm223471v1 ENSORLG00020019660
oryzias_latipes_asm223467v1 ENSORLG00000004327
xiphophorus_maculatus ENSXMAG00000017253
stegastes_partitus ENSSPAG00000007628
periophthalmus_magnuspinnatus ENSPMGG00000013456
hippocampus_comes ENSHCOG00000020126
mola_mola ENSMMOG00000010758
gasterosteus_aculeatus ENSGACG00000001693
monopterus_albus ENSMALG00000007437
seriola_lalandi_dorsalis ENSSLDG00000004701
scophthalmus_maximus ENSSMAG00000014528
gadus_morhua ENSGMOG00000001504
esox_lucius ENSELUG00000006605
lepisosteus_oculatus ENSLOCG00000003792
eptatretus_burgeri ENSEBUG00000015701
