taeniopygia_guttata ENSTGUG00000013318
lonchura_striata_domestica ENSLSDG00000011972
serinus_canaria ENSSCAG00000011676
zonotrichia_albicollis ENSZALG00000017381
junco_hyemalis ENSJHYG00000010038
ficedula_albicollis ENSFALG00000004734
cyanistes_caeruleus ENSCCEG00000013907
parus_major ENSPMJG00000007323
manacus_vitellinus ENSMVIG00005013346
lepidothrix_coronata ENSLCOG00000005538
melopsittacus_undulatus ENSMUNG00000001943
calidris_pugnax ENSCPUG00000005934
calidris_pygmaea ENSCPGG00000005671
anser_brachyrhynchus ENSABRG00000012579
anas_platyrhynchos_platyrhynchos ENSAPLG00000021371
gallus_gallus ENSGALG00000014466
coturnix_japonica ENSCJPG00005016732
meleagris_gallopavo ENSMGAG00000014103
numida_meleagris ENSNMEG00000016895
apteryx_owenii ENSAOWG00000011060
apteryx_haastii ENSAHAG00000012870
apteryx_rowi ENSARWG00000004698
dromaius_novaehollandiae ENSDNVG00000017189
nothoprocta_perdicaria ENSNPEG00000007039
crocodylus_porosus ENSCPRG00005005804
gopherus_agassizii ENSGAGG00000021427
chelonoidis_abingdonii ENSCABG00000011787
chrysemys_picta_bellii ENSCPBG00000027702
pelodiscus_sinensis ENSPSIG00000015128
anolis_carolinensis ENSACAG00000006078
pogona_vitticeps ENSPVIG00000012405
salvator_merianae ENSSMRG00000019109
ochotona_princeps ENSOPRG00000004807
dipodomys_ordii ENSDORG00000024889
oryctolagus_cuniculus ENSOCUG00000003749
carlito_syrichta ENSTSYG00000028349
dasypus_novemcinctus ENSDNOG00000037888
propithecus_coquereli ENSPCOG00000015290
microcebus_murinus ENSMICG00000026350
prolemur_simus ENSPSMG00000016352
otolemur_garnettii ENSOGAG00000034013
pan_paniscus ENSPPAG00000028216
pan_troglodytes ENSPTRG00000004585
homo_sapiens ENSG00000139200
gorilla_gorilla ENSGGOG00000016057
pongo_abelii ENSPPYG00000004197
nomascus_leucogenys ENSNLEG00000032075
macaca_fascicularis ENSMFAG00000001518
macaca_nemestrina ENSMNEG00000033631
mandrillus_leucophaeus ENSMLEG00000041991
cercocebus_atys ENSCATG00000035419
papio_anubis ENSPANG00000019209
theropithecus_gelada ENSTGEG00000008574
colobus_angolensis_palliatus ENSCANG00000042864
rhinopithecus_roxellana ENSRROG00000034978
rhinopithecus_bieti ENSRBIG00000036733
chlorocebus_sabaeus ENSCSAG00000010351
piliocolobus_tephrosceles ENSPTEG00000037588
saimiri_boliviensis_boliviensis ENSSBOG00000022052
cebus_capucinus_imitator ENSCCAG00000029227
callithrix_jacchus ENSCJAG00000007910
aotus_nancymaae ENSANAG00000026580
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015100
cricetulus_griseus_crigri_1.0 ENSCGRG00000018347
cricetulus_griseus_crigri-picr ENSCGRG00015002908
mesocricetus_auratus ENSMAUG00000020708
peromyscus_maniculatus_bairdii ENSPEMG00000013120
microtus_ochrogaster ENSMOCG00000012046
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030329
mus_spicilegus ENSMSIG00000005454
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029906
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028864
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022624
rattus_norvegicus ENSRNOG00000017052
meriones_unguiculatus ENSMUGG00000012589
nannospalax_galili ENSNGAG00000013944
jaculus_jaculus ENSJJAG00000000549
chinchilla_lanigera ENSCLAG00000016394
octodon_degus ENSODEG00000002502
cavia_porcellus ENSCPOG00000000349
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007565
fukomys_damarensis ENSFDAG00000018119
ictidomys_tridecemlineatus ENSSTOG00000028660
spermophilus_dauricus ENSSDAG00000016564
urocitellus_parryii ENSUPAG00010012361
marmota_marmota_marmota ENSMMMG00000017119
castor_canadensis ENSCCNG00000025347
pteropus_vampyrus ENSPVAG00000011443
myotis_lucifugus ENSMLUG00000004845
equus_asinus_asinus ENSEASG00005016141
equus_caballus ENSECAG00000015893
ursus_americanus ENSUAMG00000022893
ursus_maritimus ENSUMAG00000005067
ailuropoda_melanoleuca ENSAMEG00000014112
neovison_vison ENSNVIG00000024637
mustela_putorius_furo ENSMPUG00000016836
canis_lupus_dingo ENSCAFG00020002942
canis_lupus_familiaris ENSCAFG00000014717
vulpes_vulpes ENSVVUG00000011301
panthera_pardus ENSPPRG00000007131
panthera_tigris_altaica ENSPTIG00000013952
felis_catus ENSFCAG00000024891
bos_mutus ENSBMUG00000009210
bos_taurus ENSBTAG00000001099
bison_bison_bison ENSBBBG00000008904
capra_hircus ENSCHIG00000017399
ovis_aries ENSOARG00000006918
sus_scrofa ENSSSCG00000000692
tursiops_truncatus ENSTTRG00000011756
procavia_capensis ENSPCAG00000013004
loxodonta_africana ENSLAFG00000025728
phascolarctos_cinereus ENSPCIG00000001968
notamacropus_eugenii ENSMEUG00000009601
sarcophilus_harrisii ENSSHAG00000015440
monodelphis_domestica ENSMODG00000018107
ornithorhynchus_anatinus ENSOANG00000003859
xenopus_tropicalis ENSXETG00000031467
latimeria_chalumnae ENSLACG00000011197
