drosophila_melanogaster FBgn0052076
caenorhabditis_elegans_strain_n2 WBGene00007043
petromyzon_marinus ENSPMAG00000001915
eptatretus_burgeri ENSEBUG00000006335
scleropages_formosus ENSSFOG00015021190
paramormyrops_kingsleyae ENSPKIG00000002907
pygocentrus_nattereri ENSPNAG00000029411
astyanax_mexicanus ENSAMXG00000034733
ictalurus_punctatus ENSIPUG00000009751
danio_rerio ENSDARG00000053917
xiphophorus_couchianus ENSXCOG00000015100
xiphophorus_maculatus ENSXMAG00000006682
gambusia_affinis ENSGAFG00000013277
poecilia_formosa ENSPFOG00000008092
poecilia_mexicana ENSPMEG00000000073
poecilia_latipinna ENSPLAG00000008515
poecilia_reticulata ENSPREG00000007949
fundulus_heteroclitus ENSFHEG00000003201
cyprinodon_variegatus ENSCVAG00000001379
kryptolebias_marmoratus ENSKMAG00000008444
oryzias_latipes_asm223471v1 ENSORLG00020006742
oryzias_latipes_asm223469v1 ENSORLG00015003862
oryzias_latipes_asm223467v1 ENSORLG00000019038
oryzias_melastigma ENSOMEG00000015598
amphiprion_ocellaris ENSAOCG00000017174
amphiprion_percula ENSAPEG00000008990
acanthochromis_polyacanthus ENSAPOG00000014526
stegastes_partitus ENSSPAG00000021859
haplochromis_burtoni ENSHBUG00000023353
pundamilia_nyererei ENSPNYG00000005579
astatotilapia_calliptera ENSACLG00000005463
maylandia_zebra ENSMZEG00005015825
oreochromis_niloticus ENSONIG00000009827
amphilophus_citrinellus ENSACIG00000002019
seriola_dumerili ENSSDUG00000012003
seriola_lalandi_dorsalis ENSSLDG00000011740
scophthalmus_maximus ENSSMAG00000019477
mastacembelus_armatus ENSMAMG00000004672
monopterus_albus ENSMALG00000007638
anabas_testudineus ENSATEG00000007882
cynoglossus_semilaevis ENSCSEG00000012410
gasterosteus_aculeatus ENSGACG00000019026
labrus_bergylta ENSLBEG00000018776
takifugu_rubripes ENSTRUG00000024030
tetraodon_nigroviridis ENSTNIG00000010487
mola_mola ENSMMOG00000007224
periophthalmus_magnuspinnatus ENSPMGG00000004089
hippocampus_comes ENSHCOG00000013415
gadus_morhua ENSGMOG00000001411
esox_lucius ENSELUG00000009542
lepisosteus_oculatus ENSLOCG00000016079
phascolarctos_cinereus ENSPCIG00000029256
notamacropus_eugenii ENSMEUG00000008335
monodelphis_domestica ENSMODG00000025457
castor_canadensis ENSCCNG00000020693
dipodomys_ordii ENSDORG00000003470
mus_spicilegus ENSMSIG00000022962
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021075
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075470
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020178
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020183
rattus_norvegicus ENSRNOG00000014511
meriones_unguiculatus ENSMUGG00000005418
cricetulus_griseus_crigri_1.0 ENSCGRG00000006631
