cyprinodon_variegatus ENSCVAG00000007719
fundulus_heteroclitus ENSFHEG00000006745
xiphophorus_maculatus ENSXMAG00000021091
gambusia_affinis ENSGAFG00000005285
xiphophorus_couchianus ENSXCOG00000001164
poecilia_mexicana ENSPMEG00000004820
poecilia_reticulata ENSPREG00000005929
poecilia_latipinna ENSPLAG00000018780
poecilia_formosa ENSPFOG00000022883
kryptolebias_marmoratus ENSKMAG00000005993
oryzias_latipes_asm223469v1 ENSORLG00015021738
oryzias_latipes_asm223467v1 ENSORLG00000012465
oryzias_melastigma ENSOMEG00000000534
tetraodon_nigroviridis ENSTNIG00000003138
periophthalmus_magnuspinnatus ENSPMGG00000003326
takifugu_rubripes ENSTRUG00000014341
cynoglossus_semilaevis ENSCSEG00000009360
amphiprion_ocellaris ENSAOCG00000022088
amphiprion_percula ENSAPEG00000012227
acanthochromis_polyacanthus ENSAPOG00000010364
stegastes_partitus ENSSPAG00000008196
maylandia_zebra ENSMZEG00005011249
pundamilia_nyererei ENSPNYG00000023559
haplochromis_burtoni ENSHBUG00000006704
astatotilapia_calliptera ENSACLG00000011846
oreochromis_niloticus ENSONIG00000011257
neolamprologus_brichardi ENSNBRG00000006140
amphilophus_citrinellus ENSACIG00000003105
mola_mola ENSMMOG00000004267
mastacembelus_armatus ENSMAMG00000022666
monopterus_albus ENSMALG00000014515
anabas_testudineus ENSATEG00000010138
seriola_lalandi_dorsalis ENSSLDG00000022050
seriola_dumerili ENSSDUG00000020037
scophthalmus_maximus ENSSMAG00000008273
gasterosteus_aculeatus ENSGACG00000018402
labrus_bergylta ENSLBEG00000019544
gadus_morhua ENSGMOG00000008631
esox_lucius ENSELUG00000020522
astyanax_mexicanus ENSAMXG00000006940
pygocentrus_nattereri ENSPNAG00000000856
ictalurus_punctatus ENSIPUG00000006457
danio_rerio ENSDARG00000060865
scleropages_formosus ENSSFOG00015015027
paramormyrops_kingsleyae ENSPKIG00000007714
paramormyrops_kingsleyae ENSPKIG00000023949
scleropages_formosus ENSSFOG00015008413
lepisosteus_oculatus ENSLOCG00000005027
pogona_vitticeps ENSPVIG00000021214
anolis_carolinensis ENSACAG00000013074
notechis_scutatus ENSNSUG00000006437
salvator_merianae ENSSMRG00000007916
sphenodon_punctatus ENSSPUG00000000807
chrysemys_picta_bellii ENSCPBG00000028138
gopherus_agassizii ENSGAGG00000010322
chelonoidis_abingdonii ENSCABG00000000867
pelodiscus_sinensis ENSPSIG00000007803
crocodylus_porosus ENSCPRG00005010819
anser_brachyrhynchus ENSABRG00000022367
anas_platyrhynchos_platyrhynchos ENSAPLG00000003982
meleagris_gallopavo ENSMGAG00000008380
gallus_gallus ENSGALG00000001037
coturnix_japonica ENSCJPG00005010894
numida_meleagris ENSNMEG00000013199
calidris_pygmaea ENSCPGG00000012795
calidris_pugnax ENSCPUG00000016110
taeniopygia_guttata ENSTGUG00000007202
taeniopygia_guttata ENSTGUG00000017047
lonchura_striata_domestica ENSLSDG00000004238
zonotrichia_albicollis ENSZALG00000010991
junco_hyemalis ENSJHYG00000003189
serinus_canaria ENSSCAG00000016132
ficedula_albicollis ENSFALG00000002169
parus_major ENSPMJG00000019168
cyanistes_caeruleus ENSCCEG00000010572
manacus_vitellinus ENSMVIG00005009855
lepidothrix_coronata ENSLCOG00000014307
melopsittacus_undulatus ENSMUNG00000009617
apteryx_owenii ENSAOWG00000002616
apteryx_haastii ENSAHAG00000013167
apteryx_rowi ENSARWG00000005601
dromaius_novaehollandiae ENSDNVG00000013312
nothoprocta_perdicaria ENSNPEG00000012945
oryctolagus_cuniculus ENSOCUG00000012963
ochotona_princeps ENSOPRG00000000422
tupaia_belangeri ENSTBEG00000000436
choloepus_hoffmanni ENSCHOG00000010407
dasypus_novemcinctus ENSDNOG00000000007
loxodonta_africana ENSLAFG00000010037
procavia_capensis ENSPCAG00000014089
erinaceus_europaeus ENSEEUG00000009581
sorex_araneus ENSSARG00000007687
ovis_aries ENSOARG00000013085
capra_hircus ENSCHIG00000016265
bos_taurus ENSBTAG00000015553
bos_mutus ENSBMUG00000020339
bison_bison_bison ENSBBBG00000014945
tursiops_truncatus ENSTTRG00000017396
vicugna_pacos ENSVPAG00000009267
sus_scrofa ENSSSCG00000005598
pteropus_vampyrus ENSPVAG00000008093
myotis_lucifugus ENSMLUG00000015214
equus_asinus_asinus ENSEASG00005020664
equus_caballus ENSECAG00000024008
mustela_putorius_furo ENSMPUG00000013894
neovison_vison ENSNVIG00000005835
