meleagris_gallopavo ENSMGAG00000008990
gallus_gallus ENSGALG00000007624
numida_meleagris ENSNMEG00000016708
pelodiscus_sinensis ENSPSIG00000010511
anolis_carolinensis ENSACAG00000014504
monodelphis_domestica ENSMODG00000023255
phascolarctos_cinereus ENSPCIG00000004764
propithecus_coquereli ENSPCOG00000017018
microcebus_murinus ENSMICG00000001741
otolemur_garnettii ENSOGAG00000003888
oryctolagus_cuniculus ENSOCUG00000007971
ochotona_princeps ENSOPRG00000016055
tupaia_belangeri ENSTBEG00000008134
chinchilla_lanigera ENSCLAG00000009855
octodon_degus ENSODEG00000000066
cavia_aperea ENSCAPG00000007679
cavia_porcellus ENSCPOG00000019351
fukomys_damarensis ENSFDAG00000002847
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018014
dipodomys_ordii ENSDORG00000005274
spermophilus_dauricus ENSSDAG00000018225
marmota_marmota_marmota ENSMMMG00000008844
ictidomys_tridecemlineatus ENSSTOG00000025527
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027517
mus_spicilegus ENSMSIG00000026809
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025671
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024751
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026192
meriones_unguiculatus ENSMUGG00000019083
cricetulus_griseus_crigri-picr ENSCGRG00015014430
cricetulus_griseus_crigri_1.0 ENSCGRG00000010020
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018234
mesocricetus_auratus ENSMAUG00000007027
microtus_ochrogaster ENSMOCG00000015133
peromyscus_maniculatus_bairdii ENSPEMG00000000107
nannospalax_galili ENSNGAG00000014698
jaculus_jaculus ENSJJAG00000014128
pan_paniscus ENSPPAG00000024429
pan_troglodytes ENSPTRG00000013668
homo_sapiens ENSG00000124227
gorilla_gorilla ENSGGOG00000015521
pongo_abelii ENSPPYG00000011169
nomascus_leucogenys ENSNLEG00000035074
colobus_angolensis_palliatus ENSCANG00000030098
piliocolobus_tephrosceles ENSPTEG00000008215
rhinopithecus_bieti ENSRBIG00000041903
rhinopithecus_roxellana ENSRROG00000044987
mandrillus_leucophaeus ENSMLEG00000043974
cercocebus_atys ENSCATG00000030519
papio_anubis ENSPANG00000011166
theropithecus_gelada ENSTGEG00000012038
macaca_fascicularis ENSMFAG00000003716
macaca_mulatta ENSMMUG00000019946
macaca_nemestrina ENSMNEG00000038533
chlorocebus_sabaeus ENSCSAG00000015527
cebus_capucinus_imitator ENSCCAG00000023622
saimiri_boliviensis_boliviensis ENSSBOG00000026461
callithrix_jacchus ENSCJAG00000019066
aotus_nancymaae ENSANAG00000037028
pteropus_vampyrus ENSPVAG00000006187
echinops_telfairi ENSETEG00000005979
ailuropoda_melanoleuca ENSAMEG00000012691
mustela_putorius_furo ENSMPUG00000006694
vulpes_vulpes ENSVVUG00000017159
canis_lupus_familiaris ENSCAFG00000023569
panthera_pardus ENSPPRG00000013649
felis_catus ENSFCAG00000041149
erinaceus_europaeus ENSEEUG00000007096
bos_mutus ENSBMUG00000016999
bison_bison_bison ENSBBBG00000024644
ovis_aries ENSOARG00000017244
tursiops_truncatus ENSTTRG00000015570
sus_scrofa ENSSSCG00000007511
loxodonta_africana ENSLAFG00000014475
procavia_capensis ENSPCAG00000016262
dasypus_novemcinctus ENSDNOG00000041878
ornithorhynchus_anatinus ENSOANG00000019903
latimeria_chalumnae ENSLACG00000006163
esox_lucius ENSELUG00000015389
paramormyrops_kingsleyae ENSPKIG00000004240
lepisosteus_oculatus ENSLOCG00000007065
petromyzon_marinus ENSPMAG00000008852
ciona_intestinalis ENSCING00000006453
