erinaceus_europaeus ENSEEUG00000005379
sorex_araneus ENSSARG00000006373
mus_spicilegus ENSMSIG00000012192
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079343
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038521
rattus_norvegicus ENSRNOG00000011971
meriones_unguiculatus ENSMUGG00000013020
cricetulus_griseus_crigri-picr ENSCGRG00015001911
cricetulus_griseus_crigri_1.0 ENSCGRG00000018358
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018041
mesocricetus_auratus ENSMAUG00000017562
microtus_ochrogaster ENSMOCG00000019687
peromyscus_maniculatus_bairdii ENSPEMG00000003953
nannospalax_galili ENSNGAG00000019975
jaculus_jaculus ENSJJAG00000016716
castor_canadensis ENSCCNG00000025502
chinchilla_lanigera ENSCLAG00000015517
octodon_degus ENSODEG00000003726
cavia_porcellus ENSCPOG00000008905
cavia_aperea ENSCAPG00000006272
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015407
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001389
fukomys_damarensis ENSFDAG00000007431
dipodomys_ordii ENSDORG00000025857
spermophilus_dauricus ENSSDAG00000017488
ictidomys_tridecemlineatus ENSSTOG00000015162
urocitellus_parryii ENSUPAG00010011857
marmota_marmota_marmota ENSMMMG00000016640
oryctolagus_cuniculus ENSOCUG00000014468
ochotona_princeps ENSOPRG00000004093
pongo_abelii ENSPPYG00000004217
pongo_abelii ENSPPYG00000029490
pan_troglodytes ENSPTRG00000004605
pan_paniscus ENSPPAG00000042864
homo_sapiens ENSG00000182326
gorilla_gorilla ENSGGOG00000001455
nomascus_leucogenys ENSNLEG00000005106
macaca_mulatta ENSMMUG00000012786
macaca_nemestrina ENSMNEG00000041029
macaca_fascicularis ENSMFAG00000044978
papio_anubis ENSPANG00000012264
theropithecus_gelada ENSTGEG00000007241
cercocebus_atys ENSCATG00000032150
mandrillus_leucophaeus ENSMLEG00000028216
macaca_fascicularis ENSMFAG00000000569
mandrillus_leucophaeus ENSMLEG00000028458
papio_anubis ENSPANG00000006741
chlorocebus_sabaeus ENSCSAG00000010067
piliocolobus_tephrosceles ENSPTEG00000002796
piliocolobus_tephrosceles ENSPTEG00000002308
piliocolobus_tephrosceles ENSPTEG00000003190
piliocolobus_tephrosceles ENSPTEG00000003718
colobus_angolensis_palliatus ENSCANG00000040006
rhinopithecus_roxellana ENSRROG00000043449
rhinopithecus_roxellana ENSRROG00000030145
rhinopithecus_bieti ENSRBIG00000037071
saimiri_boliviensis_boliviensis ENSSBOG00000024987
cebus_capucinus_imitator ENSCCAG00000026672
callithrix_jacchus ENSCJAG00000007042
aotus_nancymaae ENSANAG00000037362
carlito_syrichta ENSTSYG00000025601
prolemur_simus ENSPSMG00000014739
propithecus_coquereli ENSPCOG00000018942
microcebus_murinus ENSMICG00000032049
otolemur_garnettii ENSOGAG00000006982
tupaia_belangeri ENSTBEG00000017696
tupaia_belangeri ENSTBEG00000013656
sus_scrofa ENSSSCG00000039847
vicugna_pacos ENSVPAG00000007118
capra_hircus ENSCHIG00000012570
ovis_aries ENSOARG00000004658
bos_taurus ENSBTAG00000004840
bos_mutus ENSBMUG00000009867
bison_bison_bison ENSBBBG00000002855
tursiops_truncatus ENSTTRG00000004816
equus_asinus_asinus ENSEASG00005016014
equus_caballus ENSECAG00000009519
ursus_maritimus ENSUMAG00000003232
ursus_americanus ENSUAMG00000023845
ailuropoda_melanoleuca ENSAMEG00000013668
mustela_putorius_furo ENSMPUG00000016761
neovison_vison ENSNVIG00000024613
canis_lupus_familiaris ENSCAFG00000014346
canis_lupus_dingo ENSCAFG00020003135
vulpes_vulpes ENSVVUG00000010771
panthera_tigris_altaica ENSPTIG00000021139
panthera_pardus ENSPPRG00000013655
felis_catus ENSFCAG00000000175
pteropus_vampyrus ENSPVAG00000006033
myotis_lucifugus ENSMLUG00000028357
procavia_capensis ENSPCAG00000016423
echinops_telfairi ENSETEG00000009119
dasypus_novemcinctus ENSDNOG00000049074
choloepus_hoffmanni ENSCHOG00000011967
phascolarctos_cinereus ENSPCIG00000002903
notamacropus_eugenii ENSMEUG00000015343
sarcophilus_harrisii ENSSHAG00000016527
monodelphis_domestica ENSMODG00000018167
anolis_carolinensis ENSACAG00000007857
anolis_carolinensis ENSACAG00000024727
pogona_vitticeps ENSPVIG00000012566
notechis_scutatus ENSNSUG00000018896
salvator_merianae ENSSMRG00000019304
sphenodon_punctatus ENSSPUG00000014380
apteryx_haastii ENSAHAG00000014690
apteryx_owenii ENSAOWG00000011296
apteryx_rowi ENSARWG00000005262
dromaius_novaehollandiae ENSDNVG00000017384
nothoprocta_perdicaria ENSNPEG00000002544
lepidothrix_coronata ENSLCOG00000003285
lepidothrix_coronata ENSLCOG00000005614
manacus_vitellinus ENSMVIG00005013635
cyanistes_caeruleus ENSCCEG00000013891
parus_major ENSPMJG00000006906
ficedula_albicollis ENSFALG00000004610
lonchura_striata_domestica ENSLSDG00000012246
taeniopygia_guttata ENSTGUG00000013265
junco_hyemalis ENSJHYG00000010658
zonotrichia_albicollis ENSZALG00000017353
serinus_canaria ENSSCAG00000014825
calidris_pygmaea ENSCPGG00000005331
calidris_pugnax ENSCPUG00000005797
melopsittacus_undulatus ENSMUNG00000001440
anser_brachyrhynchus ENSABRG00000011969
anas_platyrhynchos_platyrhynchos ENSAPLG00000005501
coturnix_japonica ENSCJPG00005016765
gallus_gallus ENSGALG00000014603
meleagris_gallopavo ENSMGAG00000014150
numida_meleagris ENSNMEG00000016617
crocodylus_porosus ENSCPRG00005004775
gopherus_agassizii ENSGAGG00000020979
chelonoidis_abingdonii ENSCABG00000000762
chrysemys_picta_bellii ENSCPBG00000005186
pelodiscus_sinensis ENSPSIG00000010114
pelodiscus_sinensis ENSPSIG00000010124
xenopus_tropicalis ENSXETG00000023912
latimeria_chalumnae ENSLACG00000002871
astyanax_mexicanus ENSAMXG00000032678
astyanax_mexicanus ENSAMXG00000031584
pygocentrus_nattereri ENSPNAG00000000109
pygocentrus_nattereri ENSPNAG00000000112
danio_rerio ENSDARG00000102094
labrus_bergylta ENSLBEG00000006671
anabas_testudineus ENSATEG00000021318
lepisosteus_oculatus ENSLOCG00000007589
lepisosteus_oculatus ENSLOCG00000007599
astyanax_mexicanus ENSAMXG00000040474
astyanax_mexicanus ENSAMXG00000010677
ictalurus_punctatus ENSIPUG00000009169
pygocentrus_nattereri ENSPNAG00000020600
pygocentrus_nattereri ENSPNAG00000020578
ictalurus_punctatus ENSIPUG00000009144
poecilia_latipinna ENSPLAG00000005653
poecilia_mexicana ENSPMEG00000016431
poecilia_mexicana ENSPMEG00000016476
poecilia_reticulata ENSPREG00000011225
xiphophorus_couchianus ENSXCOG00000019280
xiphophorus_maculatus ENSXMAG00000026464
gambusia_affinis ENSGAFG00000014302
gambusia_affinis ENSGAFG00000014292
xiphophorus_couchianus ENSXCOG00000019277
fundulus_heteroclitus ENSFHEG00000012901
acanthochromis_polyacanthus ENSAPOG00000010394
mola_mola ENSMMOG00000015988
takifugu_rubripes ENSTRUG00000020996
pundamilia_nyererei ENSPNYG00000006174
amphilophus_citrinellus ENSACIG00000012201
anabas_testudineus ENSATEG00000021453
anabas_testudineus ENSATEG00000021386
esox_lucius ENSELUG00000017902
xenopus_tropicalis ENSXETG00000033339
xenopus_tropicalis ENSXETG00000027636
xenopus_tropicalis ENSXETG00000023914
ornithorhynchus_anatinus ENSOANG00000008659
petromyzon_marinus ENSPMAG00000001826
