hippocampus_comes ENSHCOG00000016574
periophthalmus_magnuspinnatus ENSPMGG00000014789
takifugu_rubripes ENSTRUG00000024585
takifugu_rubripes ENSTRUG00000022942
tetraodon_nigroviridis ENSTNIG00000013350
scophthalmus_maximus ENSSMAG00000019618
gasterosteus_aculeatus ENSGACG00000009712
oryzias_latipes_asm223467v1 ENSORLG00000005586
oryzias_latipes_asm223471v1 ENSORLG00020009537
oryzias_latipes_asm223469v1 ENSORLG00015014552
oryzias_melastigma ENSOMEG00000008815
gambusia_affinis ENSGAFG00000011904
mastacembelus_armatus ENSMAMG00000017056
anabas_testudineus ENSATEG00000007924
amphiprion_ocellaris ENSAOCG00000004553
amphiprion_percula ENSAPEG00000006981
acanthochromis_polyacanthus ENSAPOG00000003142
stegastes_partitus ENSSPAG00000011326
poecilia_latipinna ENSPLAG00000007566
poecilia_formosa ENSPFOG00000017912
poecilia_reticulata ENSPREG00000011399
poecilia_mexicana ENSPMEG00000011082
xiphophorus_couchianus ENSXCOG00000009908
xiphophorus_maculatus ENSXMAG00000022619
cyprinodon_variegatus ENSCVAG00000019432
kryptolebias_marmoratus ENSKMAG00000020827
mola_mola ENSMMOG00000008178
monopterus_albus ENSMALG00000018443
cynoglossus_semilaevis ENSCSEG00000002914
maylandia_zebra ENSMZEG00005027450
astatotilapia_calliptera ENSACLG00000017580
haplochromis_burtoni ENSHBUG00000016870
pundamilia_nyererei ENSPNYG00000003823
neolamprologus_brichardi ENSNBRG00000016033
oreochromis_niloticus ENSONIG00000000530
amphilophus_citrinellus ENSACIG00000005580
fundulus_heteroclitus ENSFHEG00000021199
labrus_bergylta ENSLBEG00000022371
seriola_dumerili ENSSDUG00000016233
seriola_lalandi_dorsalis ENSSLDG00000016612
gadus_morhua ENSGMOG00000018353
pygocentrus_nattereri ENSPNAG00000021152
astyanax_mexicanus ENSAMXG00000043153
ictalurus_punctatus ENSIPUG00000017598
astyanax_mexicanus ENSAMXG00000035751
pygocentrus_nattereri ENSPNAG00000019047
ictalurus_punctatus ENSIPUG00000002329
scleropages_formosus ENSSFOG00015009722
lonchura_striata_domestica ENSLSDG00000010619
taeniopygia_guttata ENSTGUG00000011380
serinus_canaria ENSSCAG00000002461
parus_major ENSPMJG00000005760
zonotrichia_albicollis ENSZALG00000005246
lepidothrix_coronata ENSLCOG00000010037
calidris_pugnax ENSCPUG00000019489
melopsittacus_undulatus ENSMUNG00000005994
manacus_vitellinus ENSMVIG00005015469
calidris_pygmaea ENSCPGG00000010154
ficedula_albicollis ENSFALG00000015281
junco_hyemalis ENSJHYG00000010874
apteryx_rowi ENSARWG00000010043
apteryx_haastii ENSAHAG00000008466
dromaius_novaehollandiae ENSDNVG00000003236
anas_platyrhynchos_platyrhynchos ENSAPLG00000030160
anser_brachyrhynchus ENSABRG00000006606
coturnix_japonica ENSCJPG00005020175
meleagris_gallopavo ENSMGAG00000011617
gallus_gallus ENSGALG00000030875
numida_meleagris ENSNMEG00000012759
nothoprocta_perdicaria ENSNPEG00000012548
crocodylus_porosus ENSCPRG00005009921
pogona_vitticeps ENSPVIG00000002194
anolis_carolinensis ENSACAG00000017493
notechis_scutatus ENSNSUG00000000883
salvator_merianae ENSSMRG00000004581
chelonoidis_abingdonii ENSCABG00000014840
gopherus_agassizii ENSGAGG00000015335
chrysemys_picta_bellii ENSCPBG00000028090
pelodiscus_sinensis ENSPSIG00000008282
phascolarctos_cinereus ENSPCIG00000025843
notamacropus_eugenii ENSMEUG00000010163
sarcophilus_harrisii ENSSHAG00000010480
monodelphis_domestica ENSMODG00000007548
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009255
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018042
fukomys_damarensis ENSFDAG00000006202
chinchilla_lanigera ENSCLAG00000005166
octodon_degus ENSODEG00000017125
cavia_porcellus ENSCPOG00000032283
urocitellus_parryii ENSUPAG00010004763
ictidomys_tridecemlineatus ENSSTOG00000000994
marmota_marmota_marmota ENSMMMG00000002076
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013576
cricetulus_griseus_crigri-picr ENSCGRG00015002161
cricetulus_griseus_crigri_1.0 ENSCGRG00000008339
mesocricetus_auratus ENSMAUG00000006087
peromyscus_maniculatus_bairdii ENSPEMG00000020567
microtus_ochrogaster ENSMOCG00000019525
mus_spicilegus ENSMSIG00000023379
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031686
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050100
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030572
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013779
rattus_norvegicus ENSRNOG00000020638
meriones_unguiculatus ENSMUGG00000024733
nannospalax_galili ENSNGAG00000018683
jaculus_jaculus ENSJJAG00000021150
castor_canadensis ENSCCNG00000015598
dipodomys_ordii ENSDORG00000028020
ochotona_princeps ENSOPRG00000014263
pan_troglodytes ENSPTRG00000047334
pan_paniscus ENSPPAG00000043570
homo_sapiens ENSG00000188816
gorilla_gorilla ENSGGOG00000039592
pongo_abelii ENSPPYG00000002730
nomascus_leucogenys ENSNLEG00000033504
macaca_fascicularis ENSMFAG00000034685
macaca_nemestrina ENSMNEG00000028435
mandrillus_leucophaeus ENSMLEG00000012105
cercocebus_atys ENSCATG00000017605
theropithecus_gelada ENSTGEG00000028595
papio_anubis ENSPANG00000020350
chlorocebus_sabaeus ENSCSAG00000004550
rhinopithecus_roxellana ENSRROG00000038682
rhinopithecus_bieti ENSRBIG00000042456
colobus_angolensis_palliatus ENSCANG00000042333
piliocolobus_tephrosceles ENSPTEG00000031621
cebus_capucinus_imitator ENSCCAG00000027587
saimiri_boliviensis_boliviensis ENSSBOG00000021232
callithrix_jacchus ENSCJAG00000001081
aotus_nancymaae ENSANAG00000036077
carlito_syrichta ENSTSYG00000013450
propithecus_coquereli ENSPCOG00000021307
microcebus_murinus ENSMICG00000000468
prolemur_simus ENSPSMG00000016234
