meleagris_gallopavo ENSMGAG00000016788
ficedula_albicollis ENSFALG00000013433
crocodylus_porosus ENSCPRG00005018458
gopherus_agassizii ENSGAGG00000018111
bison_bison_bison ENSBBBG00000016543
sus_scrofa ENSSSCG00000031661
panthera_pardus ENSPPRG00000022693
panthera_tigris_altaica ENSPTIG00000006041
felis_catus ENSFCAG00000034419
vulpes_vulpes ENSVVUG00000023065
mustela_putorius_furo ENSMPUG00000012124
myotis_lucifugus ENSMLUG00000024665
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020442
cricetulus_griseus_crigri_1.0 ENSCGRG00000006269
cricetulus_griseus_crigri-picr ENSCGRG00015012305
mesocricetus_auratus ENSMAUG00000014593
microtus_ochrogaster ENSMOCG00000009836
peromyscus_maniculatus_bairdii ENSPEMG00000009198
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000087651
mus_spicilegus ENSMSIG00000031458
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015673
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031411
nannospalax_galili ENSNGAG00000013967
dipodomys_ordii ENSDORG00000028465
marmota_marmota_marmota ENSMMMG00000017181
urocitellus_parryii ENSUPAG00010002208
castor_canadensis ENSCCNG00000021716
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010392
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017075
fukomys_damarensis ENSFDAG00000012426
cavia_aperea ENSCAPG00000006676
cavia_porcellus ENSCPOG00000033707
chinchilla_lanigera ENSCLAG00000009180
octodon_degus ENSODEG00000012089
pan_paniscus ENSPPAG00000037210
gorilla_gorilla ENSGGOG00000038455
homo_sapiens ENSG00000235162
piliocolobus_tephrosceles ENSPTEG00000001642
piliocolobus_tephrosceles ENSPTEG00000001605
piliocolobus_tephrosceles ENSPTEG00000010725
piliocolobus_tephrosceles ENSPTEG00000010680
colobus_angolensis_palliatus ENSCANG00000036680
chlorocebus_sabaeus ENSCSAG00000002966
macaca_nemestrina ENSMNEG00000027979
macaca_mulatta ENSMMUG00000046424
macaca_fascicularis ENSMFAG00000003861
theropithecus_gelada ENSTGEG00000010992
papio_anubis ENSPANG00000033836
mandrillus_leucophaeus ENSMLEG00000033446
cercocebus_atys ENSCATG00000040575
colobus_angolensis_palliatus ENSCANG00000008962
piliocolobus_tephrosceles ENSPTEG00000017157
cebus_capucinus_imitator ENSCCAG00000035327
callithrix_jacchus ENSCJAG00000048581
saimiri_boliviensis_boliviensis ENSSBOG00000032534
aotus_nancymaae ENSANAG00000033802
prolemur_simus ENSPSMG00000011071
microcebus_murinus ENSMICG00000026810
danio_rerio ENSDARG00000100152
