latimeria_chalumnae ENSLACG00000012223
xenopus_tropicalis ENSXETG00000012777
paramormyrops_kingsleyae ENSPKIG00000010107
scleropages_formosus ENSSFOG00015019908
mastacembelus_armatus ENSMAMG00000022509
monopterus_albus ENSMALG00000008694
amphiprion_ocellaris ENSAOCG00000012711
amphiprion_percula ENSAPEG00000016540
acanthochromis_polyacanthus ENSAPOG00000022151
stegastes_partitus ENSSPAG00000009069
tetraodon_nigroviridis ENSTNIG00000013371
takifugu_rubripes ENSTRUG00000004153
gasterosteus_aculeatus ENSGACG00000001372
poecilia_mexicana ENSPMEG00000020629
seriola_lalandi_dorsalis ENSSLDG00000017494
seriola_dumerili ENSSDUG00000004130
scophthalmus_maximus ENSSMAG00000007425
pundamilia_nyererei ENSPNYG00000012208
haplochromis_burtoni ENSHBUG00000008753
astatotilapia_calliptera ENSACLG00000003692
maylandia_zebra ENSMZEG00005004000
neolamprologus_brichardi ENSNBRG00000009802
oreochromis_niloticus ENSONIG00000007083
amphilophus_citrinellus ENSACIG00000003543
fundulus_heteroclitus ENSFHEG00000011067
anabas_testudineus ENSATEG00000022038
labrus_bergylta ENSLBEG00000028252
mola_mola ENSMMOG00000007860
gadus_morhua ENSGMOG00000016359
esox_lucius ENSELUG00000017505
pygocentrus_nattereri ENSPNAG00000011917
astyanax_mexicanus ENSAMXG00000002359
ictalurus_punctatus ENSIPUG00000003311
danio_rerio ENSDARG00000044142
lepisosteus_oculatus ENSLOCG00000016791
pogona_vitticeps ENSPVIG00000003391
anolis_carolinensis ENSACAG00000013741
notechis_scutatus ENSNSUG00000016241
salvator_merianae ENSSMRG00000014909
sphenodon_punctatus ENSSPUG00000013766
chelonoidis_abingdonii ENSCABG00000021558
gopherus_agassizii ENSGAGG00000020308
chrysemys_picta_bellii ENSCPBG00000011394
pelodiscus_sinensis ENSPSIG00000003383
crocodylus_porosus ENSCPRG00005009895
anser_brachyrhynchus ENSABRG00000000844
anas_platyrhynchos_platyrhynchos ENSAPLG00000003258
meleagris_gallopavo ENSMGAG00000006966
coturnix_japonica ENSCJPG00005004186
gallus_gallus ENSGALG00000008632
numida_meleagris ENSNMEG00000010540
lepidothrix_coronata ENSLCOG00000013093
manacus_vitellinus ENSMVIG00005013535
ficedula_albicollis ENSFALG00000000681
cyanistes_caeruleus ENSCCEG00000000234
junco_hyemalis ENSJHYG00000010641
serinus_canaria ENSSCAG00000015211
taeniopygia_guttata ENSTGUG00000005353
lonchura_striata_domestica ENSLSDG00000016056
zonotrichia_albicollis ENSZALG00000006221
junco_hyemalis ENSJHYG00000010655
parus_major ENSPMJG00000004093
melopsittacus_undulatus ENSMUNG00000012117
calidris_pygmaea ENSCPGG00000019470
calidris_pugnax ENSCPUG00000002894
apteryx_haastii ENSAHAG00000012537
apteryx_owenii ENSAOWG00000011080
apteryx_rowi ENSARWG00000007752
dromaius_novaehollandiae ENSDNVG00000000617
nothoprocta_perdicaria ENSNPEG00000003174
phascolarctos_cinereus ENSPCIG00000025166
notamacropus_eugenii ENSMEUG00000001262
monodelphis_domestica ENSMODG00000006345
sarcophilus_harrisii ENSSHAG00000004290
ornithorhynchus_anatinus ENSOANG00000003805
ornithorhynchus_anatinus ENSOANG00000004895
notechis_scutatus ENSNSUG00000016240
dasypus_novemcinctus ENSDNOG00000011785
choloepus_hoffmanni ENSCHOG00000013648
loxodonta_africana ENSLAFG00000011493
procavia_capensis ENSPCAG00000001323
echinops_telfairi ENSETEG00000015668
ursus_americanus ENSUAMG00000006548
sorex_araneus ENSSARG00000012525
myotis_lucifugus ENSMLUG00000000710
capra_hircus ENSCHIG00000021744
ovis_aries ENSOARG00000006624
bos_taurus ENSBTAG00000004281
bos_mutus ENSBMUG00000005789
bison_bison_bison ENSBBBG00000022438
tursiops_truncatus ENSTTRG00000001631
sus_scrofa ENSSSCG00000007133
equus_asinus_asinus ENSEASG00005002623
equus_caballus ENSECAG00000023870
tupaia_belangeri ENSTBEG00000014616
carlito_syrichta ENSTSYG00000005675
pteropus_vampyrus ENSPVAG00000010864
castor_canadensis ENSCCNG00000005915
dipodomys_ordii ENSDORG00000004006
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025345
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027452
mus_spicilegus ENSMSIG00000000805
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024425
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025868
rattus_norvegicus ENSRNOG00000007102
meriones_unguiculatus ENSMUGG00000003312
peromyscus_maniculatus_bairdii ENSPEMG00000014809
microtus_ochrogaster ENSMOCG00000017761
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016253
cricetulus_griseus_crigri-picr ENSCGRG00015005094
cricetulus_griseus_crigri_1.0 ENSCGRG00000002759
mesocricetus_auratus ENSMAUG00000016079
nannospalax_galili ENSNGAG00000012123
jaculus_jaculus ENSJJAG00000024008
ictidomys_tridecemlineatus ENSSTOG00000005944
urocitellus_parryii ENSUPAG00010010043
marmota_marmota_marmota ENSMMMG00000021594
chinchilla_lanigera ENSCLAG00000012190
octodon_degus ENSODEG00000010733
cavia_aperea ENSCAPG00000011137
cavia_porcellus ENSCPOG00000021704
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000232
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013019
fukomys_damarensis ENSFDAG00000014012
ochotona_princeps ENSOPRG00000009689
oryctolagus_cuniculus ENSOCUG00000013125
tupaia_belangeri ENSTBEG00000015134
prolemur_simus ENSPSMG00000010324
propithecus_coquereli ENSPCOG00000018745
microcebus_murinus ENSMICG00000002040
otolemur_garnettii ENSOGAG00000008498
pan_troglodytes ENSPTRG00000013336
pan_paniscus ENSPPAG00000027610
homo_sapiens ENSG00000154930
gorilla_gorilla ENSGGOG00000001280
pongo_abelii ENSPPYG00000010781
nomascus_leucogenys ENSNLEG00000015554
piliocolobus_tephrosceles ENSPTEG00000029713
colobus_angolensis_palliatus ENSCANG00000041694
rhinopithecus_bieti ENSRBIG00000035582
rhinopithecus_roxellana ENSRROG00000043161
macaca_nemestrina ENSMNEG00000042557
macaca_mulatta ENSMMUG00000020597
macaca_fascicularis ENSMFAG00000003063
chlorocebus_sabaeus ENSCSAG00000018357
mandrillus_leucophaeus ENSMLEG00000029721
theropithecus_gelada ENSTGEG00000020576
papio_anubis ENSPANG00000017910
cercocebus_atys ENSCATG00000038637
cebus_capucinus_imitator ENSCCAG00000037466
saimiri_boliviensis_boliviensis ENSSBOG00000031199
callithrix_jacchus ENSCJAG00000011837
aotus_nancymaae ENSANAG00000035424
neovison_vison ENSNVIG00000007966
mustela_putorius_furo ENSMPUG00000001109
ailuropoda_melanoleuca ENSAMEG00000014206
ursus_maritimus ENSUMAG00000011645
