choloepus_hoffmanni ENSCHOG00000007111
dasypus_novemcinctus ENSDNOG00000038326
spermophilus_dauricus ENSSDAG00000009379
spermophilus_dauricus ENSSDAG00000009386
marmota_marmota_marmota ENSMMMG00000000142
urocitellus_parryii ENSUPAG00010001659
ictidomys_tridecemlineatus ENSSTOG00000015465
castor_canadensis ENSCCNG00000000546
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018593
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009482
fukomys_damarensis ENSFDAG00000016083
cavia_aperea ENSCAPG00000005273
cavia_porcellus ENSCPOG00000040521
chinchilla_lanigera ENSCLAG00000010974
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027338
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000098754
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025253
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025254
mus_spicilegus ENSMSIG00000020269
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024333
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024334
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025779
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025778
rattus_norvegicus ENSRNOG00000021260
meriones_unguiculatus ENSMUGG00000016672
cricetulus_griseus_crigri_1.0 ENSCGRG00000014966
cricetulus_griseus_crigri-picr ENSCGRG00015011244
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009363
mesocricetus_auratus ENSMAUG00000020658
microtus_ochrogaster ENSMOCG00000022573
peromyscus_maniculatus_bairdii ENSPEMG00000025579
nannospalax_galili ENSNGAG00000012939
oryctolagus_cuniculus ENSOCUG00000002089
ochotona_princeps ENSOPRG00000001670
pan_troglodytes ENSPTRG00000042964
pan_paniscus ENSPPAG00000008942
gorilla_gorilla ENSGGOG00000041952
homo_sapiens ENSG00000171864
rhinopithecus_bieti ENSRBIG00000033646
piliocolobus_tephrosceles ENSPTEG00000006244
theropithecus_gelada ENSTGEG00000013666
macaca_mulatta ENSMMUG00000040375
chlorocebus_sabaeus ENSCSAG00000018757
callithrix_jacchus ENSCJAG00000046612
prolemur_simus ENSPSMG00000012006
ursus_maritimus ENSUMAG00000004273
ursus_americanus ENSUAMG00000004909
ailuropoda_melanoleuca ENSAMEG00000019875
canis_lupus_familiaris ENSCAFG00000006063
canis_lupus_dingo ENSCAFG00020001574
vulpes_vulpes ENSVVUG00000024392
neovison_vison ENSNVIG00000019032
mustela_putorius_furo ENSMPUG00000019128
panthera_tigris_altaica ENSPTIG00000003054
panthera_pardus ENSPPRG00000017966
felis_catus ENSFCAG00000001473
ovis_aries ENSOARG00000004683
capra_hircus ENSCHIG00000010610
bos_mutus ENSBMUG00000005460
bos_taurus ENSBTAG00000011010
bison_bison_bison ENSBBBG00000006861
tursiops_truncatus ENSTTRG00000009089
sus_scrofa ENSSSCG00000032923
equus_caballus ENSECAG00000004704
equus_asinus_asinus ENSEASG00005001277
myotis_lucifugus ENSMLUG00000012214
erinaceus_europaeus ENSEEUG00000008002
phascolarctos_cinereus ENSPCIG00000019885
monodelphis_domestica ENSMODG00000023187
sarcophilus_harrisii ENSSHAG00000007855
