monopterus_albus ENSMALG00000018955
mastacembelus_armatus ENSMAMG00000018788
seriola_dumerili ENSSDUG00000023015
seriola_lalandi_dorsalis ENSSLDG00000009729
mola_mola ENSMMOG00000013055
gasterosteus_aculeatus ENSGACG00000006149
labrus_bergylta ENSLBEG00000016894
scophthalmus_maximus ENSSMAG00000005068
anabas_testudineus ENSATEG00000019206
poecilia_mexicana ENSPMEG00000008462
poecilia_formosa ENSPFOG00000002497
poecilia_latipinna ENSPLAG00000008909
poecilia_reticulata ENSPREG00000013161
xiphophorus_maculatus ENSXMAG00000029910
xiphophorus_couchianus ENSXCOG00000008562
gambusia_affinis ENSGAFG00000002405
fundulus_heteroclitus ENSFHEG00000000590
cyprinodon_variegatus ENSCVAG00000011082
kryptolebias_marmoratus ENSKMAG00000001522
oryzias_latipes_asm223469v1 ENSORLG00015000652
oryzias_latipes_asm223467v1 ENSORLG00000003390
oryzias_latipes_asm223471v1 ENSORLG00020003879
oryzias_melastigma ENSOMEG00000019463
amphiprion_percula ENSAPEG00000019532
amphiprion_ocellaris ENSAOCG00000016872
acanthochromis_polyacanthus ENSAPOG00000003408
stegastes_partitus ENSSPAG00000011415
astatotilapia_calliptera ENSACLG00000013072
maylandia_zebra ENSMZEG00005008922
pundamilia_nyererei ENSPNYG00000017670
haplochromis_burtoni ENSHBUG00000002592
neolamprologus_brichardi ENSNBRG00000017002
oreochromis_niloticus ENSONIG00000014479
amphilophus_citrinellus ENSACIG00000005324
takifugu_rubripes ENSTRUG00000020607
tetraodon_nigroviridis ENSTNIG00000016700
cynoglossus_semilaevis ENSCSEG00000018610
cynoglossus_semilaevis ENSCSEG00000008921
periophthalmus_magnuspinnatus ENSPMGG00000008421
gadus_morhua ENSGMOG00000007304
esox_lucius ENSELUG00000018836
pygocentrus_nattereri ENSPNAG00000002994
astyanax_mexicanus ENSAMXG00000012844
ictalurus_punctatus ENSIPUG00000025116
paramormyrops_kingsleyae ENSPKIG00000017457
scleropages_formosus ENSSFOG00015021077
danio_rerio ENSDARG00000099389
lepisosteus_oculatus ENSLOCG00000008927
ursus_americanus ENSUAMG00000017945
ursus_maritimus ENSUMAG00000023783
ailuropoda_melanoleuca ENSAMEG00000017058
mustela_putorius_furo ENSMPUG00000000771
neovison_vison ENSNVIG00000015029
canis_lupus_familiaris ENSCAFG00000000206
canis_lupus_dingo ENSCAFG00020004035
vulpes_vulpes ENSVVUG00000019615
felis_catus ENSFCAG00000031576
panthera_pardus ENSPPRG00000008000
sus_scrofa ENSSSCG00000014219
pteropus_vampyrus ENSPVAG00000006570
bos_taurus ENSBTAG00000051495
bison_bison_bison ENSBBBG00000011825
ovis_aries ENSOARG00000016415
panthera_tigris_altaica ENSPTIG00000015172
myotis_lucifugus ENSMLUG00000002751
bos_taurus ENSBTAG00000017442
bison_bison_bison ENSBBBG00000020923
bos_mutus ENSBMUG00000014589
capra_hircus ENSCHIG00000021041
tursiops_truncatus ENSTTRG00000000811
vicugna_pacos ENSVPAG00000006988
equus_caballus ENSECAG00000012826
equus_asinus_asinus ENSEASG00005015080
erinaceus_europaeus ENSEEUG00000012826
pan_troglodytes ENSPTRG00000017153
pan_paniscus ENSPPAG00000043076
homo_sapiens ENSG00000129596
gorilla_gorilla ENSGGOG00000016315
pongo_abelii ENSPPYG00000015698
nomascus_leucogenys ENSNLEG00000027852
mandrillus_leucophaeus ENSMLEG00000043482
theropithecus_gelada ENSTGEG00000011541
papio_anubis ENSPANG00000010660
cercocebus_atys ENSCATG00000032243
macaca_fascicularis ENSMFAG00000032046
macaca_nemestrina ENSMNEG00000029765
chlorocebus_sabaeus ENSCSAG00000014838
colobus_angolensis_palliatus ENSCANG00000036588
piliocolobus_tephrosceles ENSPTEG00000037091
rhinopithecus_roxellana ENSRROG00000015500
rhinopithecus_bieti ENSRBIG00000042118
cebus_capucinus_imitator ENSCCAG00000028843
callithrix_jacchus ENSCJAG00000016752
aotus_nancymaae ENSANAG00000025385
saimiri_boliviensis_boliviensis ENSSBOG00000022855
carlito_syrichta ENSTSYG00000029458
propithecus_coquereli ENSPCOG00000024339
microcebus_murinus ENSMICG00000047296
prolemur_simus ENSPSMG00000025391
otolemur_garnettii ENSOGAG00000009306
ictidomys_tridecemlineatus ENSSTOG00000011747
urocitellus_parryii ENSUPAG00010020810
spermophilus_dauricus ENSSDAG00000007874
marmota_marmota_marmota ENSMMMG00000006791
