calidris_pugnax ENSCPUG00000000208
calidris_pygmaea ENSCPGG00000007847
melopsittacus_undulatus ENSMUNG00000004605
manacus_vitellinus ENSMVIG00005010865
lepidothrix_coronata ENSLCOG00000011068
junco_hyemalis ENSJHYG00000008472
zonotrichia_albicollis ENSZALG00000015760
serinus_canaria ENSSCAG00000007123
lonchura_striata_domestica ENSLSDG00000013031
taeniopygia_guttata ENSTGUG00000005724
ficedula_albicollis ENSFALG00000006614
parus_major ENSPMJG00000019038
cyanistes_caeruleus ENSCCEG00000006633
gallus_gallus ENSGALG00000026822
coturnix_japonica ENSCJPG00005011274
meleagris_gallopavo ENSMGAG00000005231
numida_meleagris ENSNMEG00000015627
anser_brachyrhynchus ENSABRG00000011378
anas_platyrhynchos_platyrhynchos ENSAPLG00000011150
apteryx_haastii ENSAHAG00000002302
apteryx_owenii ENSAOWG00000014507
apteryx_rowi ENSARWG00000014506
dromaius_novaehollandiae ENSDNVG00000008593
nothoprocta_perdicaria ENSNPEG00000000839
crocodylus_porosus ENSCPRG00005015906
gopherus_agassizii ENSGAGG00000008336
chelonoidis_abingdonii ENSCABG00000020747
chrysemys_picta_bellii ENSCPBG00000020386
pelodiscus_sinensis ENSPSIG00000010810
pogona_vitticeps ENSPVIG00000016906
anolis_carolinensis ENSACAG00000014723
notechis_scutatus ENSNSUG00000007021
salvator_merianae ENSSMRG00000007268
sphenodon_punctatus ENSSPUG00000007414
phascolarctos_cinereus ENSPCIG00000022590
notamacropus_eugenii ENSMEUG00000016044
monodelphis_domestica ENSMODG00000010501
sarcophilus_harrisii ENSSHAG00000006910
loxodonta_africana ENSLAFG00000029493
procavia_capensis ENSPCAG00000012557
echinops_telfairi ENSETEG00000017600
pan_paniscus ENSPPAG00000029411
pan_troglodytes ENSPTRG00000008535
homo_sapiens ENSG00000167716
gorilla_gorilla ENSGGOG00000016634
pongo_abelii ENSPPYG00000007780
nomascus_leucogenys ENSNLEG00000017139
colobus_angolensis_palliatus ENSCANG00000038206
piliocolobus_tephrosceles ENSPTEG00000014781
rhinopithecus_roxellana ENSRROG00000042028
rhinopithecus_bieti ENSRBIG00000042885
papio_anubis ENSPANG00000024598
theropithecus_gelada ENSTGEG00000014856
cercocebus_atys ENSCATG00000030216
mandrillus_leucophaeus ENSMLEG00000041258
macaca_fascicularis ENSMFAG00000038622
macaca_nemestrina ENSMNEG00000036661
macaca_mulatta ENSMMUG00000002380
chlorocebus_sabaeus ENSCSAG00000013905
cebus_capucinus_imitator ENSCCAG00000021856
saimiri_boliviensis_boliviensis ENSSBOG00000021169
callithrix_jacchus ENSCJAG00000001895
aotus_nancymaae ENSANAG00000030429
carlito_syrichta ENSTSYG00000008214
prolemur_simus ENSPSMG00000020664
microcebus_murinus ENSMICG00000000167
propithecus_coquereli ENSPCOG00000028729
otolemur_garnettii ENSOGAG00000031132
tupaia_belangeri ENSTBEG00000007862
castor_canadensis ENSCCNG00000029866
dipodomys_ordii ENSDORG00000006194
mus_spicilegus ENSMSIG00000024006
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017581
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045374
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016738
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017875
rattus_norvegicus ENSRNOG00000003243
meriones_unguiculatus ENSMUGG00000003016
cricetulus_griseus_crigri_1.0 ENSCGRG00000000887
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001781
cricetulus_griseus_crigri-picr ENSCGRG00015019944
mesocricetus_auratus ENSMAUG00000001591
microtus_ochrogaster ENSMOCG00000014819
peromyscus_maniculatus_bairdii ENSPEMG00000022885
nannospalax_galili ENSNGAG00000012149
jaculus_jaculus ENSJJAG00000015048
chinchilla_lanigera ENSCLAG00000006184
octodon_degus ENSODEG00000009088
cavia_porcellus ENSCPOG00000012041
cavia_aperea ENSCAPG00000013914
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009635
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015248
fukomys_damarensis ENSFDAG00000011134
urocitellus_parryii ENSUPAG00010018006
ictidomys_tridecemlineatus ENSSTOG00000027982
spermophilus_dauricus ENSSDAG00000019744
marmota_marmota_marmota ENSMMMG00000024120
oryctolagus_cuniculus ENSOCUG00000000090
ochotona_princeps ENSOPRG00000003223
pteropus_vampyrus ENSPVAG00000002140
myotis_lucifugus ENSMLUG00000002695
erinaceus_europaeus ENSEEUG00000007654
sorex_araneus ENSSARG00000003030
ursus_americanus ENSUAMG00000015669
ursus_maritimus ENSUMAG00000009351
ailuropoda_melanoleuca ENSAMEG00000007888
mustela_putorius_furo ENSMPUG00000013177
neovison_vison ENSNVIG00000010570
canis_lupus_dingo ENSCAFG00020009878
canis_lupus_familiaris ENSCAFG00000019236
vulpes_vulpes ENSVVUG00000021704
panthera_tigris_altaica ENSPTIG00000002990
panthera_pardus ENSPPRG00000010182
felis_catus ENSFCAG00000024007
equus_caballus ENSECAG00000021606
equus_asinus_asinus ENSEASG00005009490
capra_hircus ENSCHIG00000026775
ovis_aries ENSOARG00000013920
bos_taurus ENSBTAG00000011491
bos_mutus ENSBMUG00000010298
bison_bison_bison ENSBBBG00000022346
tursiops_truncatus ENSTTRG00000006872
sus_scrofa ENSSSCG00000040732
dasypus_novemcinctus ENSDNOG00000046392
ornithorhynchus_anatinus ENSOANG00000010875
xenopus_tropicalis ENSXETG00000013545
latimeria_chalumnae ENSLACG00000004591
gadus_morhua ENSGMOG00000010409
gasterosteus_aculeatus ENSGACG00000010871
monopterus_albus ENSMALG00000011370
mastacembelus_armatus ENSMAMG00000018047
anabas_testudineus ENSATEG00000022050
seriola_dumerili ENSSDUG00000011858
seriola_lalandi_dorsalis ENSSLDG00000011689
labrus_bergylta ENSLBEG00000021519
takifugu_rubripes ENSTRUG00000002991
tetraodon_nigroviridis ENSTNIG00000016201
mola_mola ENSMMOG00000014295
cynoglossus_semilaevis ENSCSEG00000013116
periophthalmus_magnuspinnatus ENSPMGG00000011596
hippocampus_comes ENSHCOG00000001379
amphiprion_ocellaris ENSAOCG00000023410
amphiprion_percula ENSAPEG00000008732
acanthochromis_polyacanthus ENSAPOG00000011721
stegastes_partitus ENSSPAG00000009992
astatotilapia_calliptera ENSACLG00000006621
pundamilia_nyererei ENSPNYG00000016424
maylandia_zebra ENSMZEG00005007637
haplochromis_burtoni ENSHBUG00000017667
neolamprologus_brichardi ENSNBRG00000020527
oreochromis_niloticus ENSONIG00000013140
amphilophus_citrinellus ENSACIG00000007362
fundulus_heteroclitus ENSFHEG00000003563
cyprinodon_variegatus ENSCVAG00000019330
poecilia_formosa ENSPFOG00000003795
poecilia_mexicana ENSPMEG00000020646
poecilia_latipinna ENSPLAG00000005009
poecilia_reticulata ENSPREG00000010105
xiphophorus_couchianus ENSXCOG00000010047
xiphophorus_maculatus ENSXMAG00000024714
gambusia_affinis ENSGAFG00000012887
kryptolebias_marmoratus ENSKMAG00000005542
oryzias_latipes_asm223471v1 ENSORLG00020009042
oryzias_latipes_asm223467v1 ENSORLG00000027676
oryzias_latipes_asm223469v1 ENSORLG00015014045
oryzias_melastigma ENSOMEG00000004626
esox_lucius ENSELUG00000021099
pygocentrus_nattereri ENSPNAG00000008493
astyanax_mexicanus ENSAMXG00000035584
ictalurus_punctatus ENSIPUG00000004318
danio_rerio ENSDARG00000079702
scleropages_formosus ENSSFOG00015005300
paramormyrops_kingsleyae ENSPKIG00000007980
lepisosteus_oculatus ENSLOCG00000006334
eptatretus_burgeri ENSEBUG00000016014
ciona_savignyi ENSCSAVG00000003198
ciona_intestinalis ENSCING00000019133
ciona_intestinalis ENSCING00000013327
drosophila_melanogaster FBgn0032395
