sorex_araneus ENSSARG00000008360
carlito_syrichta ENSTSYG00000033956
ursus_americanus ENSUAMG00000024196
ailuropoda_melanoleuca ENSAMEG00000007268
neovison_vison ENSNVIG00000019475
canis_lupus_familiaris ENSCAFG00000025373
canis_lupus_dingo ENSCAFG00020007452
canis_lupus_familiaris ENSCAFG00000008458
vulpes_vulpes ENSVVUG00000023405
panthera_pardus ENSPPRG00000024601
felis_catus ENSFCAG00000045981
pteropus_vampyrus ENSPVAG00000017890
bos_taurus ENSBTAG00000012107
bos_mutus ENSBMUG00000018239
bison_bison_bison ENSBBBG00000000522
capra_hircus ENSCHIG00000012444
ovis_aries ENSOARG00000012526
sus_scrofa ENSSSCG00000037536
tursiops_truncatus ENSTTRG00000002201
equus_caballus ENSECAG00000009356
equus_asinus_asinus ENSEASG00005010104
erinaceus_europaeus ENSEEUG00000009138
cricetulus_griseus_crigri-picr ENSCGRG00015024073
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016289
cricetulus_griseus_crigri_1.0 ENSCGRG00000010983
mesocricetus_auratus ENSMAUG00000016762
peromyscus_maniculatus_bairdii ENSPEMG00000012732
microtus_ochrogaster ENSMOCG00000015560
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040414
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022982
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023903
mus_spicilegus ENSMSIG00000014549
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014472
rattus_norvegicus ENSRNOG00000016751
meriones_unguiculatus ENSMUGG00000022497
nannospalax_galili ENSNGAG00000023260
jaculus_jaculus ENSJJAG00000016611
castor_canadensis ENSCCNG00000010895
dipodomys_ordii ENSDORG00000003647
octodon_degus ENSODEG00000016497
octodon_degus ENSODEG00000008712
chinchilla_lanigera ENSCLAG00000002948
cavia_porcellus ENSCPOG00000036710
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012761
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016834
fukomys_damarensis ENSFDAG00000015231
ictidomys_tridecemlineatus ENSSTOG00000027786
urocitellus_parryii ENSUPAG00010018285
marmota_marmota_marmota ENSMMMG00000022817
oryctolagus_cuniculus ENSOCUG00000011690
propithecus_coquereli ENSPCOG00000014616
prolemur_simus ENSPSMG00000010302
microcebus_murinus ENSMICG00000010489
otolemur_garnettii ENSOGAG00000005668
homo_sapiens ENSG00000155287
gorilla_gorilla ENSGGOG00000000150
pan_troglodytes ENSPTRG00000002831
pan_paniscus ENSPPAG00000037976
pongo_abelii ENSPPYG00000002554
nomascus_leucogenys ENSNLEG00000029449
rhinopithecus_bieti ENSRBIG00000041178
rhinopithecus_roxellana ENSRROG00000029759
piliocolobus_tephrosceles ENSPTEG00000028879
colobus_angolensis_palliatus ENSCANG00000030090
macaca_mulatta ENSMMUG00000023760
macaca_nemestrina ENSMNEG00000027423
macaca_fascicularis ENSMFAG00000003371
mandrillus_leucophaeus ENSMLEG00000034576
chlorocebus_sabaeus ENSCSAG00000005717
papio_anubis ENSPANG00000033003
cercocebus_atys ENSCATG00000018619
theropithecus_gelada ENSTGEG00000017516
callithrix_jacchus ENSCJAG00000042303
cebus_capucinus_imitator ENSCCAG00000022364
aotus_nancymaae ENSANAG00000032477
