amphiprion_percula ENSAPEG00000002406
acanthochromis_polyacanthus ENSAPOG00000008830
stegastes_partitus ENSSPAG00000000464
periophthalmus_magnuspinnatus ENSPMGG00000008808
scophthalmus_maximus ENSSMAG00000009519
seriola_dumerili ENSSDUG00000015835
anabas_testudineus ENSATEG00000020272
maylandia_zebra ENSMZEG00005022878
pundamilia_nyererei ENSPNYG00000024246
astatotilapia_calliptera ENSACLG00000022264
haplochromis_burtoni ENSHBUG00000005858
neolamprologus_brichardi ENSNBRG00000008091
amphilophus_citrinellus ENSACIG00000017640
amphiprion_ocellaris ENSAOCG00000024384
monopterus_albus ENSMALG00000020747
takifugu_rubripes ENSTRUG00000025530
oryzias_melastigma ENSOMEG00000021258
xiphophorus_couchianus ENSXCOG00000002596
labrus_bergylta ENSLBEG00000014842
periophthalmus_magnuspinnatus ENSPMGG00000013147
seriola_lalandi_dorsalis ENSSLDG00000005313
